L1	L2	L3	KO	Function	EC	Count
Coenzyme transport and metabolism	Molybdopterin-guanine dinucleotide biosynthesis protein		COG1763	MobB:Molybdopterin biosynthesis		1
Defense mechanisms	Organic hydroperoxide reductase OsmC/OhrA		COG1764	OsmC:		1
General function prediction only	Uncharacterized OsmC-related protein		COG1765	YhfA:		1
Cell motility	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ		COG1766	FliF:		1
Intracellular trafficking, secretion, and vesicular transport	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ		COG1766	FliF:		1
Amino acid transport and metabolism	Protease II		COG1770	PtrB:		1
Amino acid transport and metabolism	Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB		COG1775	HgdB:		1
Secondary metabolites biosynthesis, transport and catabolism	Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB		COG1775	HgdB:		1
Nucleotide transport and metabolism	Flavodoxin NrdI, NrdF-interacting activator of class Ib ribonucleotide reductase		COG1780	NrdI:		1
Inorganic ion transport and metabolism	Alkaline phosphatase		COG1785	PhoA:Folate biosynthesis		1
General function prediction only	Alkaline phosphatase		COG1785	PhoA:Folate biosynthesis		1
Lipid transport and metabolism	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit		COG1788	AtoD:		1
Replication, recombination and repair	ATP-dependent DNA ligase		COG1793	CDC9:		1
Cell wall/membrane/envelope biogenesis	Amino acid racemase YgeA		COG1794	RacX:		1
Coenzyme transport and metabolism	Cobyrinic acid a,c-diamide synthase		COG1797	CobB:Cobalamine/B12 biosynthesis		1
General function prediction only	Sugar isomerase-related protein YecE, UPF0759/DUF72 family		COG1801	YecE:		1
Transcription	DNA-binding transcriptional regulator, GntR family		COG1802	GntR:		1
Carbohydrate transport and metabolism	Methylglyoxal synthase		COG1803	MgsA:		1
Lipid transport and metabolism	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases		COG1804	CaiB:		1
Signal transduction mechanisms	Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities)		COG1806	PpsR:		1
Cell wall/membrane/envelope biogenesis	PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA		COG1807	ArnT:		1
Translation, ribosomal structure and biogenesis	Archaeal ribosome-binding protein aMBF1, putative translation factor, contains Zn-ribbon and HTH domains		COG1813	aMBF1:		1
Inorganic ion transport and metabolism	Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family		COG1814	Ccc1:		1
Cell motility	Flagellar basal body rod protein FlgB		COG1815	FlgB:		1
Nucleotide transport and metabolism	Adenosine deaminase		COG1816	Add:Menaquinone biosynthesis		1
Carbohydrate transport and metabolism	N-acetylglucosamine-6-phosphate deacetylase		COG1820	NagA:		1
Translation, ribosomal structure and biogenesis	Ribosomal protein L25 (general stress protein Ctc)		COG1825	RplY:Ribosome 50S subunit		1
Intracellular trafficking, secretion, and vesicular transport	Twin-arginine protein secretion pathway components TatA and TatB		COG1826	TatA:		1
Nucleotide transport and metabolism	Phosphoribosylformylglycinamidine (FGAM) synthase, PurS subunit		COG1828	PurS:Purine biosynthesis		1
Carbohydrate transport and metabolism	Fructose-bisphosphate aldolase class Ia, DhnA family		COG1830	FbaB:Glycolysis		1
General function prediction only	Predicted CoA-binding protein		COG1832	YccU:		1
Cell wall/membrane/envelope biogenesis	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains		COG1835	OafA:		1
Energy production and conversion	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain		COG1838	FumA:TCA cycle		1
Inorganic ion transport and metabolism	ABC-type Fe3+ transport system, periplasmic component		COG1840	AfuA:		1
Translation, ribosomal structure and biogenesis	Ribosomal protein L30/L7E		COG1841	RpmD:Ribosome 50S subunit		1
Transcription	Phage shock protein A		COG1842	PspA:		1
Signal transduction mechanisms	Phage shock protein A		COG1842	PspA:		1
Cell motility	Flagellar hook-capping protein FlgD		COG1843	FlgD:		1
Energy production and conversion	Heme/copper-type cytochrome/quinol oxidase, subunit 3		COG1845	CyoC:		1
Transcription	DNA-binding transcriptional regulator, MarR family		COG1846	MarR:		1
Defense mechanisms	VapC family ribonuclease, toxin component of the VapBC toxin-antitoxin module, contains PIN domain		COG1848	VapC:		1
Carbohydrate transport and metabolism	Ribulose 1,5-bisphosphate carboxylase, large subunit, or a RuBisCO-like protein		COG1850	RbcL:		1
Energy production and conversion	FMN reductase RutF, DIM6/NTAB family		COG1853	RutF:Pyrimidine degradation		1
Posttranslational modification, protein turnover, chaperones	Cytochrome c peroxidase		COG1858	MauG:		1
Translation, ribosomal structure and biogenesis	RNA:NAD 2'-phosphotransferase, TPT1/KptA family		COG1859	KptA:		1
Intracellular trafficking, secretion, and vesicular transport	Protein translocase subunit YajC		COG1862	YajC:		1
Inorganic ion transport and metabolism	Multisubunit Na+/H+ antiporter, MnhE subunit		COG1863	MnhE:		1
Energy production and conversion	Phosphoenolpyruvate carboxykinase, ATP-dependent		COG1866	PckA:Gluconeogenesis		1
Cell motility	Flagellar motor switch protein FliM		COG1868	FliM:		1
Signal transduction mechanisms	Chemotaxis receptor (MCP) glutamine deamidase CheD		COG1871	CheD:		1
Function unknown	Uncharacterized conserved protein YggU, UPF0235/DUF167 family		COG1872	YggU:		1
General function prediction only	Sporulation protein YlmC, YlmC/YmxH family, contains PRC-barrel domain		COG1873	YlmC:		1
Carbohydrate transport and metabolism	Beta-galactosidase GanA		COG1874	GanA:		1
Carbohydrate transport and metabolism	Trehalose-6-phosphate phosphatase		COG1877	OtsB:		1
Amino acid transport and metabolism	Kynurenine formamidase		COG1878	:		1
Carbohydrate transport and metabolism	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain		COG1879	RbsB:		1
General function prediction only	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family		COG1881	PEBP:		1
Lipid transport and metabolism	Methylmalonyl-CoA mutase, N-terminal domain/subunit		COG1884	Sbm:		1
Cell motility	Flagellar motor switch/type III secretory pathway protein FliN		COG1886	FliN:		1
Intracellular trafficking, secretion, and vesicular transport	Flagellar motor switch/type III secretory pathway protein FliN		COG1886	FliN:		1
Coenzyme transport and metabolism	Ketopantoate reductase		COG1893	PanE:Pantothenate/CoA biosynthesis		1
Energy production and conversion	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)		COG1894	NuoF:NADH dehydrogenase		1
Nucleotide transport and metabolism	5'-deoxynucleotidase YfbR and related HD superfamily hydrolases		COG1896	YfbR:		1
General function prediction only	5'-deoxynucleotidase YfbR and related HD superfamily hydrolases		COG1896	YfbR:		1
Amino acid transport and metabolism	Homoserine O-succinyltransferase		COG1897	MetA:Methionine biosynthesis		1
Cell wall/membrane/envelope biogenesis	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme		COG1898	RfbC:		1
Energy production and conversion	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family		COG1902	FadH:		1
Carbohydrate transport and metabolism	Glucuronate isomerase		COG1904	UxaC:		1
Energy production and conversion	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)		COG1905	NuoE:NADH dehydrogenase		1
Inorganic ion transport and metabolism	Mn2+ or Fe2+ transporter, NRAMP family		COG1914	MntH:		1
General function prediction only	Cupin domain protein related to quercetin dioxygenase		COG1917	QdoI:		1
Translation, ribosomal structure and biogenesis	Seryl-tRNA(Sec) selenium transferase		COG1921	SelA:		1
Cell wall/membrane/envelope biogenesis	UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family		COG1922	WecG:		1
Signal transduction mechanisms	sRNA-binding regulator protein Hfq		COG1923	Hfq:		1
Lipid transport and metabolism	Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain)		COG1924	YjiL:		1
Signal transduction mechanisms	HPr or related phosphotransfer protein		COG1925	PtsH:		1
Carbohydrate transport and metabolism	HPr or related phosphotransfer protein		COG1925	PtsH:		1
General function prediction only	Predicted phosphoribosyltransferase		COG1926	:		1
Coenzyme transport and metabolism	Phosphoserine aminotransferase		COG1932	SerC:Serine biosynthesis		1
Amino acid transport and metabolism	Phosphoserine aminotransferase		COG1932	SerC:Serine biosynthesis		1
Cell wall/membrane/envelope biogenesis	Lipopolysaccharide export system protein LptA		COG1934	LptA:		1
Nucleotide transport and metabolism	Broad-specificity NMP kinase		COG1936	Fap7:		1
Transcription	DNA-binding transcriptional regulator, FrmR family		COG1937	FrmR:		1
Carbohydrate transport and metabolism	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain		COG1940	NagC:		1
Transcription	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain		COG1940	NagC:		1
Secondary metabolites biosynthesis, transport and catabolism	Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family		COG1942	PptA:		1
Translation, ribosomal structure and biogenesis	Ribosomal protein S12 methylthiotransferase accessory factor YcaO		COG1944	YcaO:		1
Lipid transport and metabolism	Acyl-CoA thioesterase		COG1946	TesB:		1
Lipid transport and metabolism	4-diphosphocytidyl-2C-methyl-D-erythritol kinase		COG1947	IspE:Isoprenoid biosynthesis		1
Intracellular trafficking, secretion, and vesicular transport	Preprotein translocase subunit SecB		COG1952	SecB:		1
Nucleotide transport and metabolism	Cytosine/uracil/thiamine/allantoin permease		COG1953	FUI1:		1
Coenzyme transport and metabolism	Cytosine/uracil/thiamine/allantoin permease		COG1953	FUI1:		1
Nucleotide transport and metabolism	Inosine-uridine nucleoside N-ribohydrolase		COG1957	URH1:Pyrimidine salvage		1
Transcription	DNA-binding transcriptional regulator, IscR family		COG1959	IscR:		1
Replication, recombination and repair	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE		COG1961	SpoIVCA:		1
Lipid transport and metabolism	Undecaprenyl pyrophosphate phosphatase		COG1968	UppP:		1
Cell wall/membrane/envelope biogenesis	Large-conductance mechanosensitive channel		COG1970	MscL:		1
Posttranslational modification, protein turnover, chaperones	Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family		COG1975	XdhC:		1
Coenzyme transport and metabolism	Molybdopterin synthase sulfur carrier subunit MoaD		COG1977	MoaD:Molybdopterin biosynthesis		1
Coenzyme transport and metabolism	Protoporphyrinogen oxidase HemJ (unrelated to HemG or HemY)		COG1981	HemJ:		1
Amino acid transport and metabolism	Arginine/lysine/ornithine decarboxylase		COG1982	LdcC:		1
Amino acid transport and metabolism	5-oxoprolinase subunit C/Allophanate hydrolase subunit 2		COG1984	PxpC:		1
Coenzyme transport and metabolism	Pyrimidine reductase, riboflavin biosynthesis		COG1985	RibD:Riboflavin/FAD biosynthesis		1
Cell motility	Flagellar biosynthesis protein FliQ		COG1987	FliQ:		1
General function prediction only	Membrane-bound metal-dependent hydrolase YbcI, DUF457 family		COG1988	YbcI:		1
Coenzyme transport and metabolism	4-hydroxy-L-threonine phosphate dehydrogenase PdxA		COG1995	PdxA:Pyridoxal phosphate biosynthesis		1
Posttranslational modification, protein turnover, chaperones	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family		COG1999	Sco1:		1
Translation, ribosomal structure and biogenesis	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity		COG2001	MraZ:		1
Transcription	Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module		COG2002	AbrB:		1
Defense mechanisms	Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module		COG2002	AbrB:		1
Replication, recombination and repair	DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif		COG2003	RadC:		1
Transcription	DNA-binding transcriptional regulator ModE (molybdenum-dependent)		COG2005	ModE:		1
Amino acid transport and metabolism	Threonine aldolase		COG2008	GLY1:		1
Energy production and conversion	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit		COG2009	SdhC:		1
Energy production and conversion	Cytochrome c, mono- and diheme variants		COG2010	CccA:		1
Amino acid transport and metabolism	ABC-type methionine transport system, permease component		COG2011	MetP:		1
Carbohydrate transport and metabolism	Galactose mutarotase or related enzyme		COG2017	GalM:		1
Posttranslational modification, protein turnover, chaperones	Protein-S-isoprenylcysteine O-methyltransferase Ste14		COG2020	STE14:		1
Amino acid transport and metabolism	Homoserine O-acetyltransferase		COG2021	MET2:Methionine biosynthesis		1
Coenzyme transport and metabolism	Thiazole synthase ThiGH, ThiG subunit (thiamin biosynthesis)		COG2022	ThiG:Thiamine biosynthesis		1
Energy production and conversion	Electron transfer flavoprotein, alpha subunit FixB		COG2025	FixB:		1
Lipid transport and metabolism	Acyl-CoA dehydratase PaaZ		COG2030	MaoC:		1
Inorganic ion transport and metabolism	Cu/Zn superoxide dismutase		COG2032	SodC:		1
Coenzyme transport and metabolism	NaMN:DMB phosphoribosyltransferase		COG2038	CobT:Cobalamine/B12 biosynthesis		1
Amino acid transport and metabolism	Homocysteine/selenocysteine methylase (S-methylmethionine-dependent)		COG2040	MHT1:		1
Energy production and conversion	Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases		COG2041	MsrP:		1
Energy production and conversion	Heterodisulfide reductase, subunit B		COG2048	HdrB:		1
Amino acid transport and metabolism	5-oxoprolinase subunit B/Allophanate hydrolase subunit 1		COG2049	PxpB:		1
Secondary metabolites biosynthesis, transport and catabolism	Acyl-CoA thioesterase PaaI, contains HGG motif		COG2050	PaaI:		1
Energy production and conversion	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		COG2055	AllD:TCA cycle		1
Lipid transport and metabolism	Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit		COG2057	AtoA:		1
Inorganic ion transport and metabolism	Chromate transport protein ChrA		COG2059	ChrA:		1
Inorganic ion transport and metabolism	K+-transporting ATPase, KdpA subunit		COG2060	KdpA:		1
Signal transduction mechanisms	Phosphohistidine phosphatase SixA		COG2062	SixA:		1
Cell motility	Flagellar basal body L-ring protein FlgH		COG2063	FlgH:		1
Extracellular structures	Flp pilus assembly protein TadC		COG2064	TadC:		1
Amino acid transport and metabolism	Glutaminase		COG2066	GlsA:		1
Lipid transport and metabolism	Long-chain fatty acid transport protein		COG2067	FadL:		1
Coenzyme transport and metabolism	CTP:molybdopterin cytidylyltransferase MocA		COG2068	MocA:		1
General function prediction only	NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family		COG2070	YrpB:		1
Amino acid transport and metabolism	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain		COG2071	PuuD:		1
Inorganic ion transport and metabolism	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD		COG2072	CzcO:		1
Coenzyme transport and metabolism	Cobalamin biosynthesis protein CbiG		COG2073	CbiG:Cobalamine/B12 biosynthesis		1
Defense mechanisms	Multidrug transporter EmrE and related cation transporters		COG2076	EmrE:		1
Posttranslational modification, protein turnover, chaperones	Peroxiredoxin		COG2077	Tpx:		1
Carbohydrate transport and metabolism	2-methylcitrate dehydratase PrpD		COG2079	PrpD:		1
General function prediction only	Predicted flavoprotein YhiN		COG2081	YhiN:		1
Coenzyme transport and metabolism	Precorrin-8X methylmutase CbiC/CobH		COG2082	CobH:Cobalamine/B12 biosynthesis		1
Lipid transport and metabolism	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase		COG2084	MmsB:		1
General function prediction only	Predicted dinucleotide-binding enzyme		COG2085	:		1
Energy production and conversion	Electron transfer flavoprotein, alpha and beta subunits		COG2086	FixA:		1
Coenzyme transport and metabolism	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase		COG2087	CobU:Cobalamine/B12 biosynthesis		1
Replication, recombination and repair	3-methyladenine DNA glycosylase Mpg		COG2094	Mpg:		1
Amino acid transport and metabolism	Small neutral amino acid transporter SnatA, MarC family		COG2095	MarC:		1
Coenzyme transport and metabolism	Cob(II)alamin adenosyltransferase		COG2096	PduO:Cobalamine/B12 biosynthesis		1
Coenzyme transport and metabolism	Precorrin-6x reductase		COG2099	CobK:Cobalamine/B12 biosynthesis		1
Coenzyme transport and metabolism	Sulfur carrier protein ThiS (thiamine biosynthesis)		COG2104	ThiS:Thiamine biosynthesis		1
Coenzyme transport and metabolism	ATP:corrinoid adenosyltransferase		COG2109	BtuR:Cobalamine/B12 biosynthesis		1
Inorganic ion transport and metabolism	Multisubunit Na+/H+ antiporter, MnhB subunit		COG2111	MnhB:		1
Amino acid transport and metabolism	ABC-type proline/glycine betaine transport system, periplasmic component		COG2113	ProX:		1
Signal transduction mechanisms	Adenylate cyclase, class 3		COG2114	AcyC:		1
Carbohydrate transport and metabolism	Xylose isomerase		COG2115	XylA:		1
Secondary metabolites biosynthesis, transport and catabolism	Cytochrome P450		COG2124	CypX:Biotin biosynthesis		1
Defense mechanisms	Cytochrome P450		COG2124	CypX:Biotin biosynthesis		1
Posttranslational modification, protein turnover, chaperones	ATP-dependent Clp protease adapter protein ClpS		COG2127	ClpS:		1
General function prediction only	Predicted phosphoesterase, related to the Icc protein		COG2129	:		1
Secondary metabolites biosynthesis, transport and catabolism	NADPH-dependent curcumin reductase CurA		COG2130	CurA:		1
General function prediction only	NADPH-dependent curcumin reductase CurA		COG2130	CurA:		1
Cell cycle control, cell division, chromosome partitioning	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)		COG2132	SufI:		1
Inorganic ion transport and metabolism	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)		COG2132	SufI:		1
Cell wall/membrane/envelope biogenesis	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)		COG2132	SufI:		1
Carbohydrate transport and metabolism	Glucose/arabinose dehydrogenase, beta-propeller fold		COG2133	YliI:		1
Replication, recombination and repair	ssDNA abasic site-binding protein YedK/HMCES, SRAP family		COG2135	SRAP:		1
Posttranslational modification, protein turnover, chaperones	SOS response regulatory protein OraA/RecX, interacts with RecA		COG2137	RecX:		1
Coenzyme transport and metabolism	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)		COG2141	SsuD:Pyrimidine degradation		1
General function prediction only	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)		COG2141	SsuD:Pyrimidine degradation		1
Energy production and conversion	Succinate dehydrogenase, hydrophobic anchor subunit		COG2142	SdhD:		1
General function prediction only	Selenophosphate synthetase-related protein		COG2144	:		1
Coenzyme transport and metabolism	Hydroxyethylthiazole kinase, sugar kinase family		COG2145	ThiM:Thiamine biosynthesis		1
Inorganic ion transport and metabolism	Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase		COG2146	NirD:		1
Secondary metabolites biosynthesis, transport and catabolism	Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase		COG2146	NirD:		1
Cell wall/membrane/envelope biogenesis	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)		COG2148	WcaJ:		1
Posttranslational modification, protein turnover, chaperones	Metal-sulfur cluster biosynthetic enzyme		COG2151	PaaD:		1
Carbohydrate transport and metabolism	Predicted glycosyl hydrolase, GH43/DUF377 family		COG2152	:		1
General function prediction only	Predicted N-acyltransferase, GNAT family		COG2153	ElaA:		1
Coenzyme transport and metabolism	Pterin-4a-carbinolamine dehydratase		COG2154	PhhB:		1
Inorganic ion transport and metabolism	K+-transporting ATPase, KdpC subunit		COG2156	KdpC:		1
Carbohydrate transport and metabolism	5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain		COG2159	LigW:		1
Defense mechanisms	Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family		COG2161	StbD:		1
Posttranslational modification, protein turnover, chaperones	Sulfur transfer protein SufE, Fe-S cluster assembly		COG2166	SufE:		1
Replication, recombination and repair	Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains		COG2169	AdaA:		1
Amino acid transport and metabolism	Tetrahydrodipicolinate N-succinyltransferase		COG2171	DapD:Lysine biosynthesis		1
Secondary metabolites biosynthesis, transport and catabolism	Taurine dioxygenase, alpha-ketoglutarate-dependent		COG2175	TauD:		1
Cell cycle control, cell division, chromosome partitioning	Cell division protein FtsX		COG2177	FtsX:		1
Carbohydrate transport and metabolism	Maltose-binding periplasmic protein MalE		COG2182	MalE:		1
Transcription	Transcriptional accessory protein Tex/SPT6		COG2183	Tex:		1
Transcription	DNA-binding transcriptional regulator, FadR family		COG2186	FadR:		1
Transcription	DNA-binding transcriptional regulator, GntR family		COG2188	MngR:		1
Inorganic ion transport and metabolism	Bacterioferritin (cytochrome b1)		COG2193	Bfr:		1
Amino acid transport and metabolism	Di- or tripeptidase		COG2195	PepD2:		1
Signal transduction mechanisms	HPt (histidine-containing phosphotransfer) domain		COG2198	HPtr:		1
Signal transduction mechanisms	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)		COG2200	EAL:		1
Signal transduction mechanisms	Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains		COG2201	CheB:		1
Signal transduction mechanisms	HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant)		COG2206	HDGYP:		1
Signal transduction mechanisms	Phosphoserine phosphatase RsbU, regulator of sigma subunit		COG2208	RsbU:		1
Transcription	Phosphoserine phosphatase RsbU, regulator of sigma subunit		COG2208	RsbU:		1
Carbohydrate transport and metabolism	Na+/melibiose symporter or related transporter		COG2211	MelB:		1
Inorganic ion transport and metabolism	Multisubunit Na+/H+ antiporter, MnhF subunit		COG2212	MnhF:		1
Inorganic ion transport and metabolism	ABC-type nickel/cobalt efflux system, permease component RcnA		COG2215	RcnA:		1
Inorganic ion transport and metabolism	K+ transport ATPase, ATPase subunit KdpB		COG2216	KdpB:		1
Carbohydrate transport and metabolism	L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily		COG2220	UlaG:		1
Cell wall/membrane/envelope biogenesis	Fructoselysine-6-P-deglycase FrlB or related protein, duplicated sugar isomerase (SIS) domain		COG2222	AgaS:		1
Inorganic ion transport and metabolism	Nitrate/nitrite transporter NarK		COG2223	NarK:		1
Energy production and conversion	Isocitrate lyase		COG2224	AceA:TCA cycle, glyoxylate bypass		1
Energy production and conversion	Malate synthase		COG2225	AceB:TCA cycle, glyoxylate bypass		1
Lipid transport and metabolism	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases		COG2230	Cfa:		1
Amino acid transport and metabolism	Arginine deiminase		COG2235	ArcA:		1
Coenzyme transport and metabolism	Hypoxanthine phosphoribosyltransferase		COG2236	Hpt1:Purine salvage		1
Inorganic ion transport and metabolism	Mg/Co/Ni transporter MgtE (contains CBS domain)		COG2239	MgtE:		1
Coenzyme transport and metabolism	Pyridoxal/pyridoxine/pyridoxamine kinase		COG2240	PdxK:Pyridoxal phosphate biosynthesis		1
Coenzyme transport and metabolism	Precorrin-6B methylase 1		COG2241	CobL:Cobalamine/B12 biosynthesis		1
Coenzyme transport and metabolism	Precorrin-2 methylase		COG2243	CobF:Cobalamine/B12 biosynthesis		1
Cell wall/membrane/envelope biogenesis	Membrane protein involved in the export of O-antigen and teichoic acid		COG2244	RfbX:		1
Lipid transport and metabolism	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)		COG2246	GtrA:		1
General function prediction only	Putative NADPH-quinone reductase (modulator of drug activity B)		COG2249	MdaB:		1
Defense mechanisms	Predicted nucleotidyltransferase component of viral defense system		COG2253	:		1
Replication, recombination and repair	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB		COG2255	RuvB:		1
Replication, recombination and repair	Replication-associated recombination protein RarA (DNA-dependent ATPase)		COG2256	RarA:		1
Nucleotide transport and metabolism	N-hydroxylaminopurine reductase YiiM, contains MOSC domain		COG2258	YiiM:		1
Defense mechanisms	N-hydroxylaminopurine reductase YiiM, contains MOSC domain		COG2258	YiiM:		1
Function unknown	Uncharacterized membrane protein YphA, DoxX/SURF4 family		COG2259	DoxX:		1
General function prediction only	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family		COG2261	YeaQ:		1
Translation, ribosomal structure and biogenesis	50S ribosomal subunit-associated GTPase HflX		COG2262	HflX:		1
General function prediction only	Predicted RNA methylase		COG2263	:		1
Translation, ribosomal structure and biogenesis	Ribosomal protein L11 methylase PrmA		COG2264	PrmA:		1
Translation, ribosomal structure and biogenesis	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family		COG2265	TrmA:tRNA modification		1
Lipid transport and metabolism	Lysophospholipase, alpha-beta hydrolase superfamily		COG2267	PldB:		1
Function unknown	Uncharacterized membrane protein YqiK, contains Band7/PHB/SPFH domain		COG2268	YqiK:		1
Translation, ribosomal structure and biogenesis	Elongation factor P--beta-lysine ligase (EF-P beta-lysylation pathway)		COG2269	EpmA:		1
General function prediction only	MFS-type transporter involved in bile tolerance, Atg22 family		COG2270	BtlA:		1
Carbohydrate transport and metabolism	Sugar phosphate permease		COG2271	UhpC:		1
Lipid transport and metabolism	Carboxylesterase type B		COG2272	PnbA:		1
Carbohydrate transport and metabolism	Beta-glucanase, GH16 family		COG2273	BglS:		1
Defense mechanisms	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain		COG2274	SunT:		1
Carbohydrate transport and metabolism	Citrate lyase beta subunit		COG2301	CitE:		1
Lipid transport and metabolism	Choline dehydrogenase or related flavoprotein		COG2303	BetA:Non-phosphorylated Entner-Doudoroff pathway		1
General function prediction only	Choline dehydrogenase or related flavoprotein		COG2303	BetA:Non-phosphorylated Entner-Doudoroff pathway		1
General function prediction only	Secreted protein containing bacterial Ig-like domain and vWFA domain		COG2304	YfbK:		1
Function unknown	Uncharacterized conserved protein, Alpha-E superfamily		COG2307	Alpha-E:		1
General function prediction only	Circularly permuted ATP-grasp protein		COG2308	:		1
Amino acid transport and metabolism	Leucyl aminopeptidase (aminopeptidase T)		COG2309	AmpS:		1
Nucleotide transport and metabolism	Pseudouridine-5'-phosphate glycosidase (pseudoU degradation)		COG2313	PsuG:		1
Secondary metabolites biosynthesis, transport and catabolism	Bacillithiol/mycothiol S-transferase BstA/DinB, DinB/YfiT family (unrelated to E. coli DinB)		COG2318	DinB:		1
General function prediction only	GrpB domain, predicted nucleotidyltransferase, UPF0157 family		COG2320	GrpB:		1
General function prediction only	Predicted metalloprotease		COG2321	YpfJ:		1
Function unknown	Uncharacterized membrane protein YcaP, DUF421 family		COG2323	YcaP:		1
Energy production and conversion	Polyphosphate kinase 2, PPK2 family		COG2326	PPK2:		1
Coenzyme transport and metabolism	Heme-degrading monooxygenase HmoA and related ABM domain proteins		COG2329	HmoA:		1
Energy production and conversion	Cytochrome c biogenesis protein CcmE		COG2332	CcmE:		1
Posttranslational modification, protein turnover, chaperones	Cytochrome c biogenesis protein CcmE		COG2332	CcmE:		1
Intracellular trafficking, secretion, and vesicular transport	DNA uptake channel protein ComEC C-terminal domain, metallo-beta-lactamase superfamily		COG2333	ComEC:		1
Signal transduction mechanisms	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist		COG2334	SrkA:Threonine biosynthesis		1
General function prediction only	Uncaracterized surface protein containing fasciclin (FAS1) repeats		COG2335	FAS1:		1
