Sample_ID	DRAM-ORF_count	DRAM-Annotated	DRAM-Hypothetical	DRAM-Unknown	DRAM-KO_count	Metacerberus-ORF_count	Metacerberus-Annotated	Metacerberus-Hypothetical	Metacerberus-Unknown	Metacerberus-KO_count
QGNH01000557.1	76.0	9.0	3.0	64.0	4.0	78.0	11.0	59.0	8.0	9.0
QGNH01000558.1	60.0	11.0	2.0	47.0	3.0	65.0	9.0	50.0	6.0	4.0
QGNH01000559.1	71.0	15.0	5.0	51.0	1.0	69.0	14.0	49.0	6.0	3.0
QGNH01000560.1	72.0	6.0	0.0	66.0	4.0	72.0	9.0	58.0	5.0	4.0
QGNH01000561.1	58.0	22.0	8.0	28.0	3.0	63.0	26.0	34.0	3.0	4.0
QGNH01000562.1	71.0	9.0	5.0	57.0	3.0	76.0	12.0	57.0	7.0	4.0
QGNH01000563.1	72.0	13.0	3.0	56.0	3.0	71.0	19.0	48.0	4.0	6.0
QGNH01000564.1	69.0	8.0	3.0	58.0	4.0	65.0	12.0	48.0	5.0	8.0
QGNH01000565.1	58.0	14.0	4.0	40.0	3.0	62.0	18.0	38.0	6.0	4.0
QGNH01000566.1	73.0	9.0	1.0	63.0	3.0	80.0	7.0	63.0	10.0	3.0
QGNH01000567.1	52.0	7.0	5.0	40.0	1.0	51.0	11.0	38.0	2.0	3.0
QGNH01000568.1	65.0	6.0	2.0	57.0	3.0	72.0	9.0	56.0	7.0	7.0
QGNH01000569.1	72.0	10.0	0.0	62.0	8.0	69.0	13.0	56.0	0.0	11.0
QGNH01000570.1	59.0	9.0	2.0	48.0	0.0	64.0	9.0	43.0	12.0	0.0
QGNH01000571.1	62.0	14.0	4.0	44.0	1.0	62.0	15.0	40.0	7.0	7.0
QGNH01000572.1	59.0	6.0	0.0	53.0	1.0	54.0	7.0	40.0	7.0	5.0
QGNH01000573.1	59.0	16.0	4.0	39.0	3.0	64.0	24.0	32.0	8.0	11.0
QGNH01000574.1	52.0	8.0	2.0	42.0	1.0	59.0	11.0	46.0	2.0	2.0
QGNH01000575.1	63.0	16.0	3.0	44.0	3.0	70.0	20.0	39.0	11.0	12.0
QGNH01000576.1	49.0	13.0	4.0	32.0	3.0	48.0	17.0	22.0	9.0	7.0
QGNH01000577.1	54.0	10.0	5.0	39.0	2.0	57.0	9.0	38.0	10.0	3.0
QGNH01000578.1	48.0	7.0	2.0	39.0	2.0	51.0	7.0	41.0	3.0	4.0
QGNH01000579.1	61.0	11.0	1.0	49.0	3.0	65.0	11.0	46.0	8.0	6.0
QGNH01000580.1	58.0	7.0	0.0	51.0	2.0	61.0	12.0	41.0	8.0	3.0
QGNH01000581.1	62.0	9.0	2.0	51.0	4.0	62.0	11.0	45.0	6.0	5.0
QGNH01000582.1	61.0	9.0	4.0	48.0	1.0	66.0	16.0	46.0	4.0	7.0
QGNH01000583.1	67.0	11.0	9.0	47.0	1.0	71.0	13.0	55.0	3.0	2.0
QGNH01000584.1	61.0	7.0	2.0	52.0	1.0	72.0	8.0	57.0	7.0	3.0
QGNH01000585.1	61.0	8.0	2.0	51.0	0.0	67.0	10.0	51.0	6.0	2.0
QGNH01000586.1	65.0	12.0	7.0	46.0	5.0	62.0	16.0	37.0	9.0	7.0
QGNH01000587.1	60.0	14.0	6.0	40.0	3.0	59.0	15.0	33.0	11.0	5.0
QGNH01000588.1	70.0	11.0	3.0	56.0	4.0	65.0	16.0	41.0	8.0	6.0
QGNH01000589.1	73.0	16.0	7.0	50.0	1.0	73.0	16.0	52.0	5.0	5.0
QGNH01000590.1	101.0	7.0	7.0	87.0	1.0	96.0	8.0	82.0	6.0	3.0
QGNH01000591.1	52.0	13.0	3.0	36.0	1.0	66.0	16.0	46.0	4.0	6.0
QGNH01000592.1	66.0	12.0	3.0	51.0	4.0	69.0	18.0	45.0	6.0	7.0
QGNH01000593.1	55.0	8.0	1.0	46.0	3.0	53.0	10.0	34.0	9.0	5.0
QGNH01000594.1	49.0	7.0	2.0	40.0	4.0	53.0	10.0	33.0	10.0	8.0
QGNH01000595.1	55.0	10.0	0.0	45.0	1.0	54.0	9.0	43.0	2.0	5.0
QGNH01000596.1	52.0	52.0	0.0	0.0	0.0	59.0	8.0	46.0	5.0	4.0
QGNH01000597.1	61.0	4.0	2.0	55.0	1.0	64.0	5.0	53.0	6.0	2.0
QGNH01000598.1	59.0	19.0	5.0	35.0	3.0	57.0	25.0	28.0	4.0	6.0
QGNH01000599.1	70.0	19.0	2.0	49.0	7.0	69.0	18.0	45.0	6.0	9.0
QGNH01000600.1	64.0	13.0	6.0	45.0	4.0	62.0	17.0	43.0	2.0	10.0
QGNH01000601.1	68.0	14.0	4.0	50.0	6.0	68.0	14.0	49.0	5.0	9.0
QGNH01000602.1	64.0	6.0	1.0	57.0	4.0	67.0	7.0	53.0	7.0	4.0
QGNH01000603.1	61.0	11.0	2.0	48.0	1.0	69.0	10.0	47.0	12.0	4.0
QGNH01000604.1	64.0	14.0	2.0	48.0	3.0	63.0	13.0	46.0	4.0	6.0
QGNH01000605.1	70.0	10.0	6.0	54.0	4.0	72.0	12.0	53.0	7.0	6.0
QGNH01000606.1	52.0	11.0	3.0	38.0	4.0	59.0	11.0	42.0	6.0	6.0
QGNH01000607.1	68.0	8.0	0.0	60.0	3.0	74.0	9.0	59.0	6.0	6.0
QGNH01000608.1	61.0	11.0	1.0	49.0	1.0	64.0	13.0	46.0	5.0	3.0
QGNH01000609.1	75.0	6.0	2.0	67.0	3.0	75.0	8.0	59.0	8.0	4.0
QGNH01000610.1	48.0	5.0	5.0	38.0	0.0	60.0	8.0	46.0	6.0	0.0
QGNH01000611.1	62.0	11.0	3.0	48.0	2.0	63.0	14.0	46.0	3.0	10.0
QGNH01000612.1	44.0	13.0	1.0	30.0	3.0	50.0	15.0	27.0	8.0	6.0
QGNH01000613.1	69.0	10.0	3.0	56.0	2.0	68.0	8.0	50.0	10.0	3.0
QGNH01000614.1	46.0	12.0	1.0	33.0	3.0	49.0	15.0	30.0	4.0	6.0
QGNH01000615.1	51.0	8.0	0.0	43.0	2.0	55.0	8.0	42.0	5.0	3.0
QGNH01000616.1	67.0	6.0	5.0	56.0	1.0	74.0	8.0	59.0	7.0	2.0
QGNH01000617.1	59.0	5.0	3.0	51.0	1.0	60.0	12.0	41.0	7.0	6.0
QGNH01000618.1	60.0	10.0	4.0	46.0	1.0	63.0	10.0	41.0	12.0	7.0
QGNH01000619.1	70.0	6.0	1.0	63.0	2.0	71.0	7.0	52.0	12.0	3.0
QGNH01000620.1	58.0	8.0	2.0	48.0	2.0	61.0	13.0	44.0	4.0	3.0
QGNH01000621.1	49.0	14.0	3.0	32.0	3.0	56.0	20.0	28.0	8.0	5.0
QGNH01000622.1	45.0	13.0	1.0	31.0	7.0	49.0	13.0	30.0	6.0	8.0
QGNH01000623.1	43.0	13.0	4.0	26.0	2.0	47.0	17.0	27.0	3.0	3.0
QGNH01000624.1	44.0	10.0	6.0	28.0	3.0	51.0	13.0	30.0	8.0	3.0
QGNH01000625.1	57.0	11.0	1.0	45.0	1.0	60.0	11.0	43.0	6.0	2.0
QGNH01000626.1	77.0	12.0	6.0	59.0	5.0	81.0	10.0	64.0	7.0	6.0
QGNH01000627.1	66.0	6.0	4.0	56.0	1.0	68.0	7.0	48.0	13.0	2.0
QGNH01000628.1	50.0	5.0	2.0	43.0	2.0	59.0	4.0	49.0	6.0	3.0
QGNH01000629.1	54.0	11.0	1.0	42.0	3.0	55.0	11.0	38.0	6.0	5.0
QGNH01000630.1	48.0	5.0	0.0	43.0	2.0	50.0	4.0	42.0	4.0	2.0
QGNH01000631.1	50.0	6.0	2.0	42.0	1.0	50.0	7.0	41.0	2.0	3.0
QGNH01000632.1	59.0	8.0	0.0	51.0	1.0	57.0	9.0	42.0	6.0	3.0
QGNH01000633.1	56.0	16.0	4.0	36.0	6.0	57.0	20.0	30.0	7.0	9.0
QGNH01000634.1	56.0	22.0	6.0	28.0	2.0	57.0	21.0	29.0	7.0	2.0
QGNH01000635.1	58.0	14.0	3.0	41.0	2.0	67.0	17.0	40.0	10.0	5.0
QGNH01000636.1	39.0	10.0	1.0	28.0	3.0	41.0	12.0	25.0	4.0	5.0
QGNH01000637.1	49.0	3.0	0.0	46.0	1.0	52.0	2.0	44.0	6.0	2.0
QGNH01000638.1	74.0	5.0	2.0	67.0	1.0	72.0	6.0	58.0	8.0	1.0
QGNH01000639.1	54.0	20.0	4.0	30.0	4.0	56.0	25.0	29.0	2.0	5.0
QGNH01000640.1	77.0	13.0	1.0	63.0	2.0	77.0	19.0	53.0	5.0	9.0
QGNH01000641.1	65.0	10.0	3.0	52.0	2.0	63.0	11.0	46.0	6.0	2.0
QGNH01000642.1	62.0	8.0	1.0	53.0	2.0	67.0	11.0	51.0	5.0	4.0
QGNH01000643.1	44.0	9.0	4.0	31.0	1.0	52.0	13.0	34.0	5.0	2.0
QGNH01000644.1	33.0	4.0	1.0	28.0	1.0	36.0	8.0	24.0	4.0	6.0
QGNH01000645.1	59.0	5.0	2.0	52.0	0.0	73.0	8.0	61.0	4.0	6.0
QGNH01000646.1	53.0	14.0	3.0	36.0	2.0	59.0	16.0	41.0	2.0	6.0
QGNH01000647.1	56.0	22.0	9.0	25.0	3.0	59.0	20.0	32.0	7.0	3.0
QGNH01000648.1	46.0	6.0	1.0	39.0	2.0	53.0	3.0	47.0	3.0	2.0
QGNH01000649.1	59.0	11.0	8.0	40.0	3.0	56.0	11.0	40.0	5.0	5.0
QGNH01000650.1	43.0	7.0	2.0	34.0	2.0	42.0	3.0	35.0	4.0	2.0
QGNH01000651.1	55.0	7.0	5.0	43.0	1.0	53.0	9.0	39.0	5.0	3.0
QGNH01000652.1	64.0	7.0	1.0	56.0	3.0	66.0	9.0	50.0	7.0	7.0
QGNH01000653.1	61.0	13.0	7.0	41.0	1.0	68.0	13.0	48.0	7.0	4.0
QGNH01000654.1	47.0	11.0	0.0	36.0	2.0	50.0	12.0	29.0	9.0	5.0
QGNH01000655.1	54.0	14.0	6.0	34.0	1.0	56.0	16.0	37.0	3.0	5.0
QGNH01000656.1	38.0	12.0	0.0	26.0	1.0	46.0	11.0	29.0	6.0	6.0
QGNH01000657.1	29.0	14.0	4.0	11.0	4.0	38.0	13.0	23.0	2.0	8.0
QGNH01000658.1	60.0	11.0	4.0	45.0	2.0	61.0	13.0	43.0	5.0	3.0
QGNH01000659.1	44.0	18.0	6.0	20.0	2.0	46.0	22.0	20.0	4.0	1.0
QGNH01000660.1	39.0	9.0	2.0	28.0	1.0	37.0	11.0	21.0	5.0	6.0
QGNH01000661.1	48.0	17.0	2.0	29.0	1.0	53.0	19.0	27.0	7.0	9.0
QGNH01000662.1	59.0	14.0	8.0	37.0	5.0	59.0	20.0	32.0	7.0	8.0
QGNH01000663.1	32.0	4.0	0.0	28.0	1.0	45.0	8.0	33.0	4.0	4.0
QGNH01000664.1	33.0	26.0	7.0	0.0	0.0	31.0	5.0	22.0	4.0	2.0
QGNH01000665.1	43.0	7.0	2.0	34.0	2.0	48.0	6.0	37.0	5.0	1.0
QGNH01000666.1	36.0	7.0	4.0	25.0	1.0	36.0	4.0	28.0	4.0	0.0
QGNH01000667.1	44.0	6.0	1.0	37.0	5.0	46.0	11.0	33.0	2.0	9.0
QGNH01000668.1	42.0	13.0	3.0	26.0	2.0	49.0	13.0	31.0	5.0	4.0
QGNH01000669.1	46.0	9.0	1.0	36.0	3.0	50.0	6.0	39.0	5.0	5.0
QGNH01000670.1	52.0	6.0	1.0	45.0	2.0	59.0	8.0	48.0	3.0	3.0
QGNH01000671.1	30.0	3.0	0.0	27.0	1.0	39.0	0.0	37.0	2.0	0.0
QGNH01000672.1	35.0	34.0	1.0	0.0	0.0	36.0	1.0	30.0	5.0	0.0
QGNH01000673.1	56.0	6.0	3.0	47.0	1.0	59.0	6.0	50.0	3.0	2.0
QGNH01000674.1	31.0	31.0	0.0	0.0	0.0	31.0	8.0	22.0	1.0	3.0
QGNH01000675.1	30.0	30.0	0.0	0.0	0.0	33.0	5.0	26.0	2.0	4.0
QGNH01000676.1	33.0	6.0	4.0	23.0	2.0	32.0	9.0	18.0	5.0	5.0
QGNH01000677.1	44.0	10.0	3.0	31.0	1.0	49.0	11.0	28.0	10.0	5.0
QGNH01000678.1	44.0	7.0	5.0	32.0	2.0	48.0	7.0	35.0	6.0	0.0
QGNH01000679.1	45.0	45.0	0.0	0.0	0.0	61.0	5.0	51.0	5.0	4.0
QGNH01000680.1	56.0	51.0	5.0	0.0	0.0	51.0	3.0	42.0	6.0	3.0
QGNH01000681.1	51.0	15.0	7.0	29.0	2.0	46.0	14.0	26.0	6.0	3.0
QGNH01000682.1	35.0	7.0	0.0	28.0	1.0	40.0	6.0	32.0	2.0	3.0
QGNH01000683.1	40.0	39.0	1.0	0.0	0.0	41.0	8.0	32.0	1.0	3.0
QGNH01000684.1	47.0	46.0	1.0	0.0	0.0	49.0	5.0	39.0	5.0	1.0
QGNH01000685.1	36.0	3.0	0.0	33.0	1.0	38.0	2.0	29.0	7.0	2.0
QGNH01000686.1	46.0	17.0	1.0	28.0	1.0	51.0	20.0	26.0	5.0	14.0
QGNH01000687.1	29.0	9.0	3.0	17.0	1.0	31.0	10.0	18.0	3.0	2.0
QGNH01000688.1	39.0	7.0	4.0	28.0	1.0	44.0	6.0	33.0	5.0	1.0
QGNH01000689.1	34.0	7.0	1.0	26.0	1.0	39.0	9.0	26.0	4.0	6.0
QGNH01000690.1	31.0	7.0	4.0	20.0	2.0	43.0	11.0	25.0	7.0	2.0
QGNH01000691.1	46.0	9.0	1.0	36.0	3.0	46.0	8.0	34.0	4.0	5.0
QGNH01000692.1	36.0	6.0	3.0	27.0	0.0	43.0	10.0	30.0	3.0	1.0
QGNH01000693.1	44.0	17.0	1.0	26.0	2.0	44.0	18.0	20.0	6.0	2.0
QGNH01000694.1	35.0	12.0	2.0	21.0	4.0	41.0	13.0	26.0	2.0	10.0
QGNH01000695.1	33.0	9.0	3.0	21.0	6.0	38.0	11.0	22.0	5.0	8.0
QGNH01000696.1	25.0	22.0	3.0	0.0	0.0	32.0	4.0	20.0	8.0	1.0
QGNH01000697.1	39.0	3.0	2.0	34.0	1.0	43.0	3.0	38.0	2.0	2.0
QGNH01000698.1	36.0	36.0	0.0	0.0	0.0	38.0	7.0	27.0	4.0	2.0
QGNH01000699.1	38.0	6.0	2.0	30.0	4.0	41.0	10.0	27.0	4.0	6.0
QGNH01000700.1	39.0	5.0	1.0	33.0	1.0	40.0	5.0	32.0	3.0	2.0
QGNH01000701.1	38.0	1.0	2.0	35.0	1.0	35.0	2.0	29.0	4.0	1.0
QGNH01000702.1	51.0	7.0	4.0	40.0	4.0	54.0	7.0	40.0	7.0	1.0
QGNH01000703.1	40.0	4.0	5.0	31.0	3.0	43.0	10.0	26.0	7.0	6.0
QGNH01000704.1	39.0	9.0	0.0	30.0	2.0	45.0	16.0	28.0	1.0	9.0
QGNH01000705.1	44.0	4.0	1.0	39.0	1.0	46.0	3.0	37.0	6.0	3.0
QGNH01000706.1	47.0	6.0	0.0	41.0	3.0	49.0	8.0	36.0	5.0	4.0
QGNH01000707.1	56.0	9.0	2.0	45.0	1.0	59.0	7.0	45.0	7.0	4.0
QGNH01000708.1	38.0	37.0	1.0	0.0	0.0	38.0	9.0	26.0	3.0	5.0
QGNH01000709.1	25.0	7.0	0.0	18.0	4.0	43.0	6.0	35.0	2.0	5.0
QGNH01000710.1	42.0	40.0	2.0	0.0	0.0	41.0	12.0	25.0	4.0	9.0
QGNH01000711.1	31.0	4.0	1.0	26.0	1.0	31.0	3.0	24.0	4.0	3.0
QGNH01000712.1	59.0	5.0	3.0	51.0	1.0	60.0	9.0	43.0	8.0	3.0
QGNH01000713.1	28.0	9.0	0.0	19.0	4.0	28.0	10.0	12.0	6.0	9.0
QGNH01000714.1	30.0	28.0	2.0	0.0	0.0	37.0	7.0	25.0	5.0	0.0
QGNH01000715.1	39.0	3.0	3.0	33.0	0.0	41.0	7.0	32.0	2.0	2.0
QGNH01000716.1	33.0	30.0	3.0	0.0	0.0	35.0	10.0	22.0	3.0	0.0
QGNH01000717.1	18.0	17.0	1.0	0.0	0.0	20.0	6.0	11.0	3.0	0.0
QGNH01000718.1	33.0	4.0	1.0	28.0	1.0	34.0	5.0	26.0	3.0	2.0
QGNH01000719.1	38.0	9.0	2.0	27.0	1.0	40.0	6.0	25.0	9.0	1.0
QGNH01000720.1	37.0	2.0	0.0	35.0	1.0	36.0	1.0	29.0	6.0	1.0
QGNH01000721.1	48.0	10.0	0.0	38.0	1.0	50.0	12.0	32.0	6.0	4.0
QGNH01000722.1	45.0	6.0	2.0	37.0	1.0	46.0	8.0	33.0	5.0	1.0
QGNH01000723.1	37.0	37.0	0.0	0.0	0.0	44.0	2.0	38.0	4.0	0.0
QGNH01000724.1	29.0	29.0	0.0	0.0	0.0	35.0	4.0	26.0	5.0	0.0
QGNH01000725.1	29.0	25.0	4.0	0.0	0.0	29.0	10.0	14.0	5.0	1.0
QGNH01000726.1	31.0	7.0	1.0	23.0	5.0	37.0	8.0	28.0	1.0	7.0
QGNH01000727.1	40.0	19.0	5.0	16.0	1.0	37.0	17.0	17.0	3.0	1.0
QGNH01000728.1	30.0	30.0	0.0	0.0	0.0	37.0	6.0	28.0	3.0	5.0
QGNH01000729.1	40.0	10.0	1.0	29.0	1.0	37.0	10.0	22.0	5.0	4.0
QGNH01000730.1	34.0	14.0	6.0	14.0	1.0	43.0	12.0	23.0	8.0	1.0
QGNH01000731.1	63.0	58.0	5.0	0.0	0.0	63.0	6.0	53.0	4.0	1.0
QGNH01000732.1	41.0	11.0	4.0	26.0	2.0	43.0	11.0	26.0	6.0	3.0
QGNH01000733.1	50.0	48.0	2.0	0.0	0.0	56.0	8.0	44.0	4.0	2.0
QGNH01000734.1	40.0	7.0	5.0	28.0	1.0	48.0	9.0	37.0	2.0	3.0
QGNH01000735.1	28.0	23.0	5.0	0.0	0.0	29.0	1.0	23.0	5.0	0.0
QGNH01000736.1	33.0	8.0	3.0	22.0	1.0	42.0	5.0	31.0	6.0	1.0
QGNH01000737.1	38.0	16.0	6.0	16.0	1.0	44.0	18.0	22.0	4.0	7.0
QGNH01000738.1	28.0	26.0	2.0	0.0	0.0	31.0	11.0	19.0	1.0	4.0
QGNH01000739.1	37.0	10.0	1.0	26.0	1.0	39.0	10.0	24.0	5.0	8.0
QGNH01000740.1	38.0	12.0	2.0	24.0	1.0	41.0	14.0	21.0	6.0	8.0
QGNH01000741.1	25.0	6.0	2.0	17.0	0.0	25.0	7.0	17.0	1.0	3.0
QGNH01000742.1	14.0	14.0	0.0	0.0	0.0	17.0	1.0	15.0	1.0	0.0
QGNH01000743.1	33.0	5.0	3.0	25.0	2.0	33.0	5.0	24.0	4.0	2.0
QGNH01000744.1	37.0	10.0	3.0	24.0	4.0	37.0	10.0	27.0	0.0	8.0
QGNH01000745.1	47.0	17.0	6.0	24.0	6.0	45.0	24.0	18.0	3.0	15.0
QGNH01000746.1	50.0	13.0	2.0	35.0	0.0	50.0	18.0	31.0	1.0	13.0
QGNH01000747.1	35.0	10.0	7.0	18.0	3.0	37.0	13.0	20.0	4.0	6.0
QGNH01000748.1	35.0	7.0	5.0	23.0	1.0	39.0	6.0	30.0	3.0	3.0
QGNH01000749.1	20.0	2.0	1.0	17.0	0.0	28.0	2.0	22.0	4.0	2.0
QGNH01000750.1	18.0	8.0	0.0	10.0	1.0	18.0	7.0	7.0	4.0	4.0
QGNH01000751.1	31.0	31.0	0.0	0.0	0.0	38.0	4.0	34.0	0.0	2.0
QGNH01000752.1	31.0	10.0	0.0	21.0	4.0	40.0	9.0	27.0	4.0	6.0
QGNH01000753.1	35.0	7.0	3.0	25.0	1.0	37.0	10.0	23.0	4.0	2.0
QGNH01000754.1	26.0	5.0	0.0	21.0	1.0	26.0	6.0	17.0	3.0	1.0
QGNH01000755.1	29.0	6.0	0.0	23.0	1.0	38.0	5.0	31.0	2.0	4.0
QGNH01000756.1	36.0	3.0	4.0	29.0	1.0	48.0	4.0	42.0	2.0	2.0
QGNH01000757.1	25.0	22.0	3.0	0.0	0.0	39.0	7.0	26.0	6.0	2.0
QGNH01000758.1	33.0	8.0	2.0	23.0	4.0	45.0	5.0	36.0	4.0	5.0
QGNH01000759.1	28.0	27.0	1.0	0.0	0.0	27.0	4.0	20.0	3.0	2.0
QGNH01000760.1	37.0	5.0	1.0	31.0	1.0	42.0	6.0	33.0	3.0	3.0
QGNH01000761.1						27.0	2.0	23.0	2.0	0.0
QGNH01000762.1	28.0	6.0	1.0	21.0	4.0	36.0	6.0	29.0	1.0	5.0
QGNH01000763.1	34.0	7.0	3.0	24.0	1.0	37.0	7.0	26.0	4.0	3.0
QGNH01000764.1	31.0	28.0	3.0	0.0	0.0	30.0	5.0	24.0	1.0	1.0
QGNH01000765.1	38.0	10.0	0.0	28.0	3.0	51.0	11.0	36.0	4.0	8.0
QGNH01000766.1	26.0	5.0	1.0	20.0	1.0	27.0	6.0	20.0	1.0	0.0
QGNH01000767.1	33.0	32.0	1.0	0.0	0.0	35.0	4.0	26.0	5.0	1.0
QGNH01000768.1	43.0	13.0	2.0	28.0	4.0	48.0	13.0	31.0	4.0	8.0
QGNH01000769.1	33.0	6.0	3.0	24.0	2.0	38.0	11.0	25.0	2.0	10.0
QGNH01000770.1	21.0	21.0	0.0	0.0	0.0	34.0	1.0	31.0	2.0	0.0
QGNH01000771.1	31.0	2.0	2.0	27.0	0.0	32.0	2.0	28.0	2.0	2.0
QGNH01000772.1	27.0	27.0	0.0	0.0	0.0	36.0	4.0	30.0	2.0	1.0
QGNH01000773.1	35.0	10.0	0.0	25.0	2.0	44.0	8.0	33.0	3.0	2.0
QGNH01000774.1	35.0	8.0	7.0	20.0	1.0	38.0	14.0	22.0	2.0	6.0
QGNH01000775.1	39.0	38.0	1.0	0.0	0.0	39.0	5.0	29.0	5.0	3.0
QGNH01000776.1	27.0	26.0	1.0	0.0	0.0	34.0	5.0	22.0	7.0	0.0
QGNH01000777.1	24.0	9.0	4.0	11.0	2.0	25.0	8.0	12.0	5.0	3.0
QGNH01000778.1	38.0	9.0	5.0	24.0	3.0	41.0	12.0	28.0	1.0	5.0
QGNH01000779.1	27.0	5.0	1.0	21.0	2.0	28.0	8.0	17.0	3.0	4.0
QGNH01000780.1	41.0	14.0	3.0	24.0	2.0	42.0	11.0	25.0	6.0	8.0
QGNH01000781.1	26.0	24.0	2.0	0.0	0.0	30.0	8.0	17.0	5.0	1.0
QGNH01000782.1	19.0	2.0	0.0	17.0	2.0	41.0	2.0	38.0	1.0	2.0
QGNH01000783.1	32.0	6.0	0.0	26.0	1.0	30.0	6.0	21.0	3.0	2.0
QGNH01000784.1	29.0	29.0	0.0	0.0	0.0	30.0	1.0	26.0	3.0	0.0
QGNH01000785.1	41.0	5.0	3.0	33.0	3.0	39.0	5.0	29.0	5.0	3.0
QGNH01000786.1	34.0	6.0	2.0	26.0	4.0	41.0	8.0	29.0	4.0	4.0
QGNH01000787.1	25.0	5.0	1.0	19.0	0.0	32.0	5.0	25.0	2.0	0.0
QGNH01000788.1	38.0	36.0	2.0	0.0	0.0	40.0	5.0	31.0	4.0	1.0
QGNH01000789.1	28.0	27.0	1.0	0.0	0.0	27.0	2.0	23.0	2.0	0.0
QGNH01000790.1	24.0	2.0	0.0	22.0	1.0	28.0	1.0	25.0	2.0	1.0
QGNH01000791.1	22.0	5.0	1.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000792.1	29.0	3.0	0.0	26.0	0.0	39.0	6.0	28.0	5.0	3.0
QGNH01000793.1	23.0	21.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000794.1	32.0	3.0	1.0	28.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000795.1	22.0	3.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000796.1	21.0	3.0	3.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000797.1	31.0	6.0	1.0	24.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000798.1	20.0	5.0	0.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01000799.1	19.0	5.0	1.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000800.1	41.0	5.0	0.0	36.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000801.1	24.0	6.0	1.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000802.1	43.0	13.0	2.0	28.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000803.1	20.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000804.1	26.0	23.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000805.1	25.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000806.1	33.0	5.0	3.0	25.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000807.1	37.0	15.0	2.0	20.0	6.0	0.0	0.0	0.0	0.0	0.0
QGNH01000808.1	25.0	5.0	0.0	20.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000809.1	32.0	8.0	2.0	22.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000810.1	34.0	33.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000811.1	35.0	4.0	0.0	31.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000812.1	29.0	8.0	0.0	21.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000813.1	31.0	29.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000814.1	37.0	9.0	3.0	25.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000815.1	20.0	11.0	1.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000816.1	40.0	6.0	2.0	32.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000817.1						0.0	0.0	0.0	0.0	0.0
QGNH01000818.1	36.0	10.0	1.0	25.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000819.1	23.0	22.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000820.1	28.0	27.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000821.1	23.0	9.0	3.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000822.1	24.0	23.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000823.1	36.0	32.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000824.1	25.0	10.0	1.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000825.1	23.0	3.0	1.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000826.1	22.0	3.0	0.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000827.1	22.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000828.1	18.0	8.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000829.1	32.0	3.0	0.0	29.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000830.1	36.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000831.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000832.1	10.0	7.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000833.1	30.0	7.0	5.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000834.1	18.0	8.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
