Sample_ID	DRAM-ORF_count	DRAM-Annotated	DRAM-Hypothetical	DRAM-Unknown	DRAM-KO_count
QGNH01000946.1	23.0	6.0	2.0	15.0	2.0
QGNH01000947.1	27.0	4.0	0.0	23.0	1.0
QGNH01000948.1	29.0	28.0	1.0	0.0	0.0
QGNH01000949.1	27.0	4.0	0.0	23.0	1.0
QGNH01000950.1	18.0	6.0	3.0	9.0	3.0
QGNH01000952.1	16.0	7.0	2.0	7.0	0.0
QGNH01000953.1	21.0	7.0	2.0	12.0	3.0
QGNH01000954.1	24.0	6.0	0.0	18.0	2.0
QGNH01000955.1	21.0	21.0	0.0	0.0	0.0
QGNH01000956.1	17.0	5.0	4.0	8.0	1.0
QGNH01000957.1	19.0	18.0	1.0	0.0	0.0
QGNH01000958.1	19.0	7.0	2.0	10.0	1.0
QGNH01000959.1	20.0	19.0	1.0	0.0	0.0
QGNH01000960.1	20.0	3.0	0.0	17.0	2.0
QGNH01000961.1	22.0	9.0	2.0	11.0	2.0
QGNH01000962.1	19.0	15.0	4.0	0.0	0.0
QGNH01000963.1	22.0	5.0	4.0	13.0	0.0
QGNH01000964.1	16.0	4.0	2.0	10.0	1.0
QGNH01000965.1	18.0	4.0	1.0	13.0	1.0
QGNH01000966.1	19.0	18.0	1.0	0.0	0.0
QGNH01000967.1	20.0	18.0	2.0	0.0	0.0
QGNH01000968.1	16.0	13.0	3.0	0.0	0.0
QGNH01000969.1	14.0	9.0	0.0	5.0	7.0
QGNH01000970.1	24.0	8.0	1.0	15.0	4.0
QGNH01000971.1	26.0	25.0	1.0	0.0	0.0
QGNH01000972.1	17.0	17.0	0.0	0.0	0.0
QGNH01000973.1	13.0	5.0	0.0	8.0	0.0
QGNH01000974.1	18.0	7.0	1.0	10.0	2.0
QGNH01000975.1	15.0	5.0	2.0	8.0	3.0
QGNH01000976.1	11.0	4.0	1.0	6.0	0.0
QGNH01000977.1	9.0	4.0	0.0	5.0	0.0
QGNH01000978.1	19.0	3.0	0.0	16.0	2.0
QGNH01000979.1	16.0	4.0	1.0	11.0	1.0
QGNH01000980.1	20.0	12.0	1.0	7.0	3.0
QGNH01000981.1	16.0	5.0	1.0	10.0	3.0
QGNH01000982.1	20.0	16.0	4.0	0.0	0.0
QGNH01000983.1	22.0	7.0	0.0	15.0	1.0
QGNH01000984.1	24.0	24.0	0.0	0.0	0.0
QGNH01000986.1	18.0	5.0	1.0	12.0	2.0
QGNH01000987.1	18.0	18.0	0.0	0.0	0.0
QGNH01000988.1	16.0	7.0	0.0	9.0	0.0
QGNH01000989.1	28.0	5.0	2.0	21.0	1.0
QGNH01000990.1	23.0	9.0	1.0	13.0	4.0
QGNH01000991.1	20.0	10.0	3.0	7.0	5.0
QGNH01000992.1	15.0	6.0	0.0	9.0	4.0
QGNH01000993.1	21.0	4.0	0.0	17.0	1.0
QGNH01000994.1	20.0	20.0	0.0	0.0	0.0
QGNH01000996.1	16.0	6.0	0.0	10.0	1.0
QGNH01000997.1	24.0	23.0	1.0	0.0	0.0
QGNH01000998.1	20.0	7.0	1.0	12.0	2.0
QGNH01000999.1	17.0	8.0	0.0	9.0	5.0
QGNH01001000.1	6.0	4.0	0.0	2.0	1.0
QGNH01001001.1	11.0	7.0	0.0	4.0	2.0
QGNH01001002.1	18.0	4.0	0.0	14.0	1.0
QGNH01001003.1	18.0	17.0	1.0	0.0	0.0
QGNH01001004.1	20.0	3.0	0.0	17.0	1.0
QGNH01001005.1	15.0	15.0	0.0	0.0	0.0
QGNH01001006.1	23.0	21.0	2.0	0.0	0.0
QGNH01001007.1	22.0	21.0	1.0	0.0	0.0
QGNH01001008.1	18.0	3.0	0.0	15.0	1.0
QGNH01001009.1	15.0	9.0	3.0	3.0	1.0
QGNH01001010.1	14.0	8.0	0.0	6.0	3.0
QGNH01001011.1	13.0	13.0	0.0	0.0	0.0
QGNH01001012.1	16.0	4.0	0.0	12.0	1.0
QGNH01001013.1	17.0	6.0	0.0	11.0	1.0
QGNH01001014.1	14.0	6.0	1.0	7.0	1.0
QGNH01001015.1	16.0	14.0	2.0	0.0	0.0
QGNH01001016.1	11.0	10.0	1.0	0.0	0.0
QGNH01001017.1	14.0	13.0	1.0	0.0	0.0
QGNH01001018.1	25.0	5.0	3.0	17.0	2.0
QGNH01001019.1	16.0	16.0	0.0	0.0	0.0
QGNH01001020.1	19.0	18.0	1.0	0.0	0.0
QGNH01001021.1	11.0	11.0	0.0	0.0	0.0
QGNH01001022.1	15.0	15.0	0.0	0.0	0.0
QGNH01001023.1	11.0	7.0	2.0	2.0	7.0
QGNH01001024.1	21.0	2.0	2.0	17.0	1.0
QGNH01001025.1	16.0	16.0	0.0	0.0	0.0
QGNH01001026.1	16.0	6.0	0.0	10.0	1.0
QGNH01001027.1	16.0	15.0	1.0	0.0	0.0
QGNH01001028.1	19.0	11.0	0.0	8.0	2.0
QGNH01001029.1	26.0	25.0	1.0	0.0	0.0
QGNH01001030.1	11.0	7.0	0.0	4.0	5.0
QGNH01001031.1	20.0	9.0	0.0	11.0	2.0
QGNH01001032.1	14.0	5.0	0.0	9.0	1.0
QGNH01001033.1	15.0	6.0	3.0	6.0	2.0
QGNH01001034.1	19.0	17.0	2.0	0.0	0.0
QGNH01001035.1	15.0	4.0	2.0	9.0	0.0
QGNH01001036.1	25.0	4.0	2.0	19.0	1.0
QGNH01001037.1	8.0	5.0	1.0	2.0	2.0
QGNH01001038.1	17.0	4.0	0.0	13.0	1.0
QGNH01001039.1	17.0	17.0	0.0	0.0	0.0
QGNH01001040.1	16.0	15.0	1.0	0.0	0.0
QGNH01001041.1	11.0	2.0	1.0	8.0	0.0
QGNH01001042.1	20.0	4.0	0.0	16.0	1.0
QGNH01001043.1	18.0	4.0	3.0	11.0	1.0
QGNH01001044.1	10.0	7.0	0.0	3.0	5.0
QGNH01001045.1	18.0	8.0	1.0	9.0	1.0
QGNH01001046.1	12.0	8.0	1.0	3.0	6.0
QGNH01001047.1	17.0	17.0	0.0	0.0	0.0
QGNH01001048.1	10.0	7.0	3.0	0.0	0.0
QGNH01001049.1	17.0	8.0	1.0	8.0	1.0
QGNH01001050.1	16.0	5.0	0.0	11.0	1.0
QGNH01001051.1	20.0	4.0	0.0	16.0	2.0
QGNH01001052.1	10.0	9.0	1.0	0.0	0.0
QGNH01001053.1	15.0	15.0	0.0	0.0	0.0
QGNH01001054.1	16.0	4.0	0.0	12.0	1.0
QGNH01001055.1	18.0	18.0	0.0	0.0	0.0
QGNH01001056.1	14.0	2.0	0.0	12.0	1.0
QGNH01001057.1	10.0	5.0	0.0	5.0	1.0
QGNH01001058.1	21.0	7.0	0.0	14.0	1.0
QGNH01001059.1	17.0	16.0	1.0	0.0	0.0
QGNH01001060.1	15.0	15.0	0.0	0.0	0.0
QGNH01001061.1	21.0	21.0	0.0	0.0	0.0
QGNH01001062.1	20.0	4.0	2.0	14.0	2.0
QGNH01001063.1	13.0	13.0	0.0	0.0	0.0
QGNH01001064.1	16.0	15.0	1.0	0.0	0.0
QGNH01001065.1	13.0	4.0	0.0	9.0	0.0
QGNH01001066.1	18.0	18.0	0.0	0.0	0.0
QGNH01001067.1	24.0	6.0	3.0	15.0	1.0
QGNH01001068.1	12.0	12.0	0.0	0.0	0.0
QGNH01001069.1	12.0	11.0	1.0	0.0	0.0
QGNH01001070.1	11.0	10.0	1.0	0.0	0.0
QGNH01001071.1	11.0	11.0	0.0	0.0	0.0
QGNH01001072.1	18.0	17.0	1.0	0.0	0.0
QGNH01001073.1	17.0	4.0	0.0	13.0	2.0
QGNH01001074.1	14.0	5.0	0.0	9.0	0.0
QGNH01001075.1	15.0	3.0	0.0	12.0	1.0
QGNH01001076.1	13.0	13.0	0.0	0.0	0.0
QGNH01001077.1	17.0	4.0	0.0	13.0	1.0
QGNH01001078.1	17.0	7.0	1.0	9.0	1.0
QGNH01001079.1	13.0	13.0	0.0	0.0	0.0
QGNH01001080.1	14.0	7.0	0.0	7.0	2.0
QGNH01001081.1	9.0	8.0	1.0	0.0	0.0
QGNH01001082.1	17.0	17.0	0.0	0.0	0.0
QGNH01001083.1	28.0	27.0	1.0	0.0	0.0
QGNH01001084.1	15.0	6.0	2.0	7.0	1.0
QGNH01001085.1	21.0	5.0	1.0	15.0	1.0
QGNH01001086.1	17.0	17.0	0.0	0.0	0.0
QGNH01001087.1	12.0	3.0	0.0	9.0	1.0
QGNH01001088.1	16.0	4.0	2.0	10.0	0.0
QGNH01001089.1	16.0	6.0	3.0	7.0	1.0
QGNH01001090.1	21.0	21.0	0.0	0.0	0.0
QGNH01001091.1	13.0	12.0	1.0	0.0	0.0
QGNH01001092.1	18.0	15.0	3.0	0.0	0.0
QGNH01001093.1	13.0	13.0	0.0	0.0	0.0
QGNH01001094.1	16.0	15.0	1.0	0.0	0.0
QGNH01001095.1	13.0	13.0	0.0	0.0	0.0
QGNH01001096.1	23.0	4.0	1.0	18.0	1.0
QGNH01001098.1	17.0	17.0	0.0	0.0	0.0
QGNH01001099.1	17.0	5.0	0.0	12.0	1.0
QGNH01001100.1	16.0	15.0	1.0	0.0	0.0
QGNH01001101.1	16.0	16.0	0.0	0.0	0.0
QGNH01001102.1	9.0	5.0	0.0	4.0	4.0
QGNH01001103.1	18.0	5.0	0.0	13.0	2.0
QGNH01001104.1	13.0	2.0	1.0	10.0	1.0
QGNH01001105.1	24.0	23.0	1.0	0.0	0.0
QGNH01001106.1	13.0	4.0	4.0	5.0	1.0
QGNH01001107.1	14.0	14.0	0.0	0.0	0.0
QGNH01001108.1	16.0	16.0	0.0	0.0	0.0
QGNH01001109.1	12.0	4.0	2.0	6.0	2.0
QGNH01001110.1	10.0	3.0	0.0	7.0	1.0
QGNH01001112.1	9.0	4.0	0.0	5.0	1.0
QGNH01001113.1	14.0	4.0	0.0	10.0	1.0
QGNH01001114.1	12.0	5.0	4.0	3.0	1.0
QGNH01001115.1	14.0	5.0	2.0	7.0	1.0
QGNH01001116.1	20.0	14.0	0.0	6.0	4.0
QGNH01001117.1	19.0	10.0	1.0	8.0	2.0
QGNH01001118.1	17.0	6.0	2.0	9.0	2.0
QGNH01001119.1	8.0	6.0	0.0	2.0	4.0
QGNH01001120.1	10.0	5.0	1.0	4.0	0.0
QGNH01001121.1	12.0	5.0	0.0	7.0	3.0
QGNH01001122.1	16.0	6.0	0.0	10.0	1.0
QGNH01001123.1	15.0	6.0	1.0	8.0	0.0
QGNH01001124.1	179.0	28.0	7.0	144.0	9.0
QGNH01001125.1	151.0	27.0	13.0	111.0	8.0
QGNH01001126.1	234.0	41.0	9.0	184.0	10.0
QGNH01001127.1	109.0	10.0	0.0	99.0	3.0
QGNH01001128.1	179.0	24.0	12.0	143.0	9.0
QGNH01001129.1	211.0	35.0	8.0	168.0	12.0
QGNH01001130.1	224.0	30.0	23.0	171.0	11.0
QGNH01001131.1	105.0	17.0	2.0	86.0	7.0
QGNH01001132.1	157.0	26.0	2.0	129.0	8.0
QGNH01001133.1	161.0	30.0	10.0	121.0	5.0
QGNH01001134.1	25.0	6.0	2.0	17.0	1.0
QGNH01001135.1	143.0	28.0	6.0	109.0	3.0
QGNH01001136.1	191.0	24.0	4.0	163.0	5.0
QGNH01001137.1	159.0	28.0	21.0	110.0	3.0
QGNH01001138.1	103.0	35.0	12.0	56.0	10.0
QGNH01001139.1	134.0	24.0	11.0	99.0	4.0
QGNH01001140.1	28.0	9.0	1.0	18.0	1.0
QGNH01001141.1	112.0	19.0	5.0	88.0	4.0
QGNH01001142.1	93.0	10.0	1.0	82.0	2.0
QGNH01001143.1	104.0	18.0	4.0	82.0	3.0
QGNH01001144.1	141.0	34.0	18.0	89.0	7.0
QGNH01001145.1	99.0	14.0	7.0	78.0	3.0
QGNH01001146.1	106.0	13.0	3.0	90.0	2.0
QGNH01001147.1	24.0	4.0	1.0	19.0	0.0
QGNH01001148.1	26.0	9.0	0.0	17.0	3.0
QGNH01001149.1	24.0	3.0	2.0	19.0	1.0
QGNH01001150.1	52.0	9.0	0.0	43.0	1.0
QGNH01001151.1	30.0	8.0	1.0	21.0	2.0
QGNH01001152.1	35.0	31.0	4.0	0.0	0.0
QGNH01001153.1	35.0	8.0	7.0	20.0	3.0
QGNH01001154.1	20.0	5.0	0.0	15.0	1.0
QGNH01001155.1	23.0	5.0	0.0	18.0	2.0
QGNH01001156.1	28.0	8.0	5.0	15.0	2.0
QGNH01001157.1	25.0	5.0	0.0	20.0	1.0
QGNH01001158.1	33.0	8.0	1.0	24.0	2.0
QGNH01001159.1	11.0	6.0	1.0	4.0	4.0
QGNH01001160.1	35.0	6.0	0.0	29.0	4.0
QGNH01001161.1	15.0	15.0	0.0	0.0	0.0
QGNH01001162.1	21.0	10.0	1.0	10.0	2.0
QGNH01001163.1	15.0	10.0	0.0	5.0	0.0
QGNH01001164.1	15.0	4.0	0.0	11.0	2.0
QGNH01001165.1	31.0	3.0	1.0	27.0	1.0
QGNH01001166.1	24.0	5.0	0.0	19.0	1.0
QGNH01001167.1	34.0	14.0	1.0	19.0	2.0
QGNH01001168.1	21.0	5.0	1.0	15.0	2.0
QGNH01001169.1	20.0	5.0	1.0	14.0	1.0
QGNH01001170.1	29.0	5.0	2.0	22.0	1.0
QGNH01001171.1	19.0	8.0	1.0	10.0	4.0
QGNH01001172.1	24.0	8.0	0.0	16.0	2.0
QGNH01001173.1	34.0	12.0	1.0	21.0	3.0
QGNH01001174.1	25.0	4.0	1.0	20.0	1.0
QGNH01001175.1	24.0	6.0	1.0	17.0	1.0
QGNH01001176.1	15.0	2.0	0.0	13.0	1.0
QGNH01001177.1	16.0	16.0	0.0	0.0	0.0
QGNH01001178.1	11.0	6.0	0.0	5.0	4.0
QGNH01001179.1	22.0	5.0	0.0	17.0	2.0
QGNH01001180.1	15.0	5.0	0.0	10.0	3.0
QGNH01001181.1	14.0	12.0	2.0	0.0	0.0
QGNH01001182.1	22.0	3.0	2.0	17.0	1.0
QGNH01001183.1	19.0	3.0	0.0	16.0	1.0
QGNH01001184.1	24.0	5.0	0.0	19.0	1.0
QGNH01001185.1	22.0	21.0	1.0	0.0	0.0
QGNH01001186.1	15.0	15.0	0.0	0.0	0.0
QGNH01001187.1	26.0	25.0	1.0	0.0	0.0
QGNH01001188.1	20.0	18.0	2.0	0.0	0.0
QGNH01001189.1	15.0	5.0	2.0	8.0	2.0
QGNH01001190.1	15.0	2.0	0.0	13.0	1.0
QGNH01001191.1	19.0	4.0	0.0	15.0	2.0
QGNH01001192.1	15.0	3.0	1.0	11.0	0.0
QGNH01001193.1	11.0	10.0	1.0	0.0	0.0
QGNH01001194.1	12.0	4.0	0.0	8.0	1.0
QGNH01001195.1	15.0	15.0	0.0	0.0	0.0
QGNH01001196.1	14.0	14.0	0.0	0.0	0.0
QGNH01001197.1	13.0	4.0	0.0	9.0	1.0
QGNH01001198.1	17.0	17.0	0.0	0.0	0.0
QGNH01001199.1	16.0	4.0	1.0	11.0	0.0
QGNH01001200.1	17.0	4.0	5.0	8.0	1.0
QGNH01001201.1	15.0	4.0	0.0	11.0	1.0
QGNH01001202.1	19.0	19.0	0.0	0.0	0.0
QGNH01001203.1	15.0	6.0	0.0	9.0	1.0
QGNH01001204.1	10.0	7.0	0.0	3.0	3.0
QGNH01001205.1	60.0	32.0	8.0	20.0	3.0
QGNH01001206.1	63.0	60.0	3.0	0.0	7.0
QGNH01001207.1	55.0	11.0	1.0	43.0	1.0
QGNH01001208.1	66.0	21.0	10.0	35.0	2.0
QGNH01001209.1	29.0	10.0	7.0	12.0	2.0
QGNH01001210.1	28.0	10.0	3.0	15.0	3.0
QGNH01001211.1	24.0	16.0	2.0	6.0	3.0
QGNH01001212.1	22.0	14.0	6.0	2.0	1.0
QGNH01001213.1	19.0	10.0	1.0	8.0	0.0
QGNH01001214.1	10.0	10.0	0.0	0.0	0.0
QGNH01001215.1	11.0	11.0	0.0	0.0	0.0
QGNH01001216.1	112.0	11.0	7.0	94.0	2.0
QGNH01001217.1	60.0	10.0	5.0	45.0	2.0
QGNH01001218.1	68.0	13.0	3.0	52.0	2.0
QGNH01001219.1	47.0	8.0	1.0	38.0	2.0
QGNH01001220.1	68.0	10.0	1.0	57.0	1.0
QGNH01001221.1	57.0	16.0	6.0	35.0	4.0
QGNH01001222.1	58.0	4.0	1.0	53.0	2.0
QGNH01001223.1	53.0	7.0	3.0	43.0	2.0
QGNH01001224.1	4.0	4.0	0.0	0.0	0.0
QGNH01001225.1	11.0	6.0	0.0	5.0	1.0
QGNH01001226.1	69.0	12.0	1.0	56.0	5.0
QGNH01001227.1	54.0	10.0	2.0	42.0	1.0
QGNH01001228.1	77.0	27.0	7.0	43.0	3.0
QGNH01001229.1	46.0	7.0	0.0	39.0	0.0
QGNH01001230.1	87.0	19.0	6.0	62.0	7.0
QGNH01001231.1	56.0	11.0	0.0	45.0	2.0
QGNH01001232.1	26.0	6.0	0.0	20.0	2.0
QGNH01001233.1	60.0	8.0	2.0	50.0	3.0
QGNH01001234.1	15.0	3.0	0.0	12.0	1.0
QGNH01001235.1	61.0	6.0	1.0	54.0	2.0
QGNH01001236.1	73.0	11.0	3.0	59.0	3.0
QGNH01001237.1	86.0	16.0	9.0	61.0	7.0
QGNH01001238.1	52.0	14.0	4.0	34.0	1.0
QGNH01001239.1	4.0	4.0	0.0	0.0	0.0
QGNH01001240.1	25.0	6.0	0.0	19.0	0.0
QGNH01001241.1	8.0	5.0	0.0	3.0	1.0
QGNH01001242.1	60.0	4.0	1.0	55.0	1.0
QGNH01001243.1	15.0	5.0	0.0	10.0	2.0
QGNH01001244.1	59.0	9.0	1.0	49.0	2.0
QGNH01001245.1	62.0	13.0	2.0	47.0	1.0
QGNH01001246.1	61.0	15.0	2.0	44.0	0.0
QGNH01001247.1	61.0	9.0	2.0	50.0	1.0
QGNH01001248.1	94.0	13.0	9.0	72.0	6.0
QGNH01001249.1	79.0	10.0	3.0	66.0	2.0
QGNH01001250.1	78.0	14.0	2.0	62.0	2.0
QGNH01001251.1	73.0	13.0	3.0	57.0	2.0
QGNH01001252.1	60.0	27.0	6.0	27.0	1.0
QGNH01001253.1	89.0	15.0	6.0	68.0	3.0
QGNH01001254.1	89.0	15.0	7.0	67.0	4.0
QGNH01001255.1	72.0	34.0	3.0	35.0	5.0
QGNH01001256.1	87.0	12.0	4.0	71.0	0.0
QGNH01001257.1	90.0	14.0	5.0	71.0	2.0
QGNH01001258.1	106.0	13.0	4.0	89.0	4.0
QGNH01001259.1	77.0	19.0	7.0	51.0	3.0
QGNH01001260.1	90.0	33.0	19.0	38.0	4.0
QGNH01001261.1	124.0	8.0	17.0	99.0	1.0
QGNH01001262.1	62.0	11.0	6.0	45.0	3.0
QGNH01001263.1	91.0	89.0	2.0	0.0	0.0
QGNH01001264.1	81.0	20.0	4.0	57.0	1.0
QGNH01001265.1	98.0	16.0	7.0	75.0	5.0
QGNH01001266.1	83.0	12.0	6.0	65.0	3.0
QGNH01001267.1	78.0	15.0	3.0	60.0	2.0
QGNH01001268.1	49.0	7.0	0.0	42.0	1.0
QGNH01001269.1	90.0	22.0	5.0	63.0	4.0
QGNH01001270.1	81.0	14.0	1.0	66.0	3.0
QGNH01001271.1	76.0	17.0	3.0	56.0	1.0
QGNH01001272.1	80.0	13.0	6.0	61.0	2.0
QGNH01001273.1	48.0	17.0	1.0	30.0	9.0
QGNH01001274.1	68.0	14.0	4.0	50.0	2.0
QGNH01001275.1	72.0	5.0	1.0	66.0	2.0
QGNH01001276.1	84.0	12.0	2.0	70.0	3.0
QGNH01001277.1	78.0	22.0	6.0	50.0	5.0
QGNH01001278.1	78.0	19.0	4.0	55.0	6.0
QGNH01001279.1	77.0	22.0	4.0	51.0	4.0
QGNH01001280.1	83.0	24.0	4.0	55.0	1.0
QGNH01001281.1	70.0	13.0	1.0	56.0	2.0
QGNH01001282.1	60.0	17.0	3.0	40.0	4.0
QGNH01001283.1	62.0	9.0	2.0	51.0	3.0
QGNH01001284.1	78.0	13.0	6.0	59.0	2.0
QGNH01001285.1	69.0	27.0	2.0	40.0	6.0
QGNH01001286.1	68.0	19.0	9.0	40.0	2.0
QGNH01001287.1	85.0	8.0	4.0	73.0	1.0
QGNH01001288.1	57.0	9.0	4.0	44.0	3.0
QGNH01001289.1	62.0	8.0	2.0	52.0	1.0
QGNH01001290.1	47.0	10.0	0.0	37.0	1.0
QGNH01001291.1	64.0	21.0	2.0	41.0	5.0
QGNH01001292.1	88.0	21.0	7.0	60.0	3.0
QGNH01001293.1	74.0	9.0	3.0	62.0	1.0
QGNH01001294.1	110.0	12.0	8.0	90.0	3.0
QGNH01001295.1	65.0	24.0	10.0	31.0	5.0
QGNH01001296.1	57.0	15.0	5.0	37.0	6.0
QGNH01001297.1	68.0	8.0	1.0	59.0	3.0
QGNH01001298.1	54.0	10.0	3.0	41.0	1.0
QGNH01001299.1	63.0	8.0	0.0	55.0	2.0
QGNH01001300.1	61.0	14.0	1.0	46.0	6.0
QGNH01001301.1	72.0	12.0	5.0	55.0	2.0
QGNH01001302.1	64.0	16.0	4.0	44.0	2.0
QGNH01001303.1	50.0	11.0	4.0	35.0	1.0
QGNH01001304.1	63.0	23.0	5.0	35.0	3.0
QGNH01001305.1	55.0	6.0	1.0	48.0	0.0
QGNH01001306.1	53.0	7.0	1.0	45.0	1.0
QGNH01001307.1	53.0	6.0	2.0	45.0	2.0
QGNH01001308.1	67.0	11.0	3.0	53.0	4.0
QGNH01001309.1	53.0	9.0	5.0	39.0	3.0
QGNH01001310.1	74.0	10.0	6.0	58.0	1.0
QGNH01001311.1	57.0	12.0	0.0	45.0	3.0
QGNH01001312.1	51.0	11.0	0.0	40.0	1.0
QGNH01001313.1	57.0	26.0	3.0	28.0	4.0
QGNH01001314.1	47.0	14.0	11.0	22.0	2.0
QGNH01001315.1	63.0	12.0	2.0	49.0	2.0
QGNH01001316.1	71.0	11.0	3.0	57.0	4.0
QGNH01001317.1	64.0	10.0	3.0	51.0	2.0
QGNH01001318.1	43.0	11.0	6.0	26.0	1.0
QGNH01001319.1	45.0	10.0	1.0	34.0	3.0
QGNH01001320.1	67.0	8.0	1.0	58.0	4.0
QGNH01001321.1	51.0	10.0	3.0	38.0	1.0
QGNH01001322.1	69.0	67.0	2.0	0.0	0.0
QGNH01001323.1	68.0	10.0	3.0	55.0	0.0
QGNH01001324.1	66.0	13.0	2.0	51.0	3.0
QGNH01001325.1	52.0	9.0	2.0	41.0	4.0
QGNH01001326.1	67.0	5.0	1.0	61.0	0.0
QGNH01001327.1	40.0	7.0	1.0	32.0	3.0
QGNH01001328.1	56.0	14.0	0.0	42.0	3.0
QGNH01001329.1	77.0	17.0	2.0	58.0	4.0
QGNH01001330.1	69.0	17.0	7.0	45.0	2.0
QGNH01001331.1	49.0	5.0	1.0	43.0	3.0
QGNH01001332.1	38.0	12.0	2.0	24.0	2.0
QGNH01001333.1	75.0	12.0	2.0	61.0	5.0
QGNH01001334.1	53.0	9.0	2.0	42.0	1.0
QGNH01001335.1	65.0	10.0	1.0	54.0	2.0
QGNH01001336.1	57.0	14.0	0.0	43.0	4.0
QGNH01001337.1	32.0	7.0	1.0	24.0	3.0
QGNH01001338.1	64.0	7.0	2.0	55.0	1.0
QGNH01001339.1	55.0	8.0	1.0	46.0	0.0
QGNH01001340.1	58.0	6.0	2.0	50.0	1.0
QGNH01001341.1	46.0	7.0	0.0	39.0	1.0
QGNH01001342.1	57.0	10.0	3.0	44.0	3.0
QGNH01001343.1	47.0	7.0	1.0	39.0	1.0
QGNH01001344.1	44.0	16.0	0.0	28.0	2.0
QGNH01001345.1	55.0	8.0	3.0	44.0	5.0
QGNH01001346.1	54.0	7.0	1.0	46.0	4.0
QGNH01001347.1	45.0	13.0	1.0	31.0	2.0
QGNH01001348.1	55.0	5.0	1.0	49.0	3.0
QGNH01001349.1	47.0	10.0	0.0	37.0	2.0
QGNH01001350.1	54.0	6.0	1.0	47.0	1.0
QGNH01001351.1	43.0	13.0	10.0	20.0	3.0
QGNH01001352.1	57.0	9.0	2.0	46.0	2.0
QGNH01001353.1	44.0	9.0	1.0	34.0	1.0
QGNH01001354.1	51.0	6.0	1.0	44.0	1.0
QGNH01001355.1	55.0	15.0	1.0	39.0	3.0
QGNH01001356.1	46.0	6.0	0.0	40.0	1.0
QGNH01001357.1	49.0	9.0	1.0	39.0	3.0
QGNH01001358.1	60.0	58.0	2.0	0.0	0.0
QGNH01001359.1	56.0	9.0	3.0	44.0	1.0
QGNH01001360.1	51.0	9.0	2.0	40.0	0.0
QGNH01001361.1	47.0	6.0	0.0	41.0	3.0
QGNH01001362.1	51.0	7.0	0.0	44.0	1.0
QGNH01001363.1	60.0	9.0	2.0	49.0	0.0
QGNH01001364.1	36.0	9.0	4.0	23.0	1.0
QGNH01001365.1	60.0	8.0	5.0	47.0	2.0
QGNH01001366.1	48.0	6.0	1.0	41.0	2.0
QGNH01001367.1	38.0	12.0	2.0	24.0	1.0
QGNH01001368.1	45.0	9.0	2.0	34.0	1.0
QGNH01001369.1	68.0	10.0	3.0	55.0	2.0
QGNH01001370.1	48.0	12.0	3.0	33.0	3.0
QGNH01001371.1	40.0	16.0	1.0	23.0	1.0
QGNH01001372.1	41.0	8.0	1.0	32.0	2.0
QGNH01001373.1	45.0	18.0	4.0	23.0	4.0
QGNH01001374.1	47.0	13.0	1.0	33.0	2.0
QGNH01001375.1	49.0	7.0	1.0	41.0	2.0
QGNH01001376.1	37.0	11.0	1.0	25.0	5.0
QGNH01001377.1	42.0	10.0	3.0	29.0	2.0
QGNH01001378.1	41.0	6.0	0.0	35.0	2.0
QGNH01001379.1	34.0	15.0	5.0	14.0	2.0
QGNH01001380.1	42.0	4.0	4.0	34.0	0.0
QGNH01001381.1	43.0	10.0	0.0	33.0	4.0
QGNH01001382.1	36.0	33.0	3.0	0.0	0.0
QGNH01001383.1	58.0	9.0	7.0	42.0	1.0
QGNH01001384.1	36.0	8.0	0.0	28.0	1.0
QGNH01001385.1	30.0	7.0	6.0	17.0	0.0
QGNH01001386.1	38.0	12.0	4.0	22.0	3.0
QGNH01001387.1	36.0	13.0	2.0	21.0	1.0
QGNH01001388.1	38.0	37.0	1.0	0.0	0.0
QGNH01001389.1	43.0	8.0	5.0	30.0	3.0
QGNH01001390.1	38.0	6.0	0.0	32.0	1.0
QGNH01001391.1	36.0	36.0	0.0	0.0	0.0
QGNH01001392.1	44.0	5.0	2.0	37.0	1.0
QGNH01001393.1	37.0	4.0	0.0	33.0	1.0
QGNH01001394.1	42.0	14.0	7.0	21.0	1.0
QGNH01001395.1	38.0	8.0	6.0	24.0	2.0
QGNH01001396.1	43.0	3.0	1.0	39.0	0.0
QGNH01001397.1	41.0	5.0	0.0	36.0	0.0
QGNH01001398.1	43.0	14.0	6.0	23.0	5.0
QGNH01001399.1	36.0	11.0	2.0	23.0	1.0
QGNH01001400.1	40.0	5.0	0.0	35.0	1.0
QGNH01001401.1	38.0	25.0	4.0	9.0	3.0
QGNH01001402.1	63.0	8.0	0.0	55.0	2.0
QGNH01001403.1	41.0	6.0	3.0	32.0	1.0
QGNH01001404.1	41.0	11.0	7.0	23.0	0.0
QGNH01001405.1	34.0	8.0	3.0	23.0	2.0
QGNH01001406.1	40.0	15.0	3.0	22.0	2.0
QGNH01001407.1	29.0	4.0	3.0	22.0	0.0
QGNH01001408.1	37.0	5.0	1.0	31.0	1.0
QGNH01001409.1	39.0	11.0	3.0	25.0	2.0
QGNH01001410.1	32.0	32.0	0.0	0.0	0.0
QGNH01001411.1	24.0	8.0	2.0	14.0	3.0
QGNH01001412.1	48.0	8.0	1.0	39.0	3.0
QGNH01001413.1	44.0	5.0	3.0	36.0	2.0
QGNH01001414.1	42.0	16.0	12.0	14.0	4.0
