#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG21084	2	2	Xu	REFSEQ hypothetical protein
VOG21085	2	2	Xu	REFSEQ hypothetical protein
VOG21086	2	2	Xu	REFSEQ hypothetical protein
VOG21087	3	3	Xu	REFSEQ hypothetical protein
VOG21088	6	6	Xu	REFSEQ hypothetical protein
VOG21089	2	2	Xu	REFSEQ hypothetical protein
VOG21090	6	6	Xu	REFSEQ hypothetical protein
VOG21091	3	3	Xu	REFSEQ hypothetical protein
VOG21092	35	35	Xh	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10
VOG21093	2	2	Xu	REFSEQ putative orfan
VOG21094	2	2	Xu	REFSEQ hypothetical protein
VOG21095	5	5	Xu	REFSEQ hypothetical protein
VOG21096	2	2	Xu	REFSEQ hypothetical protein
VOG21097	33	33	Xu	REFSEQ hypothetical protein
VOG21098	3	3	Xu	REFSEQ hypothetical protein
VOG21099	6	6	Xu	REFSEQ hypothetical protein
VOG21100	2	2	Xu	REFSEQ hypothetical protein
VOG21101	3	3	Xu	REFSEQ hypothetical protein
VOG21102	29	29	Xh	sp|Q4L980|ISAA_STAHJ Probable transglycosylase IsaA
VOG21103	2	2	Xu	REFSEQ hypothetical protein
VOG21104	6	6	Xu	REFSEQ hypothetical protein
VOG21105	4	4	Xu	REFSEQ hypothetical protein
VOG21106	6	6	Xu	REFSEQ hypothetical protein
VOG21107	2	2	Xu	REFSEQ hypothetical protein
VOG21108	8	8	Xu	REFSEQ hypothetical protein
VOG21109	2	2	Xu	REFSEQ virion structural protein
VOG21110	2	2	Xu	REFSEQ hypothetical protein
VOG21111	2	2	Xu	REFSEQ hypothetical protein
VOG21112	8	8	Xu	REFSEQ hypothetical protein
VOG21113	2	2	Xu	REFSEQ hypothetical protein
VOG21114	2	2	Xu	REFSEQ hypothetical protein
VOG21115	20	20	Xu	REFSEQ hypothetical protein
VOG21116	2	2	Xu	REFSEQ hypothetical protein
VOG21117	22	22	Xu	REFSEQ hypothetical protein
VOG21118	9	9	Xu	REFSEQ exonuclease
VOG21119	2	2	Xu	REFSEQ hypothetical protein
VOG21120	11	11	Xu	REFSEQ hypothetical protein
VOG21121	2	2	Xu	REFSEQ transcriptional regulator
VOG21122	3	3	Xu	REFSEQ hypothetical protein
VOG21123	3	3	Xu	REFSEQ hypothetical protein
VOG21124	2	2	Xu	REFSEQ hypothetical protein
VOG21125	2	2	Xu	REFSEQ hypothetical protein
VOG21126	2	2	Xu	REFSEQ hypothetical protein
VOG21127	3	3	Xu	REFSEQ virion structural protein
VOG21128	2	2	Xu	REFSEQ morphogenetic protein P12
VOG21129	3	3	Xu	REFSEQ hypothetical protein
VOG21130	2	2	Xu	REFSEQ hypothetical protein
VOG21131	3	3	Xu	REFSEQ hypothetical protein
VOG21132	9	9	Xu	REFSEQ hypothetical protein
VOG21133	2	2	Xu	REFSEQ hypothetical protein
VOG21134	2	2	Xu	REFSEQ hypothetical protein
VOG21135	2	2	Xu	REFSEQ hypothetical protein
VOG21136	4	4	Xu	REFSEQ hypothetical protein
VOG21137	5	5	Xu	REFSEQ hypothetical protein
VOG21138	7	7	Xu	REFSEQ hypothetical protein
VOG21139	2	2	Xu	REFSEQ hypothetical protein
VOG21140	2	2	Xu	REFSEQ hypothetical protein
VOG21141	2	2	Xu	REFSEQ hypothetical protein
VOG21142	3	3	Xu	REFSEQ hypothetical protein
VOG21143	9	9	Xu	sp|Q196W0|VF378_IIV3 Uncharacterized protein 100L
VOG21144	140	140	Xu	sp|P13324|Y07B_BPT4 Uncharacterized 11.2 kDa protein in segB-ipI intergenic region
VOG21145	14	14	Xu	REFSEQ hypothetical protein
VOG21146	3	3	Xu	REFSEQ membrane protein
VOG21147	2	2	Xu	REFSEQ putative orfan
VOG21148	4	4	Xu	REFSEQ hypothetical protein
VOG21149	2	2	Xu	REFSEQ hypothetical protein
VOG21150	5	5	Xu	REFSEQ hypothetical protein
VOG21151	2	2	Xu	sp|Q573E2|Y115_AFV2P Uncharacterized protein ORF115
VOG21152	21	21	Xu	REFSEQ hypothetical protein
VOG21153	3	3	Xu	REFSEQ hypothetical protein
VOG21154	2	2	Xu	REFSEQ hypothetical protein
VOG21155	2	2	Xu	REFSEQ hypothetical protein
VOG21156	5	5	Xu	REFSEQ hypothetical protein
VOG21157	2	2	Xu	REFSEQ hypothetical protein
VOG21158	6	6	Xu	REFSEQ hypothetical protein
VOG21159	5	5	Xu	REFSEQ hypothetical protein
VOG21160	6	6	Xu	REFSEQ hypothetical protein
VOG21161	3	3	Xu	REFSEQ hypothetical protein
VOG21162	4	4	Xu	REFSEQ hypothetical protein
VOG21163	3	3	Xu	REFSEQ hypothetical protein
VOG21164	27	25	Xu	REFSEQ hypothetical protein
VOG21165	4	4	Xu	REFSEQ hypothetical protein
VOG21166	2	2	Xu	REFSEQ hypothetical protein
VOG21167	12	12	Xu	REFSEQ hypothetical protein
VOG21168	2	2	Xh	sp|Q9L9E7|NOVU_STRNV C-methyltransferase NovU
VOG21169	2	2	Xu	REFSEQ hypothetical protein
VOG21170	5	5	Xu	REFSEQ hypothetical protein
VOG21171	5	5	Xu	REFSEQ hypothetical protein
VOG21172	4	4	Xu	REFSEQ hypothetical protein
VOG21173	4	4	Xu	REFSEQ hypothetical protein
VOG21174	2	2	Xu	REFSEQ hypothetical protein
VOG21175	2	2	Xu	REFSEQ hypothetical protein
VOG21176	2	2	Xu	REFSEQ hypothetical protein
VOG21177	2	2	Xu	REFSEQ envelope glycoprotein G
VOG21178	13	13	Xu	REFSEQ hypothetical protein
VOG21179	2	2	Xu	REFSEQ hypothetical protein
VOG21180	2	2	Xu	REFSEQ hypothetical protein
VOG21181	6	6	Xu	REFSEQ virion structural protein
VOG21182	7	7	Xu	REFSEQ hypothetical protein
VOG21183	2	2	Xu	REFSEQ hypothetical protein
VOG21184	2	2	Xu	REFSEQ hypothetical protein
VOG21185	3	3	Xu	REFSEQ hypothetical protein
VOG21186	6	6	Xu	REFSEQ hypothetical protein
VOG21187	4	4	Xu	REFSEQ hypothetical protein
VOG21188	3	3	Xu	REFSEQ hypothetical protein
VOG21189	3	3	Xu	REFSEQ hypothetical protein
VOG21190	11	11	Xu	REFSEQ hypothetical protein
VOG21191	3	3	Xu	REFSEQ hypothetical protein
VOG21192	8	8	Xu	REFSEQ hypothetical protein
VOG21193	3	3	Xu	REFSEQ hypothetical protein
VOG21194	2	2	Xu	REFSEQ hypothetical protein
VOG21195	18	18	Xh	sp|P62497|ERF1_RABIT Eukaryotic peptide chain release factor subunit 1
VOG21196	2	2	Xu	REFSEQ hypothetical protein
VOG21197	39	39	Xu	REFSEQ hypothetical protein
VOG21198	5	5	Xu	REFSEQ hypothetical protein
VOG21199	2	2	Xu	REFSEQ hypothetical protein
VOG21200	4	3	Xu	REFSEQ hypothetical protein
VOG21201	9	9	Xu	sp|Q5UQ89|YL520_MIMIV Putative BTB/POZ domain-containing protein L520
VOG21202	14	14	Xu	REFSEQ hypothetical protein
VOG21203	44	44	Xu	REFSEQ hypothetical protein
VOG21204	2	2	Xu	REFSEQ hypothetical protein
VOG21205	17	17	Xu	REFSEQ hypothetical protein
VOG21206	2	2	Xu	REFSEQ hypothetical protein
VOG21207	9	9	Xu	REFSEQ hypothetical protein
VOG21208	2	2	Xu	REFSEQ hypothetical protein
VOG21209	91	91	Xu	REFSEQ hypothetical protein
VOG21210	8	8	Xu	REFSEQ hypothetical protein
VOG21211	2	2	Xu	REFSEQ hypothetical protein
VOG21212	3	3	Xu	REFSEQ hypothetical protein
VOG21213	4	4	Xu	REFSEQ hypothetical protein
VOG21214	7	7	Xu	REFSEQ hypothetical protein
VOG21215	4	3	Xu	REFSEQ hypothetical protein
VOG21216	50	50	Xu	REFSEQ ASCH domain-containing protein
VOG21217	2	2	Xu	REFSEQ hypothetical protein
VOG21218	2	2	Xu	REFSEQ hypothetical protein
VOG21219	13	13	Xs	sp|P03553|VAP_CAMVD Virion-associated protein
VOG21220	25	25	Xu	REFSEQ hypothetical protein
VOG21221	4	4	Xu	REFSEQ hypothetical protein
VOG21222	2	2	Xu	REFSEQ hypothetical protein
VOG21223	2	2	Xu	REFSEQ hypothetical protein
VOG21224	2	2	Xu	REFSEQ hypothetical protein
VOG21225	4	4	Xu	REFSEQ hypothetical protein
VOG21226	20	20	Xu	REFSEQ hypothetical protein
VOG21227	2	2	Xu	REFSEQ hypothetical protein
VOG21228	2	2	Xu	REFSEQ hypothetical protein
VOG21229	4	4	Xu	REFSEQ hypothetical protein
VOG21230	2	2	Xu	REFSEQ hypothetical protein
VOG21231	2	2	Xu	REFSEQ hypothetical protein
VOG21232	6	6	Xu	REFSEQ tristetraprolin-like zinc finger protein
VOG21233	7	7	Xu	REFSEQ hypothetical protein
VOG21234	12	12	Xu	REFSEQ hypothetical protein
VOG21235	9	9	Xu	REFSEQ hypothetical protein
VOG21236	2	2	Xu	REFSEQ hypothetical protein
VOG21237	2	2	Xu	REFSEQ gp14
VOG21238	58	58	Xu	REFSEQ hypothetical protein
VOG21239	2	2	Xu	REFSEQ hypothetical protein
VOG21240	2	2	Xu	REFSEQ hypothetical protein
VOG21241	2	2	Xu	REFSEQ hypothetical protein
VOG21242	3	3	Xu	REFSEQ hypothetical protein
VOG21243	3	3	Xu	REFSEQ hypothetical protein
VOG21244	2	2	Xu	REFSEQ hypothetical protein
VOG21245	3	3	Xu	REFSEQ hypothetical protein
VOG21246	6	6	Xu	REFSEQ hypothetical protein
VOG21247	5	5	Xu	REFSEQ hypothetical protein
VOG21248	18	18	Xu	REFSEQ hypothetical protein
VOG21249	5	5	Xu	REFSEQ hypothetical protein
VOG21250	2	2	Xu	REFSEQ hypothetical protein
VOG21251	13	13	Xu	REFSEQ hypothetical protein
VOG21252	6	6	Xu	REFSEQ hypothetical protein
VOG21253	2	2	Xu	REFSEQ hypothetical protein
VOG21254	6	6	Xu	REFSEQ hypothetical protein
VOG21255	39	39	Xs	sp|P0DST9|PG073_VAR67 Core protein OPG073
VOG21256	2	2	Xu	REFSEQ hypothetical protein
VOG21257	11	11	Xu	REFSEQ RecA or Sak4, length ?
VOG21258	2	2	Xu	REFSEQ hypothetical protein
VOG21259	6	6	Xu	REFSEQ hypothetical protein
VOG21260	2	2	Xu	REFSEQ hypothetical protein
VOG21261	2	2	Xh	sp|F2WP51|LPAKS_PSESP Linear primary-alkylsulfatase
VOG21262	2	2	Xu	REFSEQ baseplate wedge subunit
VOG21263	3	2	Xu	REFSEQ hypothetical protein
VOG21264	4	4	Xu	REFSEQ hypothetical protein
VOG21265	4	4	Xu	REFSEQ membrane protein
VOG21266	2	2	Xu	REFSEQ hypothetical protein
VOG21267	2	2	Xu	REFSEQ putative orfan
VOG21268	3	3	Xu	REFSEQ hypothetical protein
VOG21269	4	4	Xh	sp|O32975|CYD_MYCLE Probable cysteine desulfurase 1
VOG21270	2	2	Xu	REFSEQ hypothetical protein
VOG21271	2	2	Xu	REFSEQ hypothetical protein
VOG21272	38	38	Xu	REFSEQ hypothetical protein
VOG21273	2	2	Xu	sp|Q00127|VG23_ICHVA Uncharacterized protein ORF23
VOG21274	6	6	Xu	REFSEQ hypothetical protein
VOG21275	2	2	Xu	REFSEQ hypothetical protein
VOG21276	2	2	Xu	REFSEQ hypothetical protein
VOG21277	2	2	Xu	REFSEQ hypothetical protein
VOG21278	2	2	Xu	sp|Q91FS6|246L_IIV6 Uncharacterized protein 246L
VOG21279	8	8	Xu	REFSEQ hypothetical protein
VOG21280	2	2	Xu	REFSEQ hypothetical protein
VOG21281	4	4	Xu	REFSEQ hypothetical protein
VOG21282	3	3	Xu	REFSEQ minor tail protein
VOG21283	10	10	Xu	REFSEQ hypothetical protein
VOG21284	4	2	Xu	REFSEQ hypothetical protein
VOG21285	3	3	Xu	REFSEQ hypothetical protein
VOG21286	5	5	Xu	REFSEQ Nucleoside deaminase
VOG21287	2	2	Xu	REFSEQ hypothetical protein
VOG21288	9	9	Xu	REFSEQ hypothetical protein
VOG21289	2	2	Xu	REFSEQ hypothetical protein
VOG21290	3	3	Xu	REFSEQ recombination directionality factor
VOG21291	3	3	Xu	REFSEQ hypothetical protein
VOG21292	4	4	Xh	sp|P03228|BARF1_EBVB9 Secreted protein BARF1
VOG21293	6	6	Xu	REFSEQ hypothetical protein
VOG21294	2	2	Xu	REFSEQ hypothetical protein
VOG21295	2	2	Xu	REFSEQ hypothetical protein
VOG21296	2	2	Xu	REFSEQ hypothetical protein
VOG21297	2	2	Xu	REFSEQ hypothetical protein
VOG21298	3	3	Xu	REFSEQ hypothetical protein
VOG21299	2	2	Xu	REFSEQ hypothetical protein
VOG21300	2	2	Xu	REFSEQ hypothetical protein
VOG21301	7	7	Xu	REFSEQ hypothetical protein
VOG21302	13	13	Xu	REFSEQ hypothetical protein
VOG21303	2	2	Xu	REFSEQ hypothetical protein
VOG21304	4	4	Xu	REFSEQ hypothetical protein
VOG21305	4	4	Xu	REFSEQ hypothetical protein
VOG21306	3	3	Xu	REFSEQ radical SAM domain-containing protein
VOG21307	6	6	Xu	REFSEQ hypothetical protein
VOG21308	2	2	Xu	REFSEQ hypothetical protein
VOG21309	3	3	Xu	REFSEQ hypothetical protein
VOG21310	2	2	Xu	REFSEQ hypothetical protein
VOG21311	6	6	Xu	REFSEQ hypothetical protein
VOG21312	2	2	Xu	REFSEQ hypothetical protein
VOG21313	2	2	Xu	REFSEQ hypothetical protein
VOG21314	3	3	Xu	REFSEQ hypothetical protein
VOG21315	16	16	Xu	REFSEQ hypothetical protein
VOG21316	2	2	Xu	REFSEQ F-box domain
VOG21317	4	4	Xu	REFSEQ hypothetical protein
VOG21318	4	4	Xu	REFSEQ hypothetical protein
VOG21319	48	48	Xu	REFSEQ HTH DNA binding protein
VOG21320	3	3	Xu	REFSEQ hypothetical protein
VOG21321	4	4	XhXrXs	sp|A4PBP6|RDRP_RGDV RNA-directed RNA polymerase P1
VOG21322	16	16	Xu	REFSEQ hypothetical protein
VOG21323	4	4	Xu	REFSEQ hypothetical protein
VOG21324	3	3	Xu	REFSEQ hypothetical protein
VOG21325	6	6	Xu	REFSEQ hypothetical protein
VOG21326	2	2	Xu	REFSEQ hypothetical protein
VOG21327	8	8	Xu	REFSEQ virion structural protein
VOG21328	123	123	Xu	REFSEQ Sak-like ssDNA annealing protein
VOG21329	6	6	Xu	REFSEQ hypothetical protein
VOG21330	2	2	Xu	REFSEQ peptidase
VOG21331	18	18	Xu	REFSEQ hypothetical protein
VOG21332	2	2	Xu	REFSEQ hypothetical protein
VOG21333	3	3	Xu	REFSEQ hypothetical protein
VOG21334	7	7	Xu	sp|Q926B0|Y1265_LISIN Uncharacterized protein Lin1265/Lin1734
VOG21335	3	3	Xu	REFSEQ hypothetical protein
VOG21336	9	9	Xu	sp|Q5UQC7|YL462_MIMIV Uncharacterized protein L462
VOG21337	2	2	Xu	REFSEQ hypothetical protein
VOG21338	2	2	Xu	REFSEQ patatin-like phospholipase
VOG21339	4	4	Xu	REFSEQ hypothetical protein
VOG21340	13	13	XhXp	sp|P19893|VIE2_HCMVA Viral transcription factor IE2
VOG21341	4	2	Xu	REFSEQ hypothetical protein
VOG21342	2	2	Xu	REFSEQ hypothetical protein
VOG21343	7	7	Xu	REFSEQ hypothetical protein
VOG21344	2	2	Xu	REFSEQ putative orfan
VOG21345	3	3	Xu	REFSEQ hypothetical protein
VOG21346	2	2	Xu	REFSEQ hypothetical protein
VOG21347	2	2	Xu	REFSEQ hypothetical protein
VOG21348	2	2	Xu	REFSEQ hypothetical protein
VOG21349	2	2	Xu	REFSEQ hypothetical protein
VOG21350	3	3	Xu	REFSEQ hypothetical protein
VOG21351	19	19	Xu	REFSEQ hypothetical protein
VOG21352	2	2	Xu	REFSEQ hypothetical protein
VOG21353	34	34	Xu	REFSEQ hypothetical protein
VOG21354	2	2	Xu	REFSEQ hypothetical protein
VOG21355	8	8	Xu	REFSEQ hypothetical protein
VOG21356	13	13	Xu	REFSEQ hypothetical protein
VOG21357	5	5	Xu	REFSEQ hypothetical protein
VOG21358	2	2	Xu	REFSEQ hypothetical protein
VOG21359	2	2	Xu	REFSEQ hypothetical protein
VOG21360	10	10	Xu	REFSEQ hypothetical protein
VOG21361	4	4	Xu	REFSEQ hypothetical protein
VOG21362	6	6	Xu	REFSEQ hypothetical protein
VOG21363	2	2	Xu	REFSEQ P
VOG21364	3	3	Xu	REFSEQ hypothetical protein
VOG21365	2	2	Xu	REFSEQ hypothetical protein
VOG21366	2	2	Xu	REFSEQ hypothetical protein
VOG21367	3	3	Xu	REFSEQ hypothetical protein
VOG21368	2	2	Xu	REFSEQ hypothetical protein
VOG21369	2	2	Xu	REFSEQ hypothetical protein 2
VOG21370	2	2	Xu	REFSEQ hypothetical protein
VOG21371	18	18	Xu	REFSEQ hypothetical protein
VOG21372	2	2	Xu	REFSEQ hypothetical protein
VOG21373	2	2	Xu	REFSEQ hypothetical protein
VOG21374	4	4	Xu	REFSEQ hypothetical protein
VOG21375	3	3	Xu	REFSEQ hypothetical protein
VOG21376	13	13	Xu	REFSEQ hypothetical protein
VOG21377	2	2	Xu	REFSEQ hypothetical protein
VOG21378	3	3	Xu	REFSEQ hypothetical protein
VOG21379	2	2	Xu	REFSEQ hypothetical protein
VOG21380	12	12	Xu	REFSEQ hypothetical protein
VOG21381	2	2	Xu	REFSEQ hypothetical protein
VOG21382	4	4	Xu	REFSEQ hypothetical protein
VOG21383	2	2	Xu	REFSEQ hypothetical protein
VOG21384	4	4	Xu	REFSEQ hypothetical protein
VOG21385	5	5	Xu	REFSEQ hypothetical protein
VOG21386	3	3	Xu	REFSEQ hypothetical protein
VOG21387	2	2	Xu	REFSEQ hypothetical protein
VOG21388	2	2	Xu	REFSEQ basic phosphorylated capsid protein
VOG21389	2	2	Xu	REFSEQ hypothetical protein
VOG21390	10	10	Xu	REFSEQ DNA polymerase
VOG21391	5	5	Xu	REFSEQ hypothetical protein
VOG21392	5	5	Xu	REFSEQ hypothetical protein
VOG21393	15	15	Xu	REFSEQ hypothetical protein
VOG21394	3	3	Xu	REFSEQ hypothetical protein
VOG21395	2	2	Xu	REFSEQ hypothetical protein
VOG21396	4	4	Xu	REFSEQ hypothetical protein
VOG21397	4	4	Xu	REFSEQ Cy178
VOG21398	2	2	Xu	REFSEQ hypothetical protein
VOG21399	2	2	Xu	REFSEQ hypothetical protein
VOG21400	3	3	Xu	REFSEQ hypothetical protein
VOG21401	2	2	Xu	REFSEQ hypothetical protein
VOG21402	2	2	Xu	REFSEQ listeria/bacteroides repeat protein
VOG21403	10	10	Xu	REFSEQ virion structural protein
VOG21404	3	3	Xs	sp|Q01268|MVP_INSV Movement protein
VOG21405	2	2	Xu	REFSEQ Orf27
VOG21406	3	2	Xu	REFSEQ protein ORF2
VOG21407	2	2	Xu	REFSEQ hypothetical protein
VOG21408	2	2	Xu	REFSEQ hypothetical protein
VOG21409	4	4	Xu	REFSEQ hypothetical protein
VOG21410	6	3	Xu	REFSEQ hypothetical protein
VOG21411	3	3	Xu	REFSEQ hypothetical protein
VOG21412	2	2	Xu	REFSEQ hypothetical protein
VOG21413	2	2	Xu	REFSEQ envelope protein
VOG21414	4	4	Xu	REFSEQ hypothetical protein
VOG21415	2	2	Xu	REFSEQ hypothetical protein
VOG21416	2	2	Xu	REFSEQ hypothetical protein
VOG21417	3	3	Xu	REFSEQ hypothetical protein
VOG21418	2	2	Xu	REFSEQ 034L
VOG21419	2	2	Xu	REFSEQ hypothetical protein
VOG21420	7	7	Xu	REFSEQ hypothetical protein
VOG21421	2	2	Xu	REFSEQ hypothetical protein
VOG21422	3	2	Xu	REFSEQ hypothetical protein
VOG21423	6	6	Xu	REFSEQ hypothetical protein
VOG21424	4	2	Xu	REFSEQ hypothetical protein
VOG21425	2	2	Xu	REFSEQ hypothetical protein
VOG21426	2	2	Xu	REFSEQ hypothetical protein
VOG21427	2	2	Xu	REFSEQ hypothetical protein
VOG21428	2	2	Xu	REFSEQ hypothetical protein
VOG21429	2	2	Xu	REFSEQ hypothetical protein
VOG21430	3	2	Xu	REFSEQ hypothetical protein
VOG21431	2	2	Xu	REFSEQ hypothetical protein
VOG21432	3	3	Xr	sp|P21312|ENDOR_ECOLX Probable replication endonuclease from retron Ec67
VOG21433	7	4	Xu	REFSEQ hypothetical protein
VOG21434	2	2	Xu	REFSEQ diguanylate cyclase
VOG21435	64	64	Xu	REFSEQ head decoration
VOG21436	5	5	Xu	REFSEQ hypothetical protein
VOG21437	5	4	Xu	REFSEQ hypothetical protein
VOG21438	2	2	Xu	REFSEQ hypothetical protein
VOG21439	3	3	Xu	REFSEQ putative Serine/threonine-protein kinase
VOG21440	2	2	Xu	REFSEQ hypothetical protein
VOG21441	52	52	Xu	REFSEQ head scaffolding protein
VOG21442	7	7	Xu	REFSEQ hypothetical protein
VOG21443	2	2	Xu	REFSEQ hypothetical protein
VOG21444	37	37	Xu	REFSEQ hypothetical protein
VOG21445	4	4	Xu	REFSEQ hypothetical protein
VOG21446	5	5	Xu	sp|A0QUB2|SECBL_MYCS2 SecB-like chaperone SmegB
VOG21447	6	6	Xu	REFSEQ hypothetical protein
VOG21448	2	2	Xu	REFSEQ hypothetical protein
VOG21449	2	2	Xu	REFSEQ hypothetical protein
VOG21450	3	3	Xu	REFSEQ hypothetical protein
VOG21451	2	2	Xu	REFSEQ ribosomal protein-like protein
VOG21452	4	4	Xu	REFSEQ hypothetical protein
VOG21453	3	3	Xu	REFSEQ hypothetical protein
VOG21454	2	2	Xu	REFSEQ hypothetical protein
VOG21455	5	5	Xu	REFSEQ hypothetical protein
VOG21456	22	22	Xu	REFSEQ hypothetical protein
VOG21457	2	2	Xu	REFSEQ gp4
VOG21458	3	3	Xu	REFSEQ hypothetical protein
VOG21459	36	36	Xu	REFSEQ hypothetical protein
VOG21460	2	2	Xu	REFSEQ hypothetical protein
VOG21461	4	4	Xu	REFSEQ hypothetical protein
VOG21462	3	3	Xu	REFSEQ hypothetical protein
VOG21463	23	16	Xu	REFSEQ hypothetical protein
VOG21464	4	4	Xu	REFSEQ hypothetical protein
VOG21465	15	15	Xu	REFSEQ hypothetical protein
VOG21466	2	2	Xu	REFSEQ hypothetical protein
VOG21467	18	18	Xu	REFSEQ DUF6096 family protein
VOG21468	12	12	Xu	REFSEQ hypothetical protein
VOG21469	32	32	Xu	REFSEQ hypothetical protein
VOG21470	2	2	Xu	REFSEQ hypothetical protein
VOG21471	3	3	Xu	REFSEQ hypothetical protein
VOG21472	3	3	Xu	REFSEQ hypothetical protein
VOG21473	2	2	Xu	REFSEQ toxin
VOG21474	3	2	Xu	REFSEQ hypothetical protein
VOG21475	3	3	Xu	REFSEQ hypothetical protein
VOG21476	3	3	Xu	REFSEQ hypothetical protein
VOG21477	2	2	Xu	REFSEQ hypothetical protein
VOG21478	4	4	Xu	REFSEQ holin
VOG21479	57	56	Xu	sp|P16786|UL49_HCMVA Uncharacterized protein UL49
VOG21480	2	2	Xu	REFSEQ 041L
VOG21481	5	5	Xu	REFSEQ hypothetical protein
VOG21482	3	3	Xu	REFSEQ hypothetical protein
VOG21483	3	3	Xu	REFSEQ hypothetical protein
VOG21484	2	2	Xu	REFSEQ hypothetical protein
VOG21485	4	4	Xu	REFSEQ hypothetical protein
VOG21486	2	2	Xu	REFSEQ hypothetical protein
VOG21487	2	2	Xu	REFSEQ hypothetical protein
VOG21488	4	4	Xu	REFSEQ hypothetical protein
VOG21489	2	2	Xu	REFSEQ hypothetical protein
VOG21490	20	20	Xu	REFSEQ hypothetical protein
VOG21491	2	2	Xu	REFSEQ hypothetical protein
VOG21492	5	5	Xu	REFSEQ hypothetical protein
VOG21493	2	2	Xu	REFSEQ hypothetical protein
VOG21494	4	4	Xu	REFSEQ hypothetical protein
VOG21495	2	2	Xu	REFSEQ hypothetical protein
VOG21496	4	4	Xu	REFSEQ hypothetical protein
VOG21497	2	2	Xs	sp|A7XXC1|DECO_BP234 Decoration protein
VOG21498	8	8	Xu	sp|Q5UQM4|YR431_MIMIV Putative 3'-5' exonuclease R431
VOG21499	2	2	Xu	REFSEQ hypothetical protein
VOG21500	6	6	Xu	REFSEQ hypothetical protein
VOG21501	2	2	Xu	REFSEQ hypothetical protein
VOG21502	2	2	Xu	REFSEQ hypothetical protein
VOG21503	4	4	Xu	REFSEQ hypothetical protein
VOG21504	2	2	Xu	REFSEQ hypothetical protein
VOG21505	2	2	Xu	REFSEQ hypothetical protein
VOG21506	3	3	Xu	REFSEQ hypothetical protein
VOG21507	3	3	Xu	REFSEQ virion structural protein
VOG21508	7	7	Xu	REFSEQ hypothetical protein
VOG21509	3	3	Xu	REFSEQ hypothetical protein
VOG21510	4	4	Xu	REFSEQ hypothetical protein
VOG21511	15	15	Xu	REFSEQ hypothetical protein
VOG21512	4	4	Xu	REFSEQ hypothetical protein
VOG21513	2	2	Xu	REFSEQ hypothetical protein
VOG21514	54	54	XhXrXs	sp|P20980|MCES_VACCC mRNA-capping enzyme regulatory subunit OPG124
VOG21515	3	2	Xu	REFSEQ hypothetical protein
VOG21516	2	2	Xu	REFSEQ hypothetical protein
VOG21517	210	210	Xp	sp|P69189|NDD_BPT2 Nucleoid disruption protein
VOG21518	16	16	Xu	REFSEQ hypothetical protein
VOG21519	3	3	Xu	REFSEQ hypothetical protein
VOG21520	2	2	Xu	REFSEQ hypothetical protein
VOG21521	2	2	Xu	REFSEQ hypothetical protein
VOG21522	6	6	Xu	REFSEQ hypothetical protein
VOG21523	6	6	XpXs	sp|P03661|G3P_BPFD Attachment protein G3P
VOG21524	5	5	Xu	REFSEQ hypothetical protein
VOG21525	5	5	Xu	REFSEQ hypothetical protein
VOG21526	2	2	Xu	REFSEQ hypothetical protein
VOG21527	2	2	Xu	REFSEQ hypothetical protein
VOG21528	3	3	Xu	REFSEQ hypothetical protein
VOG21529	2	2	Xu	REFSEQ hypothetical protein
VOG21530	2	2	Xu	REFSEQ rh61
VOG21531	4	4	Xu	REFSEQ hypothetical protein
VOG21532	2	2	Xu	REFSEQ hypothetical protein
VOG21533	2	2	Xu	REFSEQ hypothetical protein
VOG21534	2	2	Xu	REFSEQ hypothetical protein
VOG21535	2	2	Xu	REFSEQ 3-deoxy-8-phosphooctulonate synthase
VOG21536	2	2	Xu	REFSEQ hypothetical protein
VOG21537	2	2	Xu	REFSEQ hypothetical protein
VOG21538	2	2	Xu	REFSEQ hypothetical protein
VOG21539	6	6	Xu	REFSEQ hypothetical protein
VOG21540	2	2	Xu	REFSEQ hypothetical protein
VOG21541	3	3	Xu	REFSEQ hypothetical protein
VOG21542	2	2	Xu	REFSEQ putative orfan
VOG21543	3	3	Xu	REFSEQ hypothetical protein
VOG21544	6	6	Xu	REFSEQ hypothetical protein
VOG21545	5	5	Xu	REFSEQ hypothetical protein
VOG21546	37	37	Xu	REFSEQ hypothetical protein
VOG21547	7	7	Xu	sp|Q6GZQ5|070R_FRG3G Uncharacterized protein 070R
VOG21548	13	13	Xu	REFSEQ hypothetical protein
VOG21549	2	2	Xu	REFSEQ hypothetical protein
VOG21550	3	3	Xu	REFSEQ hypothetical protein
VOG21551	5	5	Xu	REFSEQ hypothetical protein
VOG21552	3	3	Xu	REFSEQ hypothetical protein
VOG21553	3	3	Xu	REFSEQ hypothetical protein
VOG21554	4	4	Xu	REFSEQ hypothetical protein
VOG21555	3	3	Xu	REFSEQ hypothetical protein
VOG21556	4	4	Xu	REFSEQ hypothetical protein
VOG21557	4	4	Xu	REFSEQ hypothetical protein
VOG21558	3	3	Xu	REFSEQ hypothetical protein
VOG21559	3	3	Xu	REFSEQ hypothetical protein
VOG21560	10	6	Xu	REFSEQ hypothetical protein
VOG21561	5	5	Xu	REFSEQ hypothetical protein
