index	L1	L2	L3	KO	Function	EC	Count
42211	Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K08269	ULK2, ATG1; serine/threonine-protein kinase ULK2	2.7.11.1	1
45575	Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K08269	ULK2, ATG1; serine/threonine-protein kinase ULK2	2.7.11.1	1
2502	Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K06117	E3.1.3.21; glycerol-1-phosphatase	3.1.3.21	1
2120	Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K02045	cysA; sulfate/thiosulfate transport system ATP-binding protein	7.3.2.3	2
9765	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02045	cysA; sulfate/thiosulfate transport system ATP-binding protein	7.3.2.3	2
45696	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02045	cysA; sulfate/thiosulfate transport system ATP-binding protein	7.3.2.3	2
3410	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	3.2.2.9	1
610	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01199	EGLC; glucan endo-1,3-beta-D-glucosidase	3.2.1.39	1
51924	Brite Hierarchies	Protein families: signaling and cellular processes	Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]	K01199	EGLC; glucan endo-1,3-beta-D-glucosidase	3.2.1.39	1
2146	Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K00387	SUOX; sulfite oxidase	1.8.3.1	1
1084	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00166	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	3
3498	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00166	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	3
36137	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
2292	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K07513	ACAA1; acetyl-CoA acyltransferase 1	2.3.1.16	1
2852	Metabolism	Lipid metabolism	alpha-Linolenic acid metabolism [PATH:ko00592]	K07513	ACAA1; acetyl-CoA acyltransferase 1	2.3.1.16	1
2883	Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids [PATH:ko01040]	K07513	ACAA1; acetyl-CoA acyltransferase 1	2.3.1.16	1
3522	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K07513	ACAA1; acetyl-CoA acyltransferase 1	2.3.1.16	1
15432	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K07513	ACAA1; acetyl-CoA acyltransferase 1	2.3.1.16	1
20084	Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K07513	ACAA1; acetyl-CoA acyltransferase 1	2.3.1.16	1
3354	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	4
3381	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	4
4367	Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	4
49085	Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	4
6708	Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid biosynthesis [PATH:ko00940]	K00588	E2.1.1.104; caffeoyl-CoA O-methyltransferase	2.1.1.104	1
6750	Metabolism	Biosynthesis of other secondary metabolites	Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]	K00588	E2.1.1.104; caffeoyl-CoA O-methyltransferase	2.1.1.104	1
6777	Metabolism	Biosynthesis of other secondary metabolites	Flavonoid biosynthesis [PATH:ko00941]	K00588	E2.1.1.104; caffeoyl-CoA O-methyltransferase	2.1.1.104	1
7498	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K04110	badA; benzoate-CoA ligase	6.2.1.25	2
7539	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K04110	badA; benzoate-CoA ligase	6.2.1.25	2
263	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00065	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	1.1.1.127	2
915	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K03777	dld; D-lactate dehydrogenase (quinone)	1.1.5.12	1
313	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K05351	E1.1.1.9; D-xylulose reductase	1.1.1.9	2
11127	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04459	DUSP, MKP; dual specificity MAP kinase phosphatase	3.1.3.16 3.1.3.48	3
23207	Organismal Systems	Development and regeneration	Axon regeneration [PATH:ko04361]	K04459	DUSP, MKP; dual specificity MAP kinase phosphatase	3.1.3.16 3.1.3.48	3
34966	Brite Hierarchies	Protein families: metabolism	Protein phosphatases and associated proteins [BR:ko01009]	K04459	DUSP, MKP; dual specificity MAP kinase phosphatase	3.1.3.16 3.1.3.48	3
2093	Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K05601	hcp; hydroxylamine reductase	1.7.99.1	6
10655	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K08348	fdnG; formate dehydrogenase-N, alpha subunit	1.17.5.3	1
47347	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K08348	fdnG; formate dehydrogenase-N, alpha subunit	1.17.5.3	1
5095	Metabolism	Glycan biosynthesis and metabolism	Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]	K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-	1
36039	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-	1
1883	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01070	frmB, ESD, fghA; S-formylglutathione hydrolase	3.1.2.12	1
860	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00656	E2.3.1.54, pflD; formate C-acetyltransferase	2.3.1.54	1
1094	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00656	E2.3.1.54, pflD; formate C-acetyltransferase	2.3.1.54	1
1256	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00656	E2.3.1.54, pflD; formate C-acetyltransferase	2.3.1.54	1
4099	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00453	TDO2, kynA; tryptophan 2,3-dioxygenase	1.13.11.11	1
54567	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03207	wcaH; colanic acid biosynthesis protein WcaH	3.6.1.-	1
5644	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K04720	cobD; threonine-phosphate decarboxylase	4.1.1.81	2
3149	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00207	DPYD; dihydropyrimidine dehydrogenase (NADP+)	1.3.1.2	1
4275	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism [PATH:ko00410]	K00207	DPYD; dihydropyrimidine dehydrogenase (NADP+)	1.3.1.2	1
5356	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K00207	DPYD; dihydropyrimidine dehydrogenase (NADP+)	1.3.1.2	1
8097	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00207	DPYD; dihydropyrimidine dehydrogenase (NADP+)	1.3.1.2	1
45067	Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K13531	adaB; methylated-DNA-[protein]-cysteine S-methyltransferase	2.1.1.63	2
3220	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	6.3.5.4	1
35214	Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	6.3.5.4	1
3152	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01464	DPYS, dht, hydA; dihydropyrimidinase	3.5.2.2	1
4278	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism [PATH:ko00410]	K01464	DPYS, dht, hydA; dihydropyrimidinase	3.5.2.2	1
5359	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01464	DPYS, dht, hydA; dihydropyrimidinase	3.5.2.2	1
8098	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K01464	DPYS, dht, hydA; dihydropyrimidinase	3.5.2.2	1
49088	Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01464	DPYS, dht, hydA; dihydropyrimidinase	3.5.2.2	1
4165	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00466	iaaM; tryptophan 2-monooxygenase	1.13.12.3	1
512	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26	2
591	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26	2
3197	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00943	tmk, DTYMK; dTMP kinase	2.7.4.9	1
1307	Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K01704	leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	4.2.1.33 4.2.1.35	2
3569	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01704	leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	4.2.1.33 4.2.1.35	2
54198	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00810	UBIAD1; menadiol prenyltransferase	2.5.1.-	3
5034	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
36234	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
36595	Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
4203	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K13503	trpEG; anthranilate synthase	4.1.3.27	3
4097	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K01666	mhpE; 4-hydroxy 2-oxovalerate aldolase	4.1.3.39	1
7459	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K01666	mhpE; 4-hydroxy 2-oxovalerate aldolase	4.1.3.39	1
7794	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K01666	mhpE; 4-hydroxy 2-oxovalerate aldolase	4.1.3.39	1
7910	Metabolism	Xenobiotics biodegradation and metabolism	Dioxin degradation [PATH:ko00621]	K01666	mhpE; 4-hydroxy 2-oxovalerate aldolase	4.1.3.39	1
4189	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K03786	aroQ, qutE; 3-dehydroquinate dehydratase II	4.2.1.10	1
9970	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10040	peb1B, glnP, glnM; aspartate/glutamate/glutamine transport system permease protein		1
45965	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10040	peb1B, glnP, glnM; aspartate/glutamate/glutamine transport system permease protein		1
10596	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K13532	kinD; two-component system, sporulation sensor kinase D	2.7.13.3	3
34633	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K13532	kinD; two-component system, sporulation sensor kinase D	2.7.13.3	3
48118	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13532	kinD; two-component system, sporulation sensor kinase D	2.7.13.3	3
53747	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00465	CCD1; carotenoid 9,10(9',10')-cleavage dioxygenase 1	1.13.11.-	1
7544	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K00141	xylC; benzaldehyde dehydrogenase (NAD)	1.2.1.28	2
7746	Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K00141	xylC; benzaldehyde dehydrogenase (NAD)	1.2.1.28	2
7765	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K00141	xylC; benzaldehyde dehydrogenase (NAD)	1.2.1.28	2
2094	Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K10535	hao; hydroxylamine dehydrogenase	1.7.2.6	1
5721	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	K03185	ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase	1.14.13.-	1
10443	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07650	cssS; two-component system, OmpR family, sensor histidine kinase CssS	2.7.13.3	4
34575	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07650	cssS; two-component system, OmpR family, sensor histidine kinase CssS	2.7.13.3	4
48003	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07650	cssS; two-component system, OmpR family, sensor histidine kinase CssS	2.7.13.3	4
10847	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K13816	rpfF; DSF synthase		1
17365	Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K13816	rpfF; DSF synthase		1
525	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K02080	agaI; galactosamine-6-phosphate isomerase	5.3.1.-	1
54072	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03830	yafP; putative acetyltransferase	2.3.1.-	1
10656	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K08349	fdnH; formate dehydrogenase-N, beta subunit		3
47348	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K08349	fdnH; formate dehydrogenase-N, beta subunit		3
11355	Environmental Information Processing	Signal transduction	MAPK signaling pathway - yeast [PATH:ko04011]	K11227	PBS2; mitogen-activated protein kinase kinase	2.7.12.2	1
15763	Cellular Processes	Transport and catabolism	Mitophagy - yeast [PATH:ko04139]	K11227	PBS2; mitogen-activated protein kinase kinase	2.7.12.2	1
34243	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K11227	PBS2; mitogen-activated protein kinase kinase	2.7.12.2	1
34102	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08793	STK32, YANK; serine/threonine kinase 32	2.7.11.1	1
54309	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K13278	ASPG; 60kDa lysophospholipase	3.1.1.5 3.1.1.47 3.5.1.1	1
2319	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K01909	mbtM; long-chain-fatty-acid--[acyl-carrier-protein] ligase	6.2.1.20	1
2320	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K05939	aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase	2.3.1.40 6.2.1.20	1
2641	Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K05939	aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase	2.3.1.40 6.2.1.20	1
3328	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K08688	E3.5.3.3; creatinase	3.5.3.3	1
3791	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K08688	E3.5.3.3; creatinase	3.5.3.3	1
34402	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08867	WNK, PRKWNK; WNK lysine deficient protein kinase	2.7.11.1	3
34862	Brite Hierarchies	Protein families: metabolism	Protein phosphatases and associated proteins [BR:ko01009]	K08867	WNK, PRKWNK; WNK lysine deficient protein kinase	2.7.11.1	3
36529	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K13001	wbyK; mannosyltransferase	2.4.1.-	1
274	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K08322	rspB; L-gulonate 5-dehydrogenase	1.1.1.380	1
11122	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04457	PPM1A, PP2CA; protein phosphatase 1A	3.1.3.16	1
34907	Brite Hierarchies	Protein families: metabolism	Protein phosphatases and associated proteins [BR:ko01009]	K04457	PPM1A, PP2CA; protein phosphatase 1A	3.1.3.16	1
11133	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04461	PPM1B, PP2CB; protein phosphatase 1B	3.1.3.16	1
11209	Environmental Information Processing	Signal transduction	MAPK signaling pathway - fly [PATH:ko04013]	K04461	PPM1B, PP2CB; protein phosphatase 1B	3.1.3.16	1
34908	Brite Hierarchies	Protein families: metabolism	Protein phosphatases and associated proteins [BR:ko01009]	K04461	PPM1B, PP2CB; protein phosphatase 1B	3.1.3.16	1
11274	Environmental Information Processing	Signal transduction	MAPK signaling pathway - plant [PATH:ko04016]	K14497	PP2C; protein phosphatase 2C	3.1.3.16	1
14133	Environmental Information Processing	Signal transduction	Plant hormone signal transduction [PATH:ko04075]	K14497	PP2C; protein phosphatase 2C	3.1.3.16	1
33420	Human Diseases	Endocrine and metabolic disease	Insulin resistance [PATH:ko04931]	K14497	PP2C; protein phosphatase 2C	3.1.3.16	1
275	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00040	uxuB; fructuronate reductase	1.1.1.57	3
1245	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00139	ALDH5A1; succinate-semialdehyde dehydrogenase	1.2.1.24	2
3252	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00139	ALDH5A1; succinate-semialdehyde dehydrogenase	1.2.1.24	2
9312	Genetic Information Processing	Folding, sorting and degradation	RNA degradation [PATH:ko03018]	K03732	rhlB; ATP-dependent RNA helicase RhlB	3.6.4.13	3
39690	Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K03732	rhlB; ATP-dependent RNA helicase RhlB	3.6.4.13	3
11087	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04424	ZAK, MLTK; sterile alpha motif and leucine zipper containing kinase AZK	2.7.11.25	4
34317	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K04424	ZAK, MLTK; sterile alpha motif and leucine zipper containing kinase AZK	2.7.11.25	4
4477	Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
8029	Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
8066	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450 [PATH:ko00982]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
8114	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
23432	Organismal Systems	Aging	Longevity regulating pathway - worm [PATH:ko04212]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
24322	Human Diseases	Cancer: overview	Pathways in cancer [PATH:ko05200]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
24948	Human Diseases	Cancer: overview	Chemical carcinogenesis - DNA adducts [PATH:ko05204]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
25082	Human Diseases	Cancer: overview	Chemical carcinogenesis - receptor activation [PATH:ko05207]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
25682	Human Diseases	Cancer: specific types	Hepatocellular carcinoma [PATH:ko05225]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
32657	Human Diseases	Cardiovascular disease	Fluid shear stress and atherosclerosis [PATH:ko05418]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
33918	Human Diseases	Drug resistance: antineoplastic	Platinum drug resistance [PATH:ko01524]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
46799	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
9802	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K11069	potD; spermidine/putrescine transport system substrate-binding protein		2
45730	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K11069	potD; spermidine/putrescine transport system substrate-binding protein		2
108	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01648	ACLY; ATP citrate (pro-S)-lyase	2.3.3.8	1
1799	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01648	ACLY; ATP citrate (pro-S)-lyase	2.3.3.8	1
48888	Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01648	ACLY; ATP citrate (pro-S)-lyase	2.3.3.8	1
34391	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08864	TLK; tousled-like kinase	2.7.11.1	2
3656	Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K09251	patA; putrescine aminotransferase	2.6.1.82	1
3808	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K09251	patA; putrescine aminotransferase	2.6.1.82	1
37094	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K09251	patA; putrescine aminotransferase	2.6.1.82	1
54363	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K07314	pphB; serine/threonine protein phosphatase 2	3.1.3.16	1
3509	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00253	IVD, ivd; isovaleryl-CoA dehydrogenase	1.3.8.4	2
11243	Environmental Information Processing	Signal transduction	MAPK signaling pathway - plant [PATH:ko04016]	K13413	MKK4_5; mitogen-activated protein kinase kinase 4/5	2.7.12.2	2
14138	Environmental Information Processing	Signal transduction	Plant hormone signal transduction [PATH:ko04075]	K13413	MKK4_5; mitogen-activated protein kinase kinase 4/5	2.7.12.2	2
23878	Organismal Systems	Environmental adaptation	Plant-pathogen interaction [PATH:ko04626]	K13413	MKK4_5; mitogen-activated protein kinase kinase 4/5	2.7.12.2	2
34248	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K13413	MKK4_5; mitogen-activated protein kinase kinase 4/5	2.7.12.2	2
11027	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
11176	Environmental Information Processing	Signal transduction	MAPK signaling pathway - fly [PATH:ko04013]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
11429	Environmental Information Processing	Signal transduction	ErbB signaling pathway [PATH:ko04012]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
11586	Environmental Information Processing	Signal transduction	Ras signaling pathway [PATH:ko04014]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
11774	Environmental Information Processing	Signal transduction	Rap1 signaling pathway [PATH:ko04015]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
12300	Environmental Information Processing	Signal transduction	VEGF signaling pathway [PATH:ko04370]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
12384	Environmental Information Processing	Signal transduction	Apelin signaling pathway [PATH:ko04371]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
12698	Environmental Information Processing	Signal transduction	TNF signaling pathway [PATH:ko04668]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
12774	Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
12894	Environmental Information Processing	Signal transduction	FoxO signaling pathway [PATH:ko04068]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
13231	Environmental Information Processing	Signal transduction	Phospholipase D signaling pathway [PATH:ko04072]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
13344	Environmental Information Processing	Signal transduction	Sphingolipid signaling pathway [PATH:ko04071]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
13469	Environmental Information Processing	Signal transduction	cAMP signaling pathway [PATH:ko04024]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
13650	Environmental Information Processing	Signal transduction	cGMP-PKG signaling pathway [PATH:ko04022]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
13716	Environmental Information Processing	Signal transduction	PI3K-Akt signaling pathway [PATH:ko04151]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
14098	Environmental Information Processing	Signal transduction	mTOR signaling pathway [PATH:ko04150]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
15492	Cellular Processes	Transport and catabolism	Autophagy - animal [PATH:ko04140]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
16172	Cellular Processes	Cell growth and death	Oocyte meiosis [PATH:ko04114]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
16340	Cellular Processes	Cell growth and death	Apoptosis [PATH:ko04210]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
16695	Cellular Processes	Cell growth and death	Cellular senescence [PATH:ko04218]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
16892	Cellular Processes	Cellular community - eukaryotes	Focal adhesion [PATH:ko04510]	K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	2.7.12.2	4
