L1	L2	L3	L4	KO	Function	EC	Count
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	4.2.1.-	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	4.2.1.-	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	4.2.1.-	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	4.2.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	4.2.1.-	1
20_Hydrolysis of polymers	Xylose			K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	4.2.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K02510	hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase	4.1.2.52	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02517	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase	2.3.1.241 2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02517	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase	2.3.1.241 2.3.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K02523	ispB; octaprenyl-diphosphate synthase	2.5.1.90	1
21_Cellular response to stress	Response to nitrosative stress			K02523	ispB; octaprenyl-diphosphate synthase	2.5.1.90	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K02533	lasT; tRNA/rRNA methyltransferase	2.1.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02533	lasT; tRNA/rRNA methyltransferase	2.1.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3.5.1.108	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3.5.1.108	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	2.3.1.191	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	2.3.1.191	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K02554	mhpD; 2-keto-4-pentenoate hydratase	4.2.1.80	1
09_Carbohydrate Active enzyme - CAZy	Polysaccharide lyase			K02554	mhpD; 2-keto-4-pentenoate hydratase	4.2.1.80	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2.4.1.227	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2.4.1.227	1
12_Transporters	Major Facilitator superfamily (MFS)	Nitrate/nitrite transporters	Nitrate/nitrite porter (nnp) family [tc:2.A.1.8]	K02575	NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter		1
11_Nitrogen cycle	Nitrogen Fixation			K02586	nifD; nitrogenase molybdenum-iron protein alpha chain	1.18.6.1	1
11_Nitrogen cycle	Nitrogen Fixation			K02591	nifK; nitrogenase molybdenum-iron protein beta chain	1.18.6.1	1
13_Hydrogen metabolism	Hydrogen production VII (chlorophyta, cyanobacteria)			K02636	petC; cytochrome b6-f complex iron-sulfur subunit	7.1.1.6	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K02687	prmA; ribosomal protein L11 methyltransferase	2.1.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02687	prmA; ribosomal protein L11 methyltransferase	2.1.1.-	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Phosphocarrier protein hpr	K02784	ptsH; phosphocarrier protein HPr		1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannose-specific II component [mD:m00276]	K02793	manXa; mannose PTS system EIIA component	2.7.1.191	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02793	manXa; mannose PTS system EIIA component	2.7.1.191	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02793	manXa; mannose PTS system EIIA component	2.7.1.191	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02793	manXa; mannose PTS system EIIA component	2.7.1.191	1
20_Hydrolysis of polymers	Starch			K02793	manXa; mannose PTS system EIIA component	2.7.1.191	1
20_Hydrolysis of polymers	Mannose			K02793	manXa; mannose PTS system EIIA component	2.7.1.191	1
20_Hydrolysis of polymers	Galactose			K02793	manXa; mannose PTS system EIIA component	2.7.1.191	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Nitrogen regulatory II component	K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
20_Hydrolysis of polymers	Starch			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
20_Hydrolysis of polymers	Mannose			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
20_Hydrolysis of polymers	Galactose			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03040	rpoA; DNA-directed RNA polymerase subunit alpha	2.7.7.6	1
07_Nucleic acid metabolism	Purine metabolism			K03040	rpoA; DNA-directed RNA polymerase subunit alpha	2.7.7.6	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03046	rpoC; DNA-directed RNA polymerase subunit beta'	2.7.7.6	1
07_Nucleic acid metabolism	Purine metabolism			K03046	rpoC; DNA-directed RNA polymerase subunit beta'	2.7.7.6	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03060	rpoZ; DNA-directed RNA polymerase subunit omega	2.7.7.6	1
07_Nucleic acid metabolism	Purine metabolism			K03060	rpoZ; DNA-directed RNA polymerase subunit omega	2.7.7.6	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K03179	ubiA; 4-hydroxybenzoate polyprenyltransferase	2.5.1.39	1
21_Cellular response to stress	Response to nitrosative stress			K03179	ubiA; 4-hydroxybenzoate polyprenyltransferase	2.5.1.39	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03183	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	2.1.1.163 2.1.1.201	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03183	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	2.1.1.163 2.1.1.201	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K03185	ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase	1.14.13.-	1
21_Cellular response to stress	Cellular response to stress			K03185	ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase	1.14.13.-	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase	2.1.1.190	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase	2.1.1.190	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03216	trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase	2.1.1.207	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03216	trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase	2.1.1.207	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase	2.1.1.185	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase	2.1.1.185	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03269	lpxH; UDP-2,3-diacylglucosamine hydrolase	3.6.1.54	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03276	waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K03276	waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K03276	waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K03276	waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase	2.4.1.-	1
20_Hydrolysis of polymers	Mannose			K03276	waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase	2.4.1.-	1
21_Cellular response to stress	Response to osmotic stress			K03276	waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase	2.4.1.-	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K03279	waaJ, rfaJ; UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase	2.4.1.58	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03279	waaJ, rfaJ; UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase	2.4.1.58	1
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar efflux transporter (sEt) [tc:2.A.1.20]	K03291	MFS.SET; MFS transporter, SET family, sugar efflux transporter		1
20_Hydrolysis of polymers	Xylose			K03331	DCXR; L-xylulose reductase	1.1.1.10	1
20_Hydrolysis of polymers	Xylose			K03337	iolB; 5-deoxy-glucuronate isomerase	5.3.1.30	1
20_Hydrolysis of polymers	Galactose			K03337	iolB; 5-deoxy-glucuronate isomerase	5.3.1.30	1
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K03366	butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	1
01_Fermentation	Acetoin biosynthesis	Acetoin biosynthesis III		K03366	butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	1
01_Fermentation	Acetoin biosynthesis	(s,s)-butanediol biosynthesis		K03366	butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	1
01_Fermentation	Acetoin biosynthesis	Meso-butanediol biosynthesis I		K03366	butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	1
01_Fermentation	Acetoin biosynthesis	Superpathway of (R,R)-butanediol biosynthesis		K03366	butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	1
01_Fermentation	Acetoin biosynthesis	Superpathway of 2,3-butanediol biosynthesis		K03366	butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K03392	ACMSD; aminocarboxymuconate-semialdehyde decarboxylase	4.1.1.45	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K03392	ACMSD; aminocarboxymuconate-semialdehyde decarboxylase	4.1.1.45	1
15_Methylotrophy	Formaldehyde oxidation (glutathione-dependent)			K03396	gfa; S-(hydroxymethyl)glutathione synthase	4.4.1.22	1
21_Cellular response to stress	Cellular response to osmotic stress			K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA	2.7.13.3	1
21_Cellular response to stress	Cellular response to stress			K03424	tatD; TatD DNase family protein	3.1.21.-	1
01_Fermentation	Lysine fermentation to acetate and butyrate			K03431	glmM; phosphoglucosamine mutase	5.4.2.10	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Murein		K03431	glmM; phosphoglucosamine mutase	5.4.2.10	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03438	mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase	2.1.1.199	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03438	mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase	2.1.1.199	1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K03445	nepI; MFS transporter, DHA1 family, purine ribonucleoside efflux pump		1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Cyanate porter (cp) family [tc:2.A.1.17]	K03449	MFS.CP; MFS transporter, CP family, cyanate transporter		1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03500	rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase	2.1.1.176	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03500	rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase	2.1.1.176	1
21_Cellular response to stress	Cellular response to stress			K03564	BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin	1.11.1.24	1
21_Cellular response to stress	Response to nitrosative stress			K03564	BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin	1.11.1.24	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03574	mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase	3.6.1.55	1
21_Cellular response to stress	Cellular response to oxidative stress			K03575	mutY; A/G-specific adenine glycosylase	3.2.2.31	1
21_Cellular response to stress	Cellular response to osmotic stress			K03579	hrpB; ATP-dependent helicase HrpB	3.6.4.13	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K03587	ftsI; cell division protein FtsI (penicillin-binding protein 3)	3.4.16.4	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K03587	ftsI; cell division protein FtsI (penicillin-binding protein 3)	3.4.16.4	1
21_Cellular response to stress	Cellular response to oxidative stress			K03648	UNG, UDG; uracil-DNA glycosylase	3.2.2.27	1
21_Cellular response to stress	Cellular response to oxidative stress			K03649	mug; double-stranded uracil-DNA glycosylase	3.2.2.28	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K03652	MPG; DNA-3-methyladenine glycosylase	3.2.2.21	1
21_Cellular response to stress	Response to nitrosative stress			K03652	MPG; DNA-3-methyladenine glycosylase	3.2.2.21	1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K03762	proP; MFS transporter, MHS family, proline/betaine transporter		1
21_Cellular response to stress	Response to osmotic stress			K03768	PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B)	5.2.1.8	1
21_Cellular response to stress	Response to osmotic stress			K03769	ppiC; peptidyl-prolyl cis-trans isomerase C	5.2.1.8	1
21_Cellular response to stress	Response to osmotic stress			K03770	ppiD; peptidyl-prolyl cis-trans isomerase D	5.2.1.8	1
21_Cellular response to stress	Response to osmotic stress			K03771	surA; peptidyl-prolyl cis-trans isomerase SurA	5.2.1.8	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K03781	katE, CAT, catB, srpA; catalase	1.11.1.6	1
15_Methylotrophy	Methane oxidation to cO2			K03781	katE, CAT, catB, srpA; catalase	1.11.1.6	1
21_Cellular response to stress	Cellular response to stress			K03781	katE, CAT, catB, srpA; catalase	1.11.1.6	1
21_Cellular response to stress	Response to oxidative stress			K03781	katE, CAT, catB, srpA; catalase	1.11.1.6	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K03782	katG; catalase-peroxidase	1.11.1.21	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K03782	katG; catalase-peroxidase	1.11.1.21	1
15_Methylotrophy	Methane oxidation to cO2			K03782	katG; catalase-peroxidase	1.11.1.21	1
21_Cellular response to stress	Cellular response to stress			K03782	katG; catalase-peroxidase	1.11.1.21	1
21_Cellular response to stress	Response to oxidative stress			K03782	katG; catalase-peroxidase	1.11.1.21	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03783	punA, PNP; purine-nucleoside phosphorylase	2.4.2.1	1
07_Nucleic acid metabolism	Purine metabolism			K03783	punA, PNP; purine-nucleoside phosphorylase	2.4.2.1	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K03786	aroQ, qutE; 3-dehydroquinate dehydratase II	4.2.1.10	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K03786	aroQ, qutE; 3-dehydroquinate dehydratase II	4.2.1.10	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03787	surE; 5'-nucleotidase	3.1.3.5	1
07_Nucleic acid metabolism	Purine metabolism			K03787	surE; 5'-nucleotidase	3.1.3.5	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
20_Hydrolysis of polymers	Mannose			K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
21_Cellular response to stress	Response to osmotic stress			K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03820	lnt; apolipoprotein N-acyltransferase	2.3.1.269	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03820	lnt; apolipoprotein N-acyltransferase	2.3.1.269	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03821	phbC, phaC; polyhydroxyalkanoate synthase subunit PhaC	2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03821	phbC, phaC; polyhydroxyalkanoate synthase subunit PhaC	2.3.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03824	yhbS; putative acetyltransferase	2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03824	yhbS; putative acetyltransferase	2.3.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03825	aaaT; L-phenylalanine/L-methionine N-acetyltransferase	2.3.1.53 2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03825	aaaT; L-phenylalanine/L-methionine N-acetyltransferase	2.3.1.53 2.3.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03826	yiaC; putative acetyltransferase	2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03826	yiaC; putative acetyltransferase	2.3.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03828	yjgM; putative acetyltransferase	2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03828	yjgM; putative acetyltransferase	2.3.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03829	yedL; putative acetyltransferase	2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03829	yedL; putative acetyltransferase	2.3.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03830	yafP; putative acetyltransferase	2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03830	yafP; putative acetyltransferase	2.3.1.-	1
21_Cellular response to stress	Response to osmotic stress			K03885	ndh; NADH:ubiquinone reductase (H+-translocating)	7.1.1.2	1
21_Cellular response to stress	Response to osmotic stress			K03934	NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1	7.1.1.2	1
21_Cellular response to stress	Response to osmotic stress			K03935	NDUFS2; NADH dehydrogenase (ubiquinone) Fe-S protein 2	7.1.1.2	1
21_Cellular response to stress	Response to osmotic stress			K03936	NDUFS3; NADH dehydrogenase (ubiquinone) Fe-S protein 3	7.1.1.2	1
21_Cellular response to stress	Response to osmotic stress			K03937	NDUFS4; NADH dehydrogenase (ubiquinone) Fe-S protein 4		1
21_Cellular response to stress	Response to osmotic stress			K03940	NDUFS7; NADH dehydrogenase (ubiquinone) Fe-S protein 7	7.1.1.2	1
21_Cellular response to stress	Response to osmotic stress			K03941	NDUFS8; NADH dehydrogenase (ubiquinone) Fe-S protein 8	7.1.1.2	1
21_Cellular response to stress	Response to osmotic stress			K03942	NDUFV1; NADH dehydrogenase (ubiquinone) flavoprotein 1	7.1.1.2	1
21_Cellular response to stress	Response to osmotic stress			K03953	NDUFA9; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9		1
21_Cellular response to stress	Cellular response to stress			K03981	dsbC; thiol:disulfide interchange protein DsbC	5.3.4.1	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Murein		K04042	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase	2.7.7.23 2.3.1.157	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K04092	tyrA1; chorismate mutase	5.4.99.5	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K04092	tyrA1; chorismate mutase	5.4.99.5	1
21_Cellular response to stress	Cellular response to stress			K04097	HPGDS; prostaglandin-H2 D-isomerase / glutathione transferase	5.3.99.2 2.5.1.18	1
08_Hydrocarbon degradation	Nitoaromatics degradation			K04098	chqB; hydroxyquinol 1,2-dioxygenase	1.13.11.37	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K04102	pht5; 4,5-dihydroxyphthalate decarboxylase	4.1.1.55	1
08_Hydrocarbon degradation	Polycyclic aromatic hydrocarbon degradation			K04102	pht5; 4,5-dihydroxyphthalate decarboxylase	4.1.1.55	1
08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K04102	pht5; 4,5-dihydroxyphthalate decarboxylase	4.1.1.55	1
08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K04110	badA; benzoate-CoA ligase	6.2.1.25	1
06_Amino acid utilization biosynthesis metabolism	Transamination			K04487	iscS, NFS1; cysteine desulfurase	2.8.1.7	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K04518	pheA2; prephenate dehydratase	4.2.1.51	1
21_Cellular response to stress	Cellular response to stress			K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	1
21_Cellular response to stress	Response to oxidative stress			K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	1
21_Cellular response to stress	Cellular response to stress			K04565	SOD1; superoxide dismutase, Cu-Zn family	1.15.1.1	1
21_Cellular response to stress	Response to oxidative stress			K04565	SOD1; superoxide dismutase, Cu-Zn family	1.15.1.1	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K04765	mazG; nucleoside triphosphate diphosphatase	3.6.1.9	1
07_Nucleic acid metabolism	Purine metabolism			K04765	mazG; nucleoside triphosphate diphosphatase	3.6.1.9	1
