#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG19602	4	4	Xu	REFSEQ hypothetical protein
VOG19603	4	4	Xu	REFSEQ hypothetical protein
VOG19604	4	4	Xu	REFSEQ hypothetical protein
VOG19605	3	3	Xu	REFSEQ hypothetical protein
VOG19606	3	3	Xu	REFSEQ hypothetical protein
VOG19607	3	3	Xu	REFSEQ hypothetical protein
VOG19608	7	7	Xu	REFSEQ hypothetical protein
VOG19609	8	8	Xu	REFSEQ membrane protein
VOG19610	8	8	Xu	REFSEQ hypothetical protein
VOG19611	4	4	Xu	REFSEQ hypothetical protein
VOG19612	12	12	Xu	REFSEQ hypothetical protein
VOG19613	5	5	Xu	REFSEQ hypothetical protein
VOG19614	3	3	Xu	REFSEQ hypothetical protein
VOG19615	9	9	Xu	REFSEQ hypothetical protein
VOG19616	8	8	Xu	sp|P15317|YHYA_BPH44 Uncharacterized 65 kDa protein in hyaluronidase region
VOG19617	5	4	Xu	REFSEQ hypothetical protein
VOG19618	3	3	Xu	REFSEQ hypothetical protein
VOG19619	4	4	Xu	REFSEQ hypothetical protein
VOG19620	3	3	Xu	REFSEQ head-tail connector protein
VOG19621	9	9	Xu	REFSEQ hypothetical protein
VOG19622	3	3	Xu	REFSEQ hypothetical protein
VOG19623	5	5	Xu	REFSEQ hypothetical protein
VOG19624	3	3	Xu	REFSEQ hypothetical protein
VOG19625	3	3	Xu	REFSEQ hypothetical protein
VOG19626	4	4	Xu	REFSEQ hypothetical protein
VOG19627	5	5	Xu	REFSEQ hypothetical protein
VOG19628	5	5	Xu	REFSEQ hypothetical protein
VOG19629	5	5	Xu	REFSEQ hypothetical protein
VOG19630	5	5	Xu	REFSEQ hypothetical protein
VOG19631	5	5	Xu	REFSEQ hypothetical protein
VOG19632	61	61	Xu	REFSEQ hypothetical protein
VOG19633	5	5	Xu	REFSEQ hypothetical protein
VOG19634	5	5	Xu	REFSEQ hypothetical protein
VOG19635	5	5	Xu	REFSEQ peptidase
VOG19636	5	5	Xu	REFSEQ hypothetical protein
VOG19637	5	5	Xu	REFSEQ hypothetical protein
VOG19638	5	5	Xu	REFSEQ virion structural protein
VOG19639	5	5	Xu	REFSEQ hypothetical protein
VOG19640	5	5	Xu	REFSEQ hypothetical protein
VOG19641	5	5	Xu	REFSEQ hypothetical protein
VOG19642	5	5	Xu	REFSEQ hypothetical protein
VOG19643	5	5	Xu	REFSEQ hypothetical protein
VOG19644	5	5	Xu	REFSEQ hypothetical protein
VOG19645	5	5	Xu	REFSEQ hypothetical protein
VOG19646	5	5	Xu	REFSEQ hypothetical protein
VOG19647	5	5	Xu	REFSEQ hypothetical protein
VOG19648	5	5	Xu	REFSEQ hypothetical protein
VOG19649	16	16	Xu	REFSEQ hypothetical protein
VOG19650	5	5	Xu	REFSEQ hypothetical protein
VOG19651	15	15	Xu	REFSEQ hypothetical protein
VOG19652	5	5	Xu	REFSEQ hypothetical protein
VOG19653	5	5	Xu	REFSEQ hypothetical protein
VOG19654	5	5	Xu	REFSEQ hypothetical protein
VOG19655	5	5	Xu	REFSEQ hypothetical protein
VOG19656	5	5	Xu	REFSEQ hypothetical protein
VOG19657	5	5	Xu	REFSEQ hypothetical protein
VOG19658	5	5	Xu	REFSEQ putative capsid protein
VOG19659	5	5	Xu	REFSEQ hypothetical protein
VOG19660	4	4	Xu	REFSEQ putative glycoprotein
VOG19661	5	5	Xu	REFSEQ hypothetical protein
VOG19662	5	5	Xu	REFSEQ hypothetical protein
VOG19663	4	4	Xu	REFSEQ membrane protein
VOG19664	10	10	Xu	REFSEQ hypothetical protein
VOG19665	5	5	Xu	REFSEQ hypothetical protein
VOG19666	4	4	Xu	REFSEQ hypothetical protein
VOG19667	4	4	Xu	REFSEQ PcfU
VOG19668	6	6	Xu	REFSEQ hypothetical protein
VOG19669	5	5	Xu	REFSEQ hypothetical protein
VOG19670	5	5	Xu	REFSEQ hypothetical protein
VOG19671	5	5	Xu	REFSEQ hypothetical protein
VOG19672	5	5	Xu	REFSEQ hypothetical protein
VOG19673	3	3	Xu	REFSEQ hypothetical protein
VOG19674	3	3	Xu	REFSEQ hypothetical protein
VOG19675	3	3	Xu	REFSEQ hypothetical protein
VOG19676	3	3	Xu	REFSEQ hypothetical protein
VOG19677	3	3	Xu	REFSEQ hypothetical protein
VOG19678	5	5	Xu	REFSEQ hypothetical protein
VOG19679	3	3	Xu	REFSEQ hypothetical protein
VOG19680	3	3	Xu	REFSEQ hypothetical protein
VOG19681	3	3	Xu	REFSEQ hypothetical protein
VOG19682	3	3	Xu	REFSEQ hypothetical protein
VOG19683	3	3	Xu	REFSEQ hypothetical protein
VOG19684	3	3	Xu	REFSEQ hypothetical protein
VOG19685	3	3	Xu	REFSEQ hypothetical protein
VOG19686	6	6	Xu	REFSEQ hypothetical protein
VOG19687	3	3	Xu	REFSEQ hypothetical protein
VOG19688	3	3	Xu	REFSEQ hypothetical protein
VOG19689	3	3	Xu	REFSEQ hypothetical protein
VOG19690	3	3	Xu	REFSEQ hypothetical protein
VOG19691	3	3	Xu	REFSEQ hypothetical protein
VOG19692	4	4	Xu	REFSEQ hypothetical protein
VOG19693	4	4	Xu	REFSEQ hypothetical protein
VOG19694	5	3	Xu	REFSEQ hypothetical protein
VOG19695	5	5	Xu	REFSEQ hypothetical protein
VOG19696	3	3	Xu	REFSEQ hypothetical protein
VOG19697	3	3	Xu	REFSEQ hypothetical protein
VOG19698	4	4	Xu	sp|P14322|YI90_MYCPC Insertion element IS900 uncharacterized 42 kDa protein
VOG19699	3	3	Xu	REFSEQ hypothetical protein
VOG19700	3	3	Xu	REFSEQ hypothetical protein
VOG19701	3	3	Xu	REFSEQ hypothetical protein
VOG19702	22	22	Xu	REFSEQ hypothetical protein
VOG19703	16	16	Xu	REFSEQ hypothetical protein
VOG19704	23	23	Xu	REFSEQ hol-like chemotaxis
VOG19705	22	22	Xu	REFSEQ hypothetical protein
VOG19706	24	24	Xu	REFSEQ hypothetical protein
VOG19707	15	15	Xu	REFSEQ hypothetical protein
VOG19708	7	7	Xu	REFSEQ hypothetical protein
VOG19709	22	22	Xu	REFSEQ hypothetical protein
VOG19710	22	22	Xu	REFSEQ hypothetical protein
VOG19711	21	21	Xu	REFSEQ hypothetical protein
VOG19712	24	24	Xu	REFSEQ hypothetical protein
VOG19713	22	22	Xu	REFSEQ hypothetical protein
VOG19714	11	11	Xu	REFSEQ hypothetical protein
VOG19715	22	22	Xu	REFSEQ hypothetical protein
VOG19716	22	22	Xu	REFSEQ hypothetical protein
VOG19717	13	13	Xu	REFSEQ hypothetical protein
VOG19718	19	19	Xu	REFSEQ hypothetical protein
VOG19719	10	10	Xu	REFSEQ hypothetical protein
VOG19720	4	4	Xu	REFSEQ hypothetical protein
VOG19721	31	31	Xu	REFSEQ hypothetical protein
VOG19722	7	7	Xu	REFSEQ hypothetical protein
VOG19723	28	28	Xu	REFSEQ hypothetical protein
VOG19724	31	31	Xu	REFSEQ hypothetical protein
VOG19725	32	32	Xu	REFSEQ hypothetical protein
VOG19726	3	3	Xu	REFSEQ hypothetical protein
VOG19727	3	3	Xu	REFSEQ hypothetical protein
VOG19728	3	3	Xu	REFSEQ hypothetical protein
VOG19729	12	12	Xu	REFSEQ hypothetical protein
VOG19730	8	8	Xu	REFSEQ hypothetical protein
VOG19731	28	28	Xu	REFSEQ hypothetical protein
VOG19732	9	9	Xu	REFSEQ hypothetical protein
VOG19733	12	12	Xu	REFSEQ hypothetical protein
VOG19734	12	12	Xu	REFSEQ hypothetical protein
VOG19735	4	4	Xu	REFSEQ hypothetical protein
VOG19736	12	12	Xu	REFSEQ hypothetical protein
VOG19737	12	12	Xu	REFSEQ hypothetical protein
VOG19738	13	13	Xu	REFSEQ hypothetical protein
VOG19739	12	12	Xu	REFSEQ hypothetical protein
VOG19740	12	12	Xu	REFSEQ hypothetical protein
VOG19741	6	6	Xu	REFSEQ hypothetical protein
VOG19742	12	12	Xu	REFSEQ membrane protein
VOG19743	12	12	Xu	REFSEQ hypothetical protein
VOG19744	12	12	Xu	REFSEQ hypothetical protein
VOG19745	11	11	Xu	REFSEQ hypothetical protein
VOG19746	12	12	Xu	REFSEQ hypothetical protein
VOG19747	7	7	Xu	REFSEQ hypothetical protein
VOG19748	10	10	Xu	REFSEQ hypothetical protein
VOG19749	12	12	Xu	REFSEQ hypothetical protein
VOG19750	12	12	Xu	REFSEQ hypothetical protein
VOG19751	12	12	Xu	REFSEQ hypothetical protein
VOG19752	12	12	Xu	REFSEQ hypothetical protein
VOG19753	12	12	Xu	REFSEQ hypothetical protein
VOG19754	12	12	Xu	REFSEQ hypothetical protein
VOG19755	12	12	Xu	REFSEQ hypothetical protein
VOG19756	8	8	Xu	REFSEQ hypothetical protein
VOG19757	11	11	Xu	REFSEQ hypothetical protein
VOG19758	10	10	Xu	REFSEQ hypothetical protein
VOG19759	12	12	Xu	REFSEQ hypothetical protein
VOG19760	12	12	Xu	REFSEQ hypothetical protein
VOG19761	3	3	Xu	REFSEQ hypothetical protein
VOG19762	7	7	Xu	REFSEQ hypothetical protein
VOG19763	6	6	Xu	REFSEQ hypothetical protein
VOG19764	9	9	Xu	REFSEQ hypothetical protein
VOG19765	4	4	Xu	REFSEQ hypothetical protein
VOG19766	4	4	Xu	REFSEQ hypothetical protein
VOG19767	4	4	Xu	REFSEQ hypothetical protein
VOG19768	4	4	Xu	REFSEQ terminase small subunit
VOG19769	4	4	Xu	REFSEQ hypothetical protein
VOG19770	4	4	Xu	REFSEQ hypothetical protein
VOG19771	4	4	Xu	REFSEQ hypothetical protein
VOG19772	4	4	Xu	REFSEQ methyltransferase
VOG19773	4	4	Xu	REFSEQ head maturation protease
VOG19774	4	4	Xu	REFSEQ hypothetical protein
VOG19775	4	4	Xu	REFSEQ hypothetical protein
VOG19776	4	4	Xu	REFSEQ hypothetical protein
VOG19777	4	4	Xu	REFSEQ hypothetical protein
VOG19778	4	4	Xu	REFSEQ hypothetical protein
VOG19779	4	4	Xu	REFSEQ head-tail connector protein
VOG19780	4	4	Xu	REFSEQ hypothetical protein
VOG19781	4	4	Xu	REFSEQ hypothetical protein
VOG19782	4	4	Xu	REFSEQ hypothetical protein
VOG19783	4	4	Xu	REFSEQ hypothetical protein
VOG19784	4	4	Xu	REFSEQ hypothetical protein
VOG19785	4	4	Xu	REFSEQ hypothetical protein
VOG19786	4	4	Xu	REFSEQ hypothetical protein
VOG19787	4	4	Xu	REFSEQ hypothetical protein
VOG19788	4	4	Xu	REFSEQ hypothetical protein
VOG19789	7	7	Xu	REFSEQ hypothetical protein
VOG19790	4	4	Xu	REFSEQ hypothetical protein
VOG19791	4	4	Xu	REFSEQ hypothetical protein
VOG19792	4	4	Xu	REFSEQ hypothetical protein
VOG19793	4	4	Xu	REFSEQ hypothetical protein
VOG19794	4	4	Xu	REFSEQ hypothetical protein
VOG19795	3	3	Xu	REFSEQ hypothetical protein
VOG19796	4	4	Xu	REFSEQ hypothetical protein
VOG19797	3	3	Xu	REFSEQ HTH DNA binding protein
VOG19798	4	4	Xu	REFSEQ hypothetical protein
VOG19799	4	4	Xu	REFSEQ hypothetical protein
VOG19800	4	4	Xu	REFSEQ hypothetical protein
VOG19801	4	4	Xu	REFSEQ HTH DNA binding protein
VOG19802	19	19	Xu	REFSEQ minor tail protein
VOG19803	5	5	Xu	REFSEQ hypothetical protein
VOG19804	4	4	Xu	REFSEQ hypothetical protein
VOG19805	4	4	Xu	REFSEQ hypothetical protein
VOG19806	4	4	Xu	REFSEQ hypothetical protein
VOG19807	4	4	Xu	REFSEQ hypothetical protein
VOG19808	4	4	Xu	REFSEQ endolysin
VOG19809	4	4	Xu	REFSEQ HTH DNA binding protein
VOG19810	4	4	Xu	REFSEQ HTH DNA binding protein
VOG19811	25	25	Xu	REFSEQ hypothetical protein
VOG19812	4	4	Xu	REFSEQ hypothetical protein
VOG19813	4	4	Xu	REFSEQ HTH DNA binding protein
VOG19814	4	4	Xu	REFSEQ hypothetical protein
VOG19815	5	5	Xu	REFSEQ hypothetical protein
VOG19816	6	6	Xu	REFSEQ hypothetical protein
VOG19817	6	6	Xu	REFSEQ hypothetical protein
VOG19818	3	3	Xu	REFSEQ hypothetical protein
VOG19819	3	3	Xu	REFSEQ hypothetical protein
VOG19820	3	3	Xu	REFSEQ hypothetical protein
VOG19821	5	5	Xu	REFSEQ DNA binding protein
VOG19822	8	8	Xu	REFSEQ hypothetical protein
VOG19823	5	5	Xu	REFSEQ hypothetical protein
VOG19824	7	7	Xu	REFSEQ hypothetical protein
VOG19825	11	11	Xu	REFSEQ hypothetical protein
VOG19826	5	5	Xu	REFSEQ hypothetical protein
VOG19827	3	3	Xu	REFSEQ hypothetical protein
VOG19828	6	6	Xu	REFSEQ hypothetical protein
VOG19829	6	6	Xu	REFSEQ hypothetical protein
VOG19830	6	6	Xu	REFSEQ hypothetical protein
VOG19831	6	6	Xu	REFSEQ hypothetical protein
VOG19832	4	4	Xu	REFSEQ hypothetical protein
VOG19833	5	5	Xu	REFSEQ hypothetical protein
VOG19834	3	3	Xu	REFSEQ hypothetical protein
VOG19835	4	4	Xu	REFSEQ hypothetical protein
VOG19836	3	3	Xu	REFSEQ hypothetical protein
VOG19837	5	5	Xu	REFSEQ hypothetical protein
VOG19838	5	5	Xu	REFSEQ hypothetical protein
VOG19839	3	3	Xu	REFSEQ hypothetical protein
VOG19840	5	5	Xu	REFSEQ hypothetical protein
VOG19841	5	5	Xu	REFSEQ hypothetical protein
VOG19842	4	4	Xu	REFSEQ hypothetical protein
VOG19843	3	3	Xu	REFSEQ hypothetical protein
VOG19844	4	4	Xu	REFSEQ hypothetical protein
VOG19845	3	3	Xu	REFSEQ hypothetical protein
VOG19846	4	4	Xu	REFSEQ hypothetical protein
VOG19847	9	9	Xs	sp|Q6Q304|GLYC_EMARV Envelope glycoprotein
VOG19848	9	9	XrXs	sp|Q0PI70|NCAP_EMARV Nucleoprotein
VOG19849	3	3	Xu	REFSEQ hypothetical protein
VOG19850	8	8	Xu	REFSEQ movement protein
VOG19851	3	3	Xu	REFSEQ hypothetical protein
VOG19852	4	4	Xu	REFSEQ hypothetical protein
VOG19853	12	12	Xu	REFSEQ hypothetical protein
VOG19854	5	5	Xu	REFSEQ hypothetical protein
VOG19855	35	35	Xu	REFSEQ hypothetical protein
VOG19856	15	15	Xu	REFSEQ membrane protein
VOG19857	3	3	Xu	REFSEQ glycosyltransferase
VOG19858	3	3	Xu	REFSEQ hypothetical protein
VOG19859	7	7	Xu	REFSEQ hypothetical protein
VOG19860	75	75	Xu	REFSEQ hypothetical protein
VOG19861	70	70	Xu	REFSEQ hypothetical protein
VOG19862	39	39	Xu	REFSEQ hypothetical protein
VOG19863	12	12	Xu	REFSEQ membrane protein
VOG19864	5	5	Xu	REFSEQ hypothetical protein
VOG19865	38	38	Xu	REFSEQ hypothetical protein
VOG19866	4	4	Xu	REFSEQ hypothetical protein
VOG19867	12	12	Xu	REFSEQ hypothetical protein
VOG19868	17	17	Xu	REFSEQ hypothetical protein
VOG19869	16	16	Xu	REFSEQ hypothetical protein
VOG19870	26	26	Xu	REFSEQ hypothetical protein
VOG19871	41	41	Xu	REFSEQ hypothetical protein
VOG19872	3	3	Xu	REFSEQ Rz-like spanin
VOG19873	3	3	Xu	REFSEQ hypothetical protein
VOG19874	3	3	Xu	REFSEQ hypothetical protein
VOG19875	3	3	Xu	REFSEQ hypothetical protein
VOG19876	3	3	Xu	REFSEQ hypothetical protein
VOG19877	3	3	Xu	REFSEQ hypothetical protein
VOG19878	3	3	Xu	REFSEQ hypothetical protein
VOG19879	3	3	Xu	REFSEQ hypothetical protein
VOG19880	3	3	Xu	REFSEQ hypothetical protein
VOG19881	3	3	Xu	REFSEQ hypothetical protein
VOG19882	3	3	Xu	REFSEQ hypothetical protein
VOG19883	3	3	Xu	REFSEQ hypothetical protein
VOG19884	3	3	Xu	REFSEQ hypothetical protein
VOG19885	3	3	Xu	REFSEQ hypothetical protein
VOG19886	3	3	Xu	REFSEQ hypothetical protein
VOG19887	3	3	Xu	REFSEQ hypothetical protein
VOG19888	3	3	Xu	REFSEQ hypothetical protein
VOG19889	3	3	Xu	REFSEQ hypothetical protein
VOG19890	3	3	Xu	REFSEQ hypothetical protein
VOG19891	3	3	Xu	REFSEQ major tail protein
VOG19892	3	3	Xu	REFSEQ hypothetical protein
VOG19893	4	4	Xu	REFSEQ hypothetical protein
VOG19894	3	3	Xu	REFSEQ hypothetical protein
VOG19895	3	3	Xu	REFSEQ hypothetical protein
VOG19896	3	3	Xu	REFSEQ hypothetical protein
VOG19897	4	4	Xu	REFSEQ hypothetical protein
VOG19898	3	3	Xu	REFSEQ hypothetical protein
VOG19899	3	3	Xu	REFSEQ hypothetical protein
VOG19900	3	3	Xu	REFSEQ hypothetical protein
VOG19901	3	3	Xu	REFSEQ hypothetical protein
VOG19902	3	3	Xu	REFSEQ hypothetical protein
VOG19903	3	3	Xu	REFSEQ hypothetical protein
VOG19904	3	3	Xu	REFSEQ hypothetical protein
VOG19905	3	3	Xu	REFSEQ hypothetical protein
VOG19906	3	3	Xu	REFSEQ hypothetical protein
VOG19907	3	3	Xu	REFSEQ hypothetical protein
VOG19908	3	3	Xu	REFSEQ hypothetical protein
VOG19909	3	3	Xu	REFSEQ hypothetical protein
VOG19910	3	3	Xu	REFSEQ putative glycosyl hydrolase
VOG19911	3	3	Xu	REFSEQ hypothetical protein
VOG19912	3	3	Xu	REFSEQ DNA polymerase A
VOG19913	3	3	Xu	REFSEQ PadR family transcriptional regulator
VOG19914	3	3	Xu	REFSEQ hypothetical protein
VOG19915	3	3	Xu	REFSEQ hypothetical protein
VOG19916	3	3	Xu	REFSEQ hypothetical protein
VOG19917	3	3	Xu	REFSEQ hypothetical protein
VOG19918	3	3	Xu	REFSEQ hypothetical protein
VOG19919	3	3	Xu	REFSEQ hypothetical protein
VOG19920	3	3	Xu	REFSEQ hypothetical protein
VOG19921	3	3	Xu	REFSEQ FHA domain-containing protein
VOG19922	3	3	Xu	REFSEQ hypothetical protein
VOG19923	3	3	Xu	REFSEQ hypothetical protein
VOG19924	3	3	Xu	REFSEQ hypothetical protein
VOG19925	3	3	Xu	REFSEQ hypothetical protein
VOG19926	3	3	Xu	REFSEQ hypothetical protein
VOG19927	3	3	Xu	REFSEQ putative transcriptional repressor
VOG19928	3	3	Xu	REFSEQ hypothetical protein
VOG19929	3	3	Xu	REFSEQ hypothetical protein
VOG19930	3	3	Xu	REFSEQ hypothetical protein
VOG19931	3	3	Xu	REFSEQ hypothetical protein
VOG19932	3	3	Xu	REFSEQ hypothetical protein
VOG19933	3	3	Xu	REFSEQ hypothetical protein
VOG19934	3	3	Xu	REFSEQ hypothetical protein
VOG19935	3	3	Xu	REFSEQ hypothetical protein
VOG19936	3	3	Xu	REFSEQ hypothetical protein
VOG19937	3	3	Xu	REFSEQ hypothetical protein
VOG19938	3	3	Xu	REFSEQ hypothetical protein
VOG19939	3	3	Xu	REFSEQ hypothetical protein
VOG19940	3	3	Xu	REFSEQ hypothetical protein
VOG19941	3	3	Xu	REFSEQ hypothetical protein
VOG19942	3	3	Xu	REFSEQ hypothetical protein
VOG19943	3	3	Xu	REFSEQ hypothetical protein
VOG19944	3	3	Xu	REFSEQ hypothetical protein
VOG19945	3	3	Xu	REFSEQ hypothetical protein
VOG19946	3	3	Xu	REFSEQ hypothetical protein
VOG19947	3	3	Xu	REFSEQ hypothetical protein
VOG19948	3	3	Xu	REFSEQ hypothetical protein
VOG19949	3	3	Xu	REFSEQ hypothetical protein
VOG19950	3	3	Xu	REFSEQ hypothetical protein
VOG19951	3	3	Xu	REFSEQ hypothetical protein
VOG19952	3	3	Xu	REFSEQ hypothetical protein
VOG19953	3	3	Xu	REFSEQ hypothetical protein
VOG19954	3	3	Xu	REFSEQ hypothetical protein
VOG19955	3	3	Xu	REFSEQ hypothetical protein
VOG19956	3	3	Xu	REFSEQ hypothetical protein
VOG19957	3	3	Xu	REFSEQ hypothetical protein
VOG19958	3	3	Xu	REFSEQ hypothetical protein
VOG19959	3	3	Xu	REFSEQ hypothetical protein
VOG19960	3	3	Xu	REFSEQ hypothetical protein
VOG19961	3	3	Xu	REFSEQ hypothetical protein
VOG19962	3	3	Xu	REFSEQ hypothetical protein
VOG19963	3	3	Xu	REFSEQ hypothetical protein
VOG19964	3	3	Xu	REFSEQ hypothetical protein
VOG19965	3	3	Xu	REFSEQ putative helicase
VOG19966	3	3	Xu	REFSEQ hypothetical protein
VOG19967	3	3	Xu	REFSEQ hypothetical protein
VOG19968	3	3	Xu	REFSEQ hypothetical protein
VOG19969	3	3	Xu	REFSEQ hypothetical protein
VOG19970	3	3	Xu	REFSEQ hypothetical protein
VOG19971	3	3	Xu	REFSEQ hypothetical protein
VOG19972	3	3	Xu	REFSEQ hypothetical protein
VOG19973	3	3	Xu	REFSEQ ribonucleotide reductase
VOG19974	3	3	Xu	REFSEQ hypothetical protein
VOG19975	3	3	Xu	REFSEQ hypothetical protein
VOG19976	3	3	Xu	REFSEQ cobalamin adenosyltransferase
VOG19977	3	3	Xu	REFSEQ hypothetical protein
VOG19978	3	3	Xu	REFSEQ hypothetical protein
VOG19979	3	3	Xu	REFSEQ hypothetical protein
VOG19980	3	3	Xu	REFSEQ hypothetical protein
VOG19981	3	3	Xu	REFSEQ hypothetical protein
VOG19982	3	3	Xu	REFSEQ hypothetical protein
VOG19983	6	6	Xu	REFSEQ hypothetical protein
VOG19984	3	3	Xu	REFSEQ hypothetical protein
VOG19985	5	5	Xu	REFSEQ hypothetical protein
VOG19986	5	5	Xu	REFSEQ hypothetical protein
VOG19987	4	4	Xu	REFSEQ hypothetical protein
VOG19988	3	3	Xu	REFSEQ DnaB-like replicative helicase
VOG19989	3	3	Xu	REFSEQ hypothetical protein
VOG19990	3	3	Xu	REFSEQ hypothetical protein
VOG19991	3	3	Xu	REFSEQ hypothetical protein
VOG19992	5	5	Xu	REFSEQ hypothetical protein
VOG19993	3	3	Xu	REFSEQ hypothetical protein
VOG19994	7	7	Xu	REFSEQ hypothetical protein
VOG19995	4	4	Xu	REFSEQ transcriptional regulator
VOG19996	4	4	Xu	REFSEQ hypothetical protein
VOG19997	4	4	Xu	REFSEQ hypothetical protein
VOG19998	4	4	Xu	REFSEQ hypothetical protein
VOG19999	3	3	Xu	REFSEQ hypothetical protein
VOG20000	4	4	Xu	REFSEQ hypothetical protein
VOG20001	3	3	Xu	REFSEQ hypothetical protein
VOG20002	3	3	Xh	sp|P58777|CAT_KLESP Chloramphenicol acetyltransferase
VOG20003	7	7	Xu	REFSEQ hypothetical protein
VOG20004	3	3	Xu	REFSEQ hypothetical protein
VOG20005	5	5	Xu	REFSEQ DNA cytosine methyltransferase
VOG20006	7	7	Xu	REFSEQ hypothetical protein
VOG20007	4	4	Xu	REFSEQ hypothetical protein
VOG20008	3	3	Xu	REFSEQ hypothetical protein
VOG20009	4	4	Xu	REFSEQ hypothetical protein
VOG20010	6	6	Xu	REFSEQ hypothetical protein
VOG20011	6	6	Xu	REFSEQ hypothetical protein
VOG20012	10	10	Xu	REFSEQ hypothetical protein
VOG20013	7	7	Xu	REFSEQ hypothetical protein
VOG20014	6	6	Xu	REFSEQ hypothetical protein
VOG20015	12	3	Xu	REFSEQ protein ORF2
VOG20016	3	3	Xu	REFSEQ protein ORF10
VOG20017	3	3	Xu	REFSEQ protein ORF21
VOG20018	6	3	Xu	REFSEQ protein ORF22
VOG20019	6	3	Xu	REFSEQ protein ORF6
VOG20020	3	3	Xu	REFSEQ protein ORF18
VOG20021	3	3	Xu	REFSEQ protein ORF31
VOG20022	3	3	Xu	REFSEQ protein ORF32
VOG20023	3	3	Xu	REFSEQ protein ORF35
VOG20024	7	3	Xu	REFSEQ protein ORF144
VOG20025	3	3	Xu	REFSEQ protein ORF36
VOG20026	3	3	Xu	REFSEQ protein ORF43
VOG20027	3	3	Xu	REFSEQ protein ORF48
VOG20028	3	3	Xu	REFSEQ protein ORF50
VOG20029	3	3	Xu	REFSEQ protein ORF49
VOG20030	3	3	Xu	REFSEQ protein ORF45
VOG20031	3	3	Xu	REFSEQ protein ORF54
VOG20032	3	3	Xu	REFSEQ protein ORF56
VOG20033	3	3	Xu	REFSEQ protein ORF51
VOG20034	3	3	Xu	REFSEQ protein ORF59
VOG20035	3	3	Xu	REFSEQ protein ORF53
VOG20036	3	3	Xu	REFSEQ protein ORF67
VOG20037	3	3	Xu	REFSEQ protein ORF69
VOG20038	3	3	Xu	REFSEQ protein ORF74
VOG20039	3	3	Xu	REFSEQ protein ORF77
VOG20040	3	3	Xu	REFSEQ protein ORF73
VOG20041	3	3	Xu	REFSEQ protein ORF84
VOG20042	3	3	Xu	REFSEQ protein ORF86
VOG20043	3	3	Xu	REFSEQ protein ORF89
VOG20044	3	3	Xu	REFSEQ protein ORF95
VOG20045	3	3	Xu	REFSEQ protein ORF85
VOG20046	3	3	Xu	REFSEQ protein ORF109
VOG20047	3	3	Xu	REFSEQ protein ORF111
VOG20048	3	3	Xu	REFSEQ protein ORF103
VOG20049	3	3	Xu	REFSEQ protein ORF100
VOG20050	3	3	Xu	REFSEQ membrane protein ORF114
VOG20051	3	3	Xu	REFSEQ protein ORF121
VOG20052	3	3	Xu	REFSEQ protein ORF120
VOG20053	3	3	Xu	REFSEQ membrane protein ORF115
VOG20054	3	3	Xu	REFSEQ membrane protein ORF124
VOG20055	3	3	Xu	REFSEQ protein ORF128
VOG20056	3	3	Xu	REFSEQ protein ORF145
VOG20057	3	3	Xu	REFSEQ protein ORF155
VOG20058	3	3	Xu	REFSEQ protein ORF147
VOG20059	3	3	Xu	REFSEQ hypothetical protein
VOG20060	5	5	Xu	REFSEQ hypothetical protein
VOG20061	7	7	Xu	REFSEQ hypothetical protein
VOG20062	3	3	Xu	REFSEQ hypothetical protein
VOG20063	4	4	Xu	REFSEQ hypothetical protein
VOG20064	3	3	Xu	REFSEQ hypothetical protein
VOG20065	7	7	Xu	REFSEQ hypothetical protein
VOG20066	3	3	Xu	REFSEQ hypothetical protein
VOG20067	3	3	Xu	REFSEQ hypothetical protein
VOG20068	6	6	Xu	REFSEQ vesicle-associated membrane protein 7B
VOG20069	3	3	Xu	REFSEQ hypothetical protein
VOG20070	4	4	Xu	sp|Q38674|SIEA_BPP22 Superinfection exclusion protein A
VOG20071	41	41	Xu	REFSEQ hypothetical protein
VOG20072	3	3	Xu	REFSEQ hypothetical protein
VOG20073	11	11	Xu	REFSEQ hypothetical protein
VOG20074	4	4	Xu	REFSEQ hypothetical protein
VOG20075	18	18	Xu	REFSEQ hypothetical protein
VOG20076	10	10	Xu	REFSEQ hypothetical protein
VOG20077	10	10	Xu	REFSEQ hypothetical protein
VOG20078	18	18	Xu	REFSEQ hypothetical protein
VOG20079	40	40	Xu	REFSEQ hypothetical protein
VOG20080	40	40	Xu	REFSEQ hypothetical protein
VOG20081	18	18	Xu	REFSEQ hypothetical protein
VOG20082	40	39	Xu	REFSEQ hypothetical protein
VOG20083	19	19	Xu	REFSEQ lipoprotein
VOG20084	41	41	Xu	REFSEQ membrane protein
VOG20085	36	36	Xu	REFSEQ hypothetical protein
VOG20086	10	10	Xu	REFSEQ hypothetical protein
VOG20087	9	9	Xu	REFSEQ hypothetical protein
VOG20088	39	39	Xu	REFSEQ hypothetical protein
VOG20089	37	37	Xu	REFSEQ hypothetical protein
VOG20090	10	9	Xu	REFSEQ hypothetical protein
VOG20091	12	11	Xu	REFSEQ hypothetical protein
VOG20092	10	10	Xu	REFSEQ hypothetical protein
VOG20093	16	16	Xu	REFSEQ hypothetical protein
VOG20094	24	24	Xu	REFSEQ hypothetical protein
VOG20095	13	13	Xu	REFSEQ hypothetical protein
