L1	L2	L3	L4	ID	Function	EC
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Capsular polysaccharide transporter [mD:m00249]	K09689	kpsT; capsular polysaccharide transport system ATP-binding protein	7.6.2.12
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00250]	K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00250]	K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Teichoic acid transporter [mD:m00251]	K09692	tagG; teichoic acid transport system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Teichoic acid transporter [mD:m00251]	K09693	tagH; teichoic acid transport system ATP-binding protein	7.5.2.4
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipooligosaccharide transporter [mD:m00252]	K09694	nodJ; lipooligosaccharide transport system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipooligosaccharide transporter [mD:m00252]	K09695	nodI; lipooligosaccharide transport system ATP-binding protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Sodium transporter [mD:m00253]	K09696	natB; sodium transport system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Sodium transporter [mD:m00253]	K09697	natA; sodium transport system ATP-binding protein	7.2.2.4
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	ABC-2 type transporter [mD:m00254]	K01992	ABC-2.P; ABC-2 type transport system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	ABC-2 type transporter [mD:m00254]	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Hemin transporter [mD:m00257]	K09813	hrtB; hemin transport system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Hemin transporter [mD:m00257]	K09814	hrtA; hemin transport system ATP-binding protein	7.6.2.-
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Bacitracin transporter [mD:m00314]	K11632	bceB, vraE; bacitracin transport system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Bacitracin transporter [mD:m00314]	K11631	bceA, vraD; bacitracin transport system ATP-binding protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Putative ABC transporter [mD:m00315]	K11636	yxdM; putative ABC transport system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Putative ABC transporter [mD:m00315]	K11635	yxdL; putative ABC transport system ATP-binding protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipoprotein-releasing transporter [mD:m00255]	K09808	lolC_E; lipoprotein-releasing system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipoprotein-releasing transporter [mD:m00255]	K09810	lolD; lipoprotein-releasing system ATP-binding protein	7.6.2.-
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Uncharacterized ABC transporter [mD:m00258]	K02004	ABC.CD.P; putative ABC transport system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Uncharacterized ABC transporter [mD:m00258]	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Heme transporter [mD:m00259]	K02196	ccmD; heme exporter protein D	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Heme transporter [mD:m00259]	K02195	ccmC; heme exporter protein C	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Heme transporter [mD:m00259]	K02194	ccmB; heme exporter protein B	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Heme transporter [mD:m00259]	K02193	ccmA; heme exporter protein A	7.6.2.5
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Cell division transporter [mD:m00256]	K09811	ftsX; cell division transport system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Cell division transporter [mD:m00256]	K09812	ftsE; cell division transport system ATP-binding protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00320]	K07091	lptF; lipopolysaccharide export system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00320]	K11720	lptG; lipopolysaccharide export system permease protein	
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00320]	K06861	lptB; lipopolysaccharide export system ATP-binding protein	7.5.2.5
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Orphan ABC Atpase	K09013	sufC; Fe-S cluster assembly ATP-binding protein	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08137	galP; MFS transporter, SP family, galactose:H+ symporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K02100	araE; MFS transporter, SP family, arabinose:H+ symporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08138	xylE; MFS transporter, SP family, xylose:H+ symportor	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K13854	K13854, glf; MFS transporter, SP family, glucose uniporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08139	HXT; MFS transporter, SP family, sugar:H+ symporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08141	MAL; MFS transporter, SP family, general alpha glucoside:H+ symporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K06609	iolT; MFS transporter, SP family, major inositol transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K06610	iolF; MFS transporter, SP family, inositol transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K07299	SLC2A1, GLUT1; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 1	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K07593	SLC2A2, GLUT2; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 2	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08142	SLC2A3, GLUT3; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 3	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K07191	SLC2A4, GLUT4; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 4	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08143	SLC2A5, GLUT5; MFS transporter, SP family, solute carrier family 2 (facilitated glucose/fructose transporter), member 5	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08144	SLC2A6, GLUT6; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 6	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K12201	SLC2A7, GLUT7; MFS transporter, SP family, solute carrier family 2 (facilitated glucose/fructose transporter), member 7	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08145	SLC2A8, GLUT8; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08146	SLC2A9, GLUT9; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 9	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08147	SLC2A10, GLUT10; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 10	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08148	SLC2A11, GLUT11; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 11	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08149	SLC2A12, GLUT12; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 12	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08150	SLC2A13, ITR; MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K14258	TRET1; facilitated trehalose transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K03444	ERD6, ESL1; MFS transporter, SP family, ERD6-like sugar transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Oligosaccharide:h+ symporter (ohs) family [tc:2.A.1.5]	K02532	lacY; MFS transporter, OHS family, lactose permease	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Fucose:h+ symporter (Fhs) family [tc:2.A.1.7]	K02429	fucP; MFS transporter, FHS family, L-fucose permease	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Fucose:h+ symporter (Fhs) family [tc:2.A.1.7]	K08174	glcP; MFS transporter, FHS family, glucose/mannose:H+ symporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Fucose:h+ symporter (Fhs) family [tc:2.A.1.7]	K08175	NAGLT1; MFS transporter, FHS family, Na+ dependent glucose transporter 1	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar efflux transporter (sEt) [tc:2.A.1.20]	K03291	MFS.SET; MFS transporter, SET family, sugar efflux transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Nucleoside:h+ symporter (nhs) family [tc:2.A.1.10]	K03289	nupG; MFS transporter, NHS family, nucleoside permease	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Nucleoside:h+ symporter (nhs) family [tc:2.A.1.10]	K11537	xapB; MFS transporter, NHS family, xanthosine permease	
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Purine transporter (AzgA) family [tc:2.A.1.40]	K06901	pbuG, azgA, ghxP, ghxQ, adeQ; adenine/guanine/hypoxanthine permease	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K03288	citA, tcuC; MFS transporter, MHS family, citrate/tricarballylate:H+ symporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K03761	kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K02625	pcaT; MFS transporter, MHS family, dicarboxylic acid transporter PcaT	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K03762	proP; MFS transporter, MHS family, proline/betaine transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K08172	shiA; MFS transporter, MHS family, shikimate and dehydroshikimate transport protein	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K08173	ydfJ; MFS transporter, MHS family, metabolite:H+ symporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Oxalate:formate antiporter (oFA) family [tc:2.A.1.11]	K08177	oxlT; MFS transporter, OFA family, oxalate/formate antiporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Sialate:h+ symporter (shs) family [tc:2.A.1.12]	K03290	nanT; MFS transporter, SHS family, sialic acid transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Sialate:h+ symporter (shs) family [tc:2.A.1.12]	K08178	JEN; MFS transporter, SHS family, lactate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08179	SLC16A1; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 1	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08231	SLC16A2; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 2	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08180	SLC16A3; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 3	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08181	SLC16A4; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08182	SLC16A5; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 5	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08183	SLC16A6; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 6	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08184	SLC16A7; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 7	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08185	SLC16A8; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 8	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08186	SLC16A9; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08187	SLC16A10; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08188	SLC16A11; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 11	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K11810	SLC16A12; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08189	SLC16A13; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 13	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08190	SLC16A14; MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K03535	gudP; MFS transporter, ACS family, glucarate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K08191	exuT; MFS transporter, ACS family, hexuronate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K13021	ttuB; MFS transporter, ACS family, tartrate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K08192	DAL; MFS transporter, ACS family, allantoate permease	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K08194	dgoT; MFS transporter, ACS family, D-galactonate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K02511	hpaX; MFS transporter, ACS family, 4-hydroxyphenylacetate permease	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K12299	garP; MFS transporter, ACS family, probable galactarate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K03448	FEN2, LIZ1; MFS transporter, ACS family, pantothenate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K12300	SLC17A1S; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 1/2/3/4	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K12301	SLC17A5; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 5	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K12302	SLC17A6_7_8; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K12303	SLC17A9; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 9	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K08193	SLC17A; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), other	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	K08195	pcaK; MFS transporter, AAHS family, 4-hydroxybenzoate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	K05819	mhpT; MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	K08196	mucK; MFS transporter, AAHS family, cis,cis-muconate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	K05548	benK; MFS transporter, AAHS family, benzoate transport protein	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Cyanate porter (cp) family [tc:2.A.1.17]	K03449	MFS.CP; MFS transporter, CP family, cyanate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08198	SLC22A1, OCT1; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 1	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08199	SLC22A2, OCT2; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 2	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08200	SLC22A3, OCT3; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 3	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08201		
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08202	SLC22A4_5, OCTN; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08203	SLC22A6, OAT1; MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 6	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08204	SLC22A7, OAT2; MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 7	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08205	SLC22A8, OAT3; MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 8	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08206	SLC22A9S; MFS transporter, OCT family, solute carrier family 22 (organic anion/cation transporter), member 9/10/19/24/25	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08207	SLC22A11, OAT4; MFS transporter, OCT family, solute carrier family 22 (organic anion/cation transporter), member 11	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08208	SLC22A12, URAT1; MFS transporter, OCT family, solute carrier family 22 (organic anion/cation transporter), member 12	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08209	SLC22A13; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 13	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08210	SLC22A14; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 14	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08211	SLC22A15; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 15	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08212	SLC22A16; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 16	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08213	SLC22A17; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 17	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08214	SLC22A18; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 18	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08215	SLC22A23; MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 23	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08216	SLC22A20; MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 20	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Phenylproprionate permease (ppp) [tc:2.A.1.27]	K05820	hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	L-Amino acid transporter-3 (lAt3) family (slc43 family) [tc:2.A.1.44]	K08228	SLC43A1; MFS transporter, LAT3 family, solute carrier family 43, member 1	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	L-Amino acid transporter-3 (lAt3) family (slc43 family) [tc:2.A.1.44]	K08229	SLC43A2; MFS transporter, LAT3 family, solute carrier family 43, member 2	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	L-Amino acid transporter-3 (lAt3) family (slc43 family) [tc:2.A.1.44]	K08230	SLC43A3; MFS transporter, LAT3 family, solute carrier family 43, member 3	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Proton coupled folate transporter/heme carrier protein (pcFt/hcp) family [tc:2.A.1.50]	K14613	SLC46A1; MFS transporter, PCFT/HCP family, solute carrier family 46 (folate transporter), member 1	
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Proton coupled folate transporter/heme carrier protein (pcFt/hcp) family [tc:2.A.1.50]	K14614	SLC46A2; MFS transporter, PCFT/HCP family, solute carrier family 46 (thymic stromal cotransporter), member 2	
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Phosphate:h+ symporter (phs) family [tc:2.A.1.9]	K08176	PHO84; MFS transporter, PHS family, inorganic phosphate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K07784	uhpT; MFS transporter, OPA family, hexose phosphate transport protein UhpT	
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K11382	pgtP; MFS transporter, OPA family, phosphoglycerate transporter protein	
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K02445	glpT; MFS transporter, OPA family, glycerol-3-phosphate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K07783	uhpC; MFS transporter, OPA family, sugar phosphate sensor protein UhpC	
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K13783	SLC37A1_2; MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2	
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K03447	SLC37A3; MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3	
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K08171	SLC37A4; MFS transporter, OPA family, solute carrier family 37 (glycerol-6-phosphate transporter), member 4	
12_Transporters	Major Facilitator superfamily (MFS)	Nitrate/nitrite transporters	Nitrate/nitrite porter (nnp) family [tc:2.A.1.8]	K02575	NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Nitrate/nitrite transporters	Nitrate/nitrite porter (nnp) family [tc:2.A.1.8]	K10850	narT; MFS transporter, NNP family, putative nitrate transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Lipid transporters	Lysophospholipid transporter (lplt) family [tc:2.A.1.42]	K08227	lplT; MFS transporter, LPLT family, lysophospholipid transporter	
12_Transporters	Major Facilitator superfamily (MFS)	Metal transporters	Siderophore-iron transporter (sIt) [tc:2.A.1.16]	K08197	ARN; MFS transporter, SIT family, siderophore-iron:H+ symporter	
