L1	L2	L3	L4	KO	Function	EC	Count
07_Nucleic acid metabolism	Pyrimidine metabolism			K02335	polA; DNA polymerase I	2.7.7.7	1
07_Nucleic acid metabolism	Purine metabolism			K02335	polA; DNA polymerase I	2.7.7.7	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K02337	dnaE; DNA polymerase III subunit alpha	2.7.7.7	1
07_Nucleic acid metabolism	Purine metabolism			K02337	dnaE; DNA polymerase III subunit alpha	2.7.7.7	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K02338	dnaN; DNA polymerase III subunit beta	2.7.7.7	1
07_Nucleic acid metabolism	Purine metabolism			K02338	dnaN; DNA polymerase III subunit beta	2.7.7.7	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K02339	holC; DNA polymerase III subunit chi	2.7.7.7	1
07_Nucleic acid metabolism	Purine metabolism			K02339	holC; DNA polymerase III subunit chi	2.7.7.7	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K02340	holA; DNA polymerase III subunit delta	2.7.7.7	1
07_Nucleic acid metabolism	Purine metabolism			K02340	holA; DNA polymerase III subunit delta	2.7.7.7	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K02341	holB; DNA polymerase III subunit delta'	2.7.7.7	1
07_Nucleic acid metabolism	Purine metabolism			K02341	holB; DNA polymerase III subunit delta'	2.7.7.7	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	1
07_Nucleic acid metabolism	Purine metabolism			K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K02343	dnaX; DNA polymerase III subunit gamma/tau	2.7.7.7	1
07_Nucleic acid metabolism	Purine metabolism			K02343	dnaX; DNA polymerase III subunit gamma/tau	2.7.7.7	1
01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	1
01_Fermentation	Pyruvate fermentation to butanol			K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	1
20_Hydrolysis of polymers	Xylose			K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	1
12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Cystine transporter [mD:m00234]	K02424	fliY, tcyA; L-cystine transport system substrate-binding protein		1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K02439	glpE; thiosulfate sulfurtransferase	2.8.1.1	1
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K02445	glpT; MFS transporter, OPA family, glycerol-3-phosphate transporter		1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K02446	glpX; fructose-1,6-bisphosphatase II	3.1.3.11	1
17_Gluconeogenesis	Gluconeogenesis			K02446	glpX; fructose-1,6-bisphosphatase II	3.1.3.11	1
17_Gluconeogenesis	Gluconeogenesis in archea			K02446	glpX; fructose-1,6-bisphosphatase II	3.1.3.11	1
01_Fermentation	Mixed acid fermentation			K02472	wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	1.1.1.336	1
01_Fermentation	Pyruvate fermentation to butanol			K02472	wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	1.1.1.336	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K02472	wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	1.1.1.336	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K02472	wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	1.1.1.336	1
02_Homoacetogenesis	Glycolysis			K02472	wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	1.1.1.336	1
21_Cellular response to stress	Cellular response to osmotic stress			K02478	K02478; two-component system, LytTR family, sensor kinase	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K02478	K02478; two-component system, LytTR family, sensor kinase	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K02478	K02478; two-component system, LytTR family, sensor kinase	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K02484	K02484; two-component system, OmpR family, sensor kinase	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K02484	K02484; two-component system, OmpR family, sensor kinase	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K02484	K02484; two-component system, OmpR family, sensor kinase	2.7.13.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K02491	kinA; two-component system, sporulation sensor kinase A	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K02491	kinA; two-component system, sporulation sensor kinase A	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K02491	kinA; two-component system, sporulation sensor kinase A	2.7.13.3	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K02493	hemK, prmC, HEMK; release factor glutamine methyltransferase	2.1.1.297	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02493	hemK, prmC, HEMK; release factor glutamine methyltransferase	2.1.1.297	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K02500	hisF; imidazole glycerol-phosphate synthase subunit HisF	4.3.2.10	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K02501	hisH; imidazole glycerol-phosphate synthase subunit HisH	4.3.2.10	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K02501	hisH; imidazole glycerol-phosphate synthase subunit HisH	4.3.2.10	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K02502	hisZ; ATP phosphoribosyltransferase regulatory subunit		1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K02510	hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase	4.1.2.52	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	2.3.1.191	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	2.3.1.191	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02560	lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase	2.3.1.243	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02560	lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase	2.3.1.243	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2.4.1.227	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2.4.1.227	1
12_Transporters	Major Facilitator superfamily (MFS)	Nitrate/nitrite transporters	Nitrate/nitrite porter (nnp) family [tc:2.A.1.8]	K02575	NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter		1
13_Hydrogen metabolism	Hydrogen production VII (chlorophyta, cyanobacteria)			K02636	petC; cytochrome b6-f complex iron-sulfur subunit	7.1.1.6	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K02687	prmA; ribosomal protein L11 methyltransferase	2.1.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02687	prmA; ribosomal protein L11 methyltransferase	2.1.1.-	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Teta-glucosides-specific II component [mD:m00271]	K02757	bglF, bglP; beta-glucoside PTS system EIICBA component	2.7.1.-	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Cellobiose-specific II component [mD:m00275]	K02759	celC, chbA; cellobiose PTS system EIIA component	2.7.1.196 2.7.1.205	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02759	celC, chbA; cellobiose PTS system EIIA component	2.7.1.196 2.7.1.205	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02759	celC, chbA; cellobiose PTS system EIIA component	2.7.1.196 2.7.1.205	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02759	celC, chbA; cellobiose PTS system EIIA component	2.7.1.196 2.7.1.205	1
20_Hydrolysis of polymers	Starch			K02759	celC, chbA; cellobiose PTS system EIIA component	2.7.1.196 2.7.1.205	1
20_Hydrolysis of polymers	Mannose			K02759	celC, chbA; cellobiose PTS system EIIA component	2.7.1.196 2.7.1.205	1
20_Hydrolysis of polymers	Galactose			K02759	celC, chbA; cellobiose PTS system EIIA component	2.7.1.196 2.7.1.205	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Cellobiose-specific II component [mD:m00275]	K02760	celA, chbB; cellobiose PTS system EIIB component	2.7.1.196 2.7.1.205	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02760	celA, chbB; cellobiose PTS system EIIB component	2.7.1.196 2.7.1.205	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02760	celA, chbB; cellobiose PTS system EIIB component	2.7.1.196 2.7.1.205	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02760	celA, chbB; cellobiose PTS system EIIB component	2.7.1.196 2.7.1.205	1
20_Hydrolysis of polymers	Starch			K02760	celA, chbB; cellobiose PTS system EIIB component	2.7.1.196 2.7.1.205	1
20_Hydrolysis of polymers	Mannose			K02760	celA, chbB; cellobiose PTS system EIIB component	2.7.1.196 2.7.1.205	1
20_Hydrolysis of polymers	Galactose			K02760	celA, chbB; cellobiose PTS system EIIB component	2.7.1.196 2.7.1.205	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Cellobiose-specific II component [mD:m00275]	K02761	celB, chbC; cellobiose PTS system EIIC component		1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II component [mD:m00273]	K02770	fruA; fructose PTS system EIIBC or EIIC component	2.7.1.202	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Galactitol-specific II component [mD:m00279]	K02773	gatA, sgcA; galactitol PTS system EIIA component	2.7.1.200	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02773	gatA, sgcA; galactitol PTS system EIIA component	2.7.1.200	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02773	gatA, sgcA; galactitol PTS system EIIA component	2.7.1.200	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02773	gatA, sgcA; galactitol PTS system EIIA component	2.7.1.200	1
20_Hydrolysis of polymers	Starch			K02773	gatA, sgcA; galactitol PTS system EIIA component	2.7.1.200	1
20_Hydrolysis of polymers	Mannose			K02773	gatA, sgcA; galactitol PTS system EIIA component	2.7.1.200	1
20_Hydrolysis of polymers	Galactose			K02773	gatA, sgcA; galactitol PTS system EIIA component	2.7.1.200	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Galactitol-specific II component [mD:m00279]	K02775	gatC, sgcC; galactitol PTS system EIIC component		1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme II_glucose-specific  component [mD:m00265]	K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Maltose and glucose-specific II component [mD:m00266]	K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	 arbutin-, cellobiose-, and salicin-specific II component [mD:m00272]	K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Trehalose-specific II component [mD:m00270]	K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylmuramic acid-specific II component [mD:m00303]	K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Arbutin-like II component [mD:m00268]	K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
20_Hydrolysis of polymers	Starch			K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
20_Hydrolysis of polymers	Mannose			K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
20_Hydrolysis of polymers	Galactose			K02777	crr; sugar PTS system EIIA component	2.7.1.-	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Phosphocarrier protein hpr	K02784	ptsH; phosphocarrier protein HPr		1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Lactose-specific	K02786	lacF; lactose PTS system EIIA component	2.7.1.207	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02786	lacF; lactose PTS system EIIA component	2.7.1.207	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02786	lacF; lactose PTS system EIIA component	2.7.1.207	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02786	lacF; lactose PTS system EIIA component	2.7.1.207	1
20_Hydrolysis of polymers	Starch			K02786	lacF; lactose PTS system EIIA component	2.7.1.207	1
20_Hydrolysis of polymers	Mannose			K02786	lacF; lactose PTS system EIIA component	2.7.1.207	1
20_Hydrolysis of polymers	Galactose			K02786	lacF; lactose PTS system EIIA component	2.7.1.207	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Maltose and glucose-specific II component [mD:m00266]	K02791	malX; maltose/glucose PTS system EIICB component	2.7.1.199 2.7.1.208	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannitol-specific II component [mD:m00274]	K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	1
20_Hydrolysis of polymers	Starch			K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	1
20_Hydrolysis of polymers	Mannose			K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	1
20_Hydrolysis of polymers	Galactose			K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannitol-specific II component [mD:m00274]	K02800	mtlA, cmtA; mannitol PTS system EIICBA or EIICB component	2.7.1.197	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylglucosamine-specific II component [mD:m00267]	K02804	nagE; N-acetylglucosamine PTS system EIICBA or EIICB component	2.7.1.193	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Nitrogen regulatory II component	K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
20_Hydrolysis of polymers	Starch			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
20_Hydrolysis of polymers	Mannose			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
20_Hydrolysis of polymers	Galactose			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Sucrose-specific II component [mD:m00269]	K02810	scrA, sacP, sacX, ptsS; sucrose PTS system EIIBCA or EIIBC component	2.7.1.211	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Trehalose-specific II component [mD:m00270]	K02819	treB, treP; trehalose PTS system EIIBC or EIIBCA component	2.7.1.201	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Ascorbate-specific II component [mD:m00283]	K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	1
20_Hydrolysis of polymers	Starch			K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	1
20_Hydrolysis of polymers	Mannose			K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	1
20_Hydrolysis of polymers	Galactose			K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Ascorbate-specific II component [mD:m00283]	K02822	ulaB, sgaB; ascorbate PTS system EIIB component	2.7.1.194	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02822	ulaB, sgaB; ascorbate PTS system EIIB component	2.7.1.194	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02822	ulaB, sgaB; ascorbate PTS system EIIB component	2.7.1.194	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02822	ulaB, sgaB; ascorbate PTS system EIIB component	2.7.1.194	1
20_Hydrolysis of polymers	Starch			K02822	ulaB, sgaB; ascorbate PTS system EIIB component	2.7.1.194	1
20_Hydrolysis of polymers	Mannose			K02822	ulaB, sgaB; ascorbate PTS system EIIB component	2.7.1.194	1
20_Hydrolysis of polymers	Galactose			K02822	ulaB, sgaB; ascorbate PTS system EIIB component	2.7.1.194	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K02825	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase	2.4.2.9	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02848	waaP, rfaP; heptose I phosphotransferase	2.7.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02852	wecG, rffM; UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase	2.4.1.180	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K02852	wecG, rffM; UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase	2.4.1.180	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K02852	wecG, rffM; UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase	2.4.1.180	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K02852	wecG, rffM; UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase	2.4.1.180	1
20_Hydrolysis of polymers	Mannose			K02852	wecG, rffM; UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase	2.4.1.180	1
21_Cellular response to stress	Response to osmotic stress			K02852	wecG, rffM; UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase	2.4.1.180	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03040	rpoA; DNA-directed RNA polymerase subunit alpha	2.7.7.6	1
07_Nucleic acid metabolism	Purine metabolism			K03040	rpoA; DNA-directed RNA polymerase subunit alpha	2.7.7.6	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03043	rpoB; DNA-directed RNA polymerase subunit beta	2.7.7.6	1
07_Nucleic acid metabolism	Purine metabolism			K03043	rpoB; DNA-directed RNA polymerase subunit beta	2.7.7.6	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03046	rpoC; DNA-directed RNA polymerase subunit beta'	2.7.7.6	1
07_Nucleic acid metabolism	Purine metabolism			K03046	rpoC; DNA-directed RNA polymerase subunit beta'	2.7.7.6	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03048	rpoE; DNA-directed RNA polymerase subunit delta		1
07_Nucleic acid metabolism	Purine metabolism			K03048	rpoE; DNA-directed RNA polymerase subunit delta		1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03060	rpoZ; DNA-directed RNA polymerase subunit omega	2.7.7.6	1
07_Nucleic acid metabolism	Purine metabolism			K03060	rpoZ; DNA-directed RNA polymerase subunit omega	2.7.7.6	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03148	thiF; sulfur carrier protein ThiS adenylyltransferase	2.7.7.73	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03183	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	2.1.1.163 2.1.1.201	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03183	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	2.1.1.163 2.1.1.201	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase	2.1.1.190	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase	2.1.1.190	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03216	trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase	2.1.1.207	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03216	trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase	2.1.1.207	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase	2.1.1.185	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase	2.1.1.185	1
20_Hydrolysis of polymers	Xylose			K03337	iolB; 5-deoxy-glucuronate isomerase	5.3.1.30	1
20_Hydrolysis of polymers	Galactose			K03337	iolB; 5-deoxy-glucuronate isomerase	5.3.1.30	1
01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K03340	dapdh; diaminopimelate dehydrogenase	1.4.1.16	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K03340	dapdh; diaminopimelate dehydrogenase	1.4.1.16	1
21_Cellular response to stress	Cellular response to osmotic stress			K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA	2.7.13.3	1
21_Cellular response to stress	Regulation of response to osmotic stress			K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA	2.7.13.3	1
21_Cellular response to stress	Response to osmotic stress			K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA	2.7.13.3	1
21_Cellular response to stress	Cellular response to stress			K03424	tatD; TatD DNase family protein	3.1.21.-	1
01_Fermentation	Lysine fermentation to acetate and butyrate			K03431	glmM; phosphoglucosamine mutase	5.4.2.10	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Murein		K03431	glmM; phosphoglucosamine mutase	5.4.2.10	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03438	mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase	2.1.1.199	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03438	mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase	2.1.1.199	1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein		1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Cyanate porter (cp) family [tc:2.A.1.17]	K03449	MFS.CP; MFS transporter, CP family, cyanate transporter		1
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Ascorbate-specific II component [mD:m00283]	K03475	ulaA, sgaT; ascorbate PTS system EIIC component		1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03500	rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase	2.1.1.176	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03500	rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase	2.1.1.176	1
13_Hydrogen metabolism	Hydrogen production			K03518	coxS; aerobic carbon-monoxide dehydrogenase small subunit	1.2.5.3	1
21_Cellular response to stress	Cellular response to stress			K03564	BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin	1.11.1.24	1
21_Cellular response to stress	Response to nitrosative stress			K03564	BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin	1.11.1.24	1
