L1	L2	L3	L4	ID	Function	EC	Gene
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K08150	MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13		SLC2A13, ITR
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K14258	facilitated trehalose transporter		TRET1
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar porter (sp) family [tc:2.A.1.1]	K03444	MFS transporter, SP family, ERD6-like sugar transporter		ERD6, ESL1
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Oligosaccharide:h+ symporter (ohs) family [tc:2.A.1.5]	K02532	MFS transporter, OHS family, lactose permease		lacY
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Fucose:h+ symporter (Fhs) family [tc:2.A.1.7]	K02429	MFS transporter, FHS family, L-fucose permease		fucP
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Fucose:h+ symporter (Fhs) family [tc:2.A.1.7]	K08174	MFS transporter, FHS family, glucose/mannose:H+ symporter		glcP
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Fucose:h+ symporter (Fhs) family [tc:2.A.1.7]	K08175	MFS transporter, FHS family, Na+ dependent glucose transporter 1		NAGLT1
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Sugar efflux transporter (sEt) [tc:2.A.1.20]	K03291	MFS transporter, SET family, sugar efflux transporter		MFS.SET
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Nucleoside:h+ symporter (nhs) family [tc:2.A.1.10]	K03289	MFS transporter, NHS family, nucleoside permease		nupG
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Nucleoside:h+ symporter (nhs) family [tc:2.A.1.10]	K11537	MFS transporter, NHS family, xanthosine permease		xapB
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Purine transporter (AzgA) family [tc:2.A.1.40]	K06901	adenine/guanine/hypoxanthine permease		pbuG, azgA, ghxP, ghxQ, adeQ
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K03288	MFS transporter, MHS family, citrate/tricarballylate:H+ symporter		citA, tcuC
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K03761	MFS transporter, MHS family, alpha-ketoglutarate permease		kgtP
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K02625	MFS transporter, MHS family, dicarboxylic acid transporter PcaT		pcaT
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K03762	MFS transporter, MHS family, proline/betaine transporter		proP
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K08172	MFS transporter, MHS family, shikimate and dehydroshikimate transport protein		shiA
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	K08173	MFS transporter, MHS family, metabolite:H+ symporter		ydfJ
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Oxalate:formate antiporter (oFA) family [tc:2.A.1.11]	K08177	MFS transporter, OFA family, oxalate/formate antiporter		oxlT
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Sialate:h+ symporter (shs) family [tc:2.A.1.12]	K03290	MFS transporter, SHS family, sialic acid transporter		nanT
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Sialate:h+ symporter (shs) family [tc:2.A.1.12]	K08178	MFS transporter, SHS family, lactate transporter		JEN
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08179	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 1		SLC16A1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08231	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 2		SLC16A2
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08180	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 3		SLC16A3
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08181	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4		SLC16A4
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08182	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 5		SLC16A5
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08183	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 6		SLC16A6
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08184	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 7		SLC16A7
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08185	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 8		SLC16A8
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08186	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9		SLC16A9
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08187	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10		SLC16A10
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08188	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 11		SLC16A11
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K11810	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12		SLC16A12
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08189	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 13		SLC16A13
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Monocarboxylate porter (mcp) family [tc:2.A.1.13]	K08190	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14		SLC16A14
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K03535	MFS transporter, ACS family, glucarate transporter		gudP
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K08191	MFS transporter, ACS family, hexuronate transporter		exuT
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K13021	MFS transporter, ACS family, tartrate transporter		ttuB
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K08192	MFS transporter, ACS family, allantoate permease		DAL
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K08194	MFS transporter, ACS family, D-galactonate transporter		dgoT
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K02511	MFS transporter, ACS family, 4-hydroxyphenylacetate permease		hpaX
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K12299	MFS transporter, ACS family, probable galactarate transporter		garP
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K03448	MFS transporter, ACS family, pantothenate transporter		FEN2, LIZ1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K12300	MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 1/2/3/4		SLC17A1S
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K12301	MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 5		SLC17A5
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K12302	MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8		SLC17A6_7_8
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K12303	MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 9		SLC17A9
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Anion:cation symporter (Acs) family [tc:2.A.1.14]	K08193	MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), other		SLC17A
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	K08195	MFS transporter, AAHS family, 4-hydroxybenzoate transporter		pcaK
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	K05819	MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter		mhpT
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	K08196	MFS transporter, AAHS family, cis,cis-muconate transporter		mucK
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	K05548	MFS transporter, AAHS family, benzoate transport protein		benK
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Cyanate porter (cp) family [tc:2.A.1.17]	K03449	MFS transporter, CP family, cyanate transporter		MFS.CP
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08198	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 1		SLC22A1, OCT1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08199	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 2		SLC22A2, OCT2
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08200	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 3		SLC22A3, OCT3
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08201			
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08202	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5		SLC22A4_5, OCTN
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08203	MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 6		SLC22A6, OAT1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08204	MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 7		SLC22A7, OAT2
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08205	MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 8		SLC22A8, OAT3
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08206	MFS transporter, OCT family, solute carrier family 22 (organic anion/cation transporter), member 9/10/19/24/25		SLC22A9S
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08207	MFS transporter, OCT family, solute carrier family 22 (organic anion/cation transporter), member 11		SLC22A11, OAT4
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08208	MFS transporter, OCT family, solute carrier family 22 (organic anion/cation transporter), member 12		SLC22A12, URAT1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08209	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 13		SLC22A13
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08210	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 14		SLC22A14
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08211	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 15		SLC22A15
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08212	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 16		SLC22A16
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08213	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 17		SLC22A17
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08214	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 18		SLC22A18
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08215	MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 23		SLC22A23
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Organic cation transporter (oct) family [tc:2.A.1.19]	K08216	MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 20		SLC22A20
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Phenylproprionate permease (ppp) [tc:2.A.1.27]	K05820	MFS transporter, PPP family, 3-phenylpropionic acid transporter		hcaT
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	L-Amino acid transporter-3 (lAt3) family (slc43 family) [tc:2.A.1.44]	K08228	MFS transporter, LAT3 family, solute carrier family 43, member 1		SLC43A1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	L-Amino acid transporter-3 (lAt3) family (slc43 family) [tc:2.A.1.44]	K08229	MFS transporter, LAT3 family, solute carrier family 43, member 2		SLC43A2
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	L-Amino acid transporter-3 (lAt3) family (slc43 family) [tc:2.A.1.44]	K08230	MFS transporter, LAT3 family, solute carrier family 43, member 3		SLC43A3
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Proton coupled folate transporter/heme carrier protein (pcFt/hcp) family [tc:2.A.1.50]	K14613	MFS transporter, PCFT/HCP family, solute carrier family 46 (folate transporter), member 1		SLC46A1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Proton coupled folate transporter/heme carrier protein (pcFt/hcp) family [tc:2.A.1.50]	K14614	MFS transporter, PCFT/HCP family, solute carrier family 46 (thymic stromal cotransporter), member 2		SLC46A2
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Phosphate:h+ symporter (phs) family [tc:2.A.1.9]	K08176	MFS transporter, PHS family, inorganic phosphate transporter		PHO84
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K07784	MFS transporter, OPA family, hexose phosphate transport protein UhpT		uhpT
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K11382	MFS transporter, OPA family, phosphoglycerate transporter protein		pgtP
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K02445	MFS transporter, OPA family, glycerol-3-phosphate transporter		glpT
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K07783	MFS transporter, OPA family, sugar phosphate sensor protein UhpC		uhpC
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K13783	MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2		SLC37A1_2
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K03447	MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3		SLC37A3
12_Transporters	Major Facilitator superfamily (MFS)	Phosphate and organophosphate transporters	Organophosphate:pi antiporter (opA) family [tc:2.A.1.4]	K08171	MFS transporter, OPA family, solute carrier family 37 (glycerol-6-phosphate transporter), member 4		SLC37A4
12_Transporters	Major Facilitator superfamily (MFS)	Nitrate/nitrite transporters	Nitrate/nitrite porter (nnp) family [tc:2.A.1.8]	K02575	MFS transporter, NNP family, nitrate/nitrite transporter		NRT, narK, nrtP, nasA
12_Transporters	Major Facilitator superfamily (MFS)	Nitrate/nitrite transporters	Nitrate/nitrite porter (nnp) family [tc:2.A.1.8]	K10850	MFS transporter, NNP family, putative nitrate transporter		narT
12_Transporters	Major Facilitator superfamily (MFS)	Lipid transporters	Lysophospholipid transporter (lplt) family [tc:2.A.1.42]	K08227	MFS transporter, LPLT family, lysophospholipid transporter		lplT
12_Transporters	Major Facilitator superfamily (MFS)	Metal transporters	Siderophore-iron transporter (sIt) [tc:2.A.1.16]	K08197	MFS transporter, SIT family, siderophore-iron:H+ symporter		ARN
12_Transporters	Major Facilitator superfamily (MFS)	Metal transporters	Enterobactin (siderophore) exporter (Ents) family [tc:2.A.1.38]	K08225	MFS transporter, ENTS family, enterobactin (siderophore) exporter		entS
12_Transporters	Major Facilitator superfamily (MFS)	Metal transporters	Nickel resistance (nre) [tc:2.A.1.31]	K07785	MFS transporter, NRE family, putaive nickel resistance protein		nrsD, nreB
12_Transporters	Major Facilitator superfamily (MFS)	Metal transporters	Putative bacteriochlorophyll delivery (bcD) family [tc:2.A.1.41]	K08226	MFS transporter, BCD family, chlorophyll transporter		pucC
12_Transporters	Major Facilitator superfamily (MFS)	Protein transporters	Vesicular neurotransmitter transporter (vnt) [tc:2.A.1.22]	K06258	MFS transporter, VNT family, synaptic vesicle glycoprotein 2		SV2
12_Transporters	Major Facilitator superfamily (MFS)	Protein transporters	Peptide-acetyl-coA transporter (pAt) [tc:2.A.1.25]	K03372	MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1	2.3.1.-	SLC33A1, ACATN
12_Transporters	Major Facilitator superfamily (MFS)	Protein transporters	Peptide-acetyl-coA transporter (pAt) [tc:2.A.1.25]	K08218	MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG		ampG
12_Transporters	Major Facilitator superfamily (MFS)	Protein transporters	Feline leukemia virus subgroup c receptor (FlvcR) [tc:2.A.1.28]	K08220	MFS transporter, FLVCR family, feline leukemia virus subgroup C receptor-related protein		FLVCR, SLC49A1_2
12_Transporters	Major Facilitator superfamily (MFS)	Protein transporters	Feline leukemia virus subgroup c receptor (FlvcR) [tc:2.A.1.28]	K15381	MFS transporter, FLVCR family, disrupted in renal carcinoma protein 2		DIRC2, SLC49A3
12_Transporters	Major Facilitator superfamily (MFS)	Protein transporters	Feline leukemia virus subgroup c receptor (FlvcR) [tc:2.A.1.28]	K12306	MFS transporter, FLVCR family, MFS-domain-containing protein 7		MSFD7, SLC49A4
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K07552	MFS transporter, DHA1 family, multidrug resistance protein		bcr, tcaB
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08151	MFS transporter, DHA1 family, tetracycline resistance protein		tetA
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08152	MFS transporter, DHA1 family, multidrug resistance protein B		lmrP
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K07786	MFS transporter, DHA2 family, multidrug resistance protein		emrY
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08153	MFS transporter, DHA1 family, multidrug resistance protein		blt
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08157	MFS transporter, DHA1 family, multidrug resistance protein		TPO1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08158	MFS transporter, DHA1 family, multidrug resistance protein		MDR1, FLR1, CAF5
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08160	MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein		mdfA, cmr
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08161	MFS transporter, DHA1 family, multidrug resistance protein		mdtG
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08162	MFS transporter, DHA1 family, multidrug resistance protein		mdtH
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08163	MFS transporter, DHA1 family, multidrug resistance protein		mdtL
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08156	MFS transporter, DHA1 family, arabinose polymer utilization protein		araJ
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08159	MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein		sotB
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08164	MFS transporter, DHA1 family, putative efflux transporter		ybcL
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K03445	MFS transporter, DHA1 family, purine ribonucleoside efflux pump		nepI
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08154	MFS transporter, DHA1 family, 2-module integral membrane pump EmrD		emrD
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K08155	MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2		SLC18A1_2, VMAT
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	K14636	MFS transporter, DHA1 family, solute carrier family 18 (vesicular acetylcholine transporter), member 3		SLC18A3, VACHT
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K08165	MFS transporter, DHA2 family, multidrug resistance protein		ATR1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K03446	MFS transporter, DHA2 family, multidrug resistance protein		emrB
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K08169	MFS transporter, DHA2 family, multidrug resistance protein		yebQ
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K08170	MFS transporter, DHA2 family, multidrug resistance protein		norB, norC
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K08166	MFS transporter, DHA2 family, methylenomycin A resistance protein		mmr
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K08167	MFS transporter, DHA2 family, multidrug resistance protein		smvA, qacA, lfrA
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K08168	MFS transporter, DHA2 family, metal-tetracycline-proton antiporter		tetB
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	K05557	MFS transporter, DHA2 family, integral membrane protein		actVA1
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Drug:h+ antiporter-3 (12 spanner) (DhA3) [tc:2.A.1.21]	K08217	MFS transporter, DHA3 family, macrolide efflux protein		mef
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Putative aromatic compound/drug exporter (AcDE) family [tc:2.A.1.32]	K08221	MFS transporter, ACDE family, multidrug resistance protein		yitG, ymfD, yfmO
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Fosmidomycin resistance (Fsr) family [tc:2.A.1.35]	K08223	MFS transporter, FSR family, fosmidomycin resistance protein		fsr
12_Transporters	Major Facilitator superfamily (MFS)	Drug transporters	Acriflavin-sensitivity (Ynfm) family [tc:2.A.1.36]	K08224	MFS transporter, YNFM family, putative membrane transport protein		ynfM
12_Transporters	Major Facilitator superfamily (MFS)	Unknown transporters	Unknown major facilitator-1 (UmF1) [tc:2.A.1.24]	K06902	MFS transporter, UMF1 family		UMF1
12_Transporters	Major Facilitator superfamily (MFS)	Unknown transporters	Unknown major facilitator-2 (UmF2) [tc:2.A.1.26]	K08219	MFS transporter, UMF2 family, putative MFS family transporter protein		UMF2
12_Transporters	Major Facilitator superfamily (MFS)	Unknown transporters	Putative YqgE transporter (YqgE) family [tc:2.A.1.33]	K08222	MFS transporter, YQGE family, putative transporter		yqgE
12_Transporters	Major Facilitator superfamily (MFS)	Unknown transporters	Others	K05373	MFS transporter, putative signal transducer		ybtX, irp8
12_Transporters	Major Facilitator superfamily (MFS)	Unknown transporters	Others	K06141	MFS transporter, TsgA protein		tsgA
