index	L1	L2	L3	L4	KO	Function	EC	Count
304	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K00138	aldB; aldehyde dehydrogenase	1.2.1.-	1
320	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K00138	aldB; aldehyde dehydrogenase	1.2.1.-	1
337	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K00138	aldB; aldehyde dehydrogenase	1.2.1.-	1
1623	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00138	aldB; aldehyde dehydrogenase	1.2.1.-	1
5525	21_Cellular response to stress	Cellular response to osmotic stress			K11383	kinB; two-component system, NtrC family, sensor histidine kinase KinB	2.7.13.3	27
5942	21_Cellular response to stress	Regulation of response to osmotic stress			K11383	kinB; two-component system, NtrC family, sensor histidine kinase KinB	2.7.13.3	27
6505	21_Cellular response to stress	Response to osmotic stress			K11383	kinB; two-component system, NtrC family, sensor histidine kinase KinB	2.7.13.3	27
128	01_Fermentation	Mixed acid fermentation			K10978	aksF; methanogen homoisocitrate dehydrogenase	1.1.1.87 1.1.1.-	1
170	01_Fermentation	Pyruvate fermentation to butanol			K10978	aksF; methanogen homoisocitrate dehydrogenase	1.1.1.87 1.1.1.-	1
516	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K10978	aksF; methanogen homoisocitrate dehydrogenase	1.1.1.87 1.1.1.-	1
587	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K10978	aksF; methanogen homoisocitrate dehydrogenase	1.1.1.87 1.1.1.-	1
667	02_Homoacetogenesis	Glycolysis			K10978	aksF; methanogen homoisocitrate dehydrogenase	1.1.1.87 1.1.1.-	1
5409	21_Cellular response to stress	Cellular response to osmotic stress			K07637	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ	2.7.13.3	1
5881	21_Cellular response to stress	Regulation of response to osmotic stress			K07637	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ	2.7.13.3	1
6444	21_Cellular response to stress	Response to osmotic stress			K07637	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ	2.7.13.3	1
4270	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
4493	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
4636	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
4823	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
5170	20_Hydrolysis of polymers	Mannose			K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
6716	21_Cellular response to stress	Response to osmotic stress			K12996	rgpA; rhamnosyltransferase	2.4.1.-	1
3170	12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Glutamine transporter [mD:m00227]	K10038	glnQ; glutamine transport system ATP-binding protein	7.4.2.1	5
3197	12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Cystine transporter [mD:m00234]	K10010	tcyC, yecC; L-cystine transport system ATP-binding protein	7.4.2.1	7
2549	08_Hydrocarbon degradation	Chlorinated aromatics degradation			K10676	tfdB; 2,4-dichlorophenol 6-monooxygenase	1.14.13.20	1
2550	08_Hydrocarbon degradation	Heterocyclic aromatics degradation			K10676	tfdB; 2,4-dichlorophenol 6-monooxygenase	1.14.13.20	1
3543	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylgalactosamine-specific II component [mD:m00277]	K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
3547	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Galactosamine-specific II component [mD:m00287]	K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
4005	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
4060	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
4107	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
4957	20_Hydrolysis of polymers	Starch			K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
5261	20_Hydrolysis of polymers	Mannose			K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
5360	20_Hydrolysis of polymers	Galactose			K02744	agaF; N-acetylgalactosamine PTS system EIIA component	2.7.1.-	1
3539	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Sorbose-specific II component [mD:m00278]	K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206	1
3987	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206	1
4046	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206	1
4093	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206	1
4943	20_Hydrolysis of polymers	Starch			K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206	1
5247	20_Hydrolysis of polymers	Mannose			K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206	1
5323	20_Hydrolysis of polymers	Galactose			K02812	sorF, sorA; sorbose PTS system EIIA component	2.7.1.206	1
5413	21_Cellular response to stress	Cellular response to osmotic stress			K10896	FANCM; fanconi anemia group M protein		2
5515	21_Cellular response to stress	Cellular response to osmotic stress			K10681	saeS; two-component system, OmpR family, sensor histidine kinase SaeS	2.7.13.3	18
5932	21_Cellular response to stress	Regulation of response to osmotic stress			K10681	saeS; two-component system, OmpR family, sensor histidine kinase SaeS	2.7.13.3	18
6495	21_Cellular response to stress	Response to osmotic stress			K10681	saeS; two-component system, OmpR family, sensor histidine kinase SaeS	2.7.13.3	18
4277	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13003	wbtG; glycosyltransferase WbtG	2.4.1.-	1
4500	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K13003	wbtG; glycosyltransferase WbtG	2.4.1.-	1
4643	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K13003	wbtG; glycosyltransferase WbtG	2.4.1.-	1
4830	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K13003	wbtG; glycosyltransferase WbtG	2.4.1.-	1
5177	20_Hydrolysis of polymers	Mannose			K13003	wbtG; glycosyltransferase WbtG	2.4.1.-	1
6723	21_Cellular response to stress	Response to osmotic stress			K13003	wbtG; glycosyltransferase WbtG	2.4.1.-	1
2901	10_TCA cycle	TCA cycle			K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	3
2922	10_TCA cycle	Incomplete TCA fork			K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	3
2943	10_TCA cycle	Reductive TCA cycle			K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	3
4263	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12989	lpcC; mannosyltransferase	2.4.1.-	1
4486	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12989	lpcC; mannosyltransferase	2.4.1.-	1
4629	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12989	lpcC; mannosyltransferase	2.4.1.-	1
4816	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12989	lpcC; mannosyltransferase	2.4.1.-	1
5163	20_Hydrolysis of polymers	Mannose			K12989	lpcC; mannosyltransferase	2.4.1.-	1
6709	21_Cellular response to stress	Response to osmotic stress			K12989	lpcC; mannosyltransferase	2.4.1.-	1
1423	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01457	atzF; allophanate hydrolase	3.5.1.54	6
1496	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K14541	DUR1; urea carboxylase / allophanate hydrolase	6.3.4.6 3.5.1.54	4
4358	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	2.7.13.3 3.1.3.-	5
5517	21_Cellular response to stress	Cellular response to osmotic stress			K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	2.7.13.3 3.1.3.-	5
5934	21_Cellular response to stress	Regulation of response to osmotic stress			K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	2.7.13.3 3.1.3.-	5
6497	21_Cellular response to stress	Response to osmotic stress			K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ	2.7.13.3 3.1.3.-	5
5661	21_Cellular response to stress	Cellular response to stress			K11148	DHRS4L2; dehydrogenase/reductase SDR family member 4-like protein 2	1.1.-.-	1
3258	12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Manganese/iron transporter [mD:m00317]	K11607	sitB; manganese/iron transport system ATP-binding protein		1
3307	12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Cell division transporter [mD:m00256]	K09811	ftsX; cell division transport system permease protein		1
4190	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03844	ALG11; alpha-1,2-mannosyltransferase	2.4.1.131	1
4413	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K03844	ALG11; alpha-1,2-mannosyltransferase	2.4.1.131	1
4559	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K03844	ALG11; alpha-1,2-mannosyltransferase	2.4.1.131	1
4743	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K03844	ALG11; alpha-1,2-mannosyltransferase	2.4.1.131	1
5090	20_Hydrolysis of polymers	Mannose			K03844	ALG11; alpha-1,2-mannosyltransferase	2.4.1.131	1
6636	21_Cellular response to stress	Response to osmotic stress			K03844	ALG11; alpha-1,2-mannosyltransferase	2.4.1.131	1
4319	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K00713	waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	2.4.1.-	1
4542	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K00713	waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	2.4.1.-	1
4551	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K00713	waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	2.4.1.-	1
4875	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K00713	waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	2.4.1.-	1
5079	20_Hydrolysis of polymers	Mannose			K00713	waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	2.4.1.-	1
6785	21_Cellular response to stress	Response to osmotic stress			K00713	waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	2.4.1.-	1
2591	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K03280	waaK, rfaK; UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase	2.4.1.56	2
4322	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03280	waaK, rfaK; UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase	2.4.1.56	2
1273	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01556	KYNU, kynU; kynureninase	3.7.1.3	1
3928	18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00387	SUOX; sulfite oxidase	1.8.3.1	3
1090	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01738	cysK; cysteine synthase	2.5.1.47	4
1751	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01738	cysK; cysteine synthase	2.5.1.47	4
1116	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K12339	cysM; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)	2.5.1.144	3
1962	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K12339	cysM; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)	2.5.1.144	3
991	06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22	2
1113	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22	2
1231	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22	2
1590	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22	2
1642	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22	2
1750	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22	2
1810	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22	2
1410	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00930	argB; acetylglutamate kinase	2.7.2.8	7
1517	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00930	argB; acetylglutamate kinase	2.7.2.8	7
708	02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K12657	ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase	2.7.2.11 1.2.1.41	1
1479	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K12657	ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase	2.7.2.11 1.2.1.41	1
1635	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12657	ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase	2.7.2.11 1.2.1.41	1
1762	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K12657	ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase	2.7.2.11 1.2.1.41	1
3136	12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	D-Allose transporter [mD:m00217]	K10551	alsA; D-allose transport system ATP-binding protein	7.5.2.8	7
2563	08_Hydrocarbon degradation	Other aromatics degradation			K03380	E1.14.13.7; phenol 2-monooxygenase (NADPH)	1.14.13.7	1
5522	21_Cellular response to stress	Cellular response to osmotic stress			K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1	2.7.13.3	1
5939	21_Cellular response to stress	Regulation of response to osmotic stress			K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1	2.7.13.3	1
6502	21_Cellular response to stress	Response to osmotic stress			K11354	cph1; two-component system, chemotaxis family, sensor kinase Cph1	2.7.13.3	1
1409	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00926	arcC; carbamate kinase	2.7.2.2	1
2238	07_Nucleic acid metabolism	Purine metabolism			K00926	arcC; carbamate kinase	2.7.2.2	1
1306	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K14265	Tam1; tryptophan aminotransferase	2.6.1.27	1
1588	06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K14265	Tam1; tryptophan aminotransferase	2.6.1.27	1
3013	12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Bicarbonate transporter [mD:m00321]	K11952	cmpC; bicarbonate transport system ATP-binding protein	7.3.2.-	1
1322	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00891	aroK, aroL; shikimate kinase	2.7.1.71	1
1148	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01904	4CL; 4-coumarate--CoA ligase	6.2.1.12	1
2625	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K03429	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase	2.4.1.315	1
2253	07_Nucleic acid metabolism	Purine metabolism			K01120	cpdP; 3',5'-cyclic-nucleotide phosphodiesterase	3.1.4.17	1
1272	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01501	E3.5.5.1; nitrilase	3.5.5.1	3
2561	08_Hydrocarbon degradation	Other aromatics degradation			K01501	E3.5.5.1; nitrilase	3.5.5.1	3
5268	20_Hydrolysis of polymers	Mannose			K02377	TSTA3, fcl; GDP-L-fucose synthase	1.1.1.271	1
240	01_Fermentation	Homolactic fermentation			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	2
701	02_Homoacetogenesis	Glycolysis			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	2
4960	20_Hydrolysis of polymers	Starch			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	2
5040	20_Hydrolysis of polymers	Xylose			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	2
5346	20_Hydrolysis of polymers	Galactose			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	2
1182	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00273	DAO, aao; D-amino-acid oxidase	1.4.3.3	1
1381	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00273	DAO, aao; D-amino-acid oxidase	1.4.3.3	1
5670	21_Cellular response to stress	Cellular response to stress			K11170	DHRSX; dehydrogenase/reductase SDR family member X	1.1.-.-	1
1395	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	2.3.1.35 2.3.1.1	4
3518	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	2-O-A-mannosyl-D-glycerate-specific II component [mD:m00305]	K11200	mngA, hrsA; 2-O-A-mannosyl-D-glycerate PTS system EIIABC component	2.7.1.195	7
2606	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00729	ALG5; dolichyl-phosphate beta-glucosyltransferase	2.4.1.117	1
4704	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K00729	ALG5; dolichyl-phosphate beta-glucosyltransferase	2.4.1.117	1
896	06_Amino acid utilization biosynthesis metabolism	Oxydation deamination			K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	6
1406	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	6
1512	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	6
1687	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	6
1650	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10907	K10907; aminotransferase	2.6.1.-	14
1818	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K10907	K10907; aminotransferase	2.6.1.-	14
1542	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K14267	dapC; N-succinyldiaminopimelate aminotransferase	2.6.1.17	9
3306	12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Heme transporter [mD:m00259]	K02193	ccmA; heme exporter protein A	7.6.2.5	2
5529	21_Cellular response to stress	Cellular response to osmotic stress			K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS	2.7.13.3	5
5946	21_Cellular response to stress	Regulation of response to osmotic stress			K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS	2.7.13.3	5
6509	21_Cellular response to stress	Response to osmotic stress			K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS	2.7.13.3	5
2638	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00752	hasA; hyaluronan synthase	2.4.1.212	1
2515	08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K07824	CYP53A1; benzoate 4-monooxygenase	1.14.14.92	1
3130	12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	D-Xylose transporter [mD:m00215]	K10545	xylG; D-xylose transport system ATP-binding protein	7.5.2.10	19
3147	12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Rhamnose transporter [mD:m00220]	K10562	rhaT; rhamnose transport system ATP-binding protein	7.5.2.-	15
1043	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01954	K01954; carbamoyl-phosphate synthase	6.3.5.5	10
2106	07_Nucleic acid metabolism	Pyrimidine metabolism			K01954	K01954; carbamoyl-phosphate synthase	6.3.5.5	10
1049	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K11540	CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase	6.3.5.5 2.1.3.2 3.5.2.3	9
2200	07_Nucleic acid metabolism	Pyrimidine metabolism			K11540	CAD; carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase	6.3.5.5 2.1.3.2 3.5.2.3	9
1050	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K11541	URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase	6.3.5.5 2.1.3.2	10
2201	07_Nucleic acid metabolism	Pyrimidine metabolism			K11541	URA2; carbamoyl-phosphate synthase / aspartate carbamoyltransferase	6.3.5.5 2.1.3.2	10
1060	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	2
1181	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	2
1504	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	2
1578	06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	2
1679	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	2
1791	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	2
5470	21_Cellular response to stress	Cellular response to osmotic stress			K07643	basS; two-component system, OmpR family, sensor histidine kinase BasS	2.7.13.3	10
5887	21_Cellular response to stress	Regulation of response to osmotic stress			K07643	basS; two-component system, OmpR family, sensor histidine kinase BasS	2.7.13.3	10
6450	21_Cellular response to stress	Response to osmotic stress			K07643	basS; two-component system, OmpR family, sensor histidine kinase BasS	2.7.13.3	10
5753	21_Cellular response to stress	Cellular response to stress			K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	11
6041	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	11
6348	21_Cellular response to stress	Response to osmotic stress			K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	11
785	04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Hexose			K00857	tdk, TK; thymidine kinase	2.7.1.21	1
2080	07_Nucleic acid metabolism	Pyrimidine metabolism			K00857	tdk, TK; thymidine kinase	2.7.1.21	1
778	03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)				K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	1
4958	20_Hydrolysis of polymers	Starch			K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	1
3173	12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Putative glutamine transporter [mD:m00228]	K10041	peb1C, glnQ; aspartate/glutamate/glutamine transport system ATP-binding protein	7.4.2.1	4
2645	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00743	GGTA1; N-acetyllactosaminide 3-alpha-galactosyltransferase	2.4.1.87	1
1569	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	1
2848	09_Carbohydrate Active enzyme - CAZy	Polysaccharide lyase			K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	1
2881	09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	1
1120	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K13034	ATCYSC1; L-3-cyanoalanine synthase/ cysteine synthase	2.5.1.47 4.4.1.9	2
